otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.female	rab.win.male	diff.btw	diff.win	effect	effect.low	effect.high	overlap
Bifidobacterium_adolescentis	gender	female-male	0.7945620737815042	0.8750255307404738	0.7800900190056745	0.87500742652009	0.1344274478933123	-0.43747677499118254	0.21475927753525959	-0.004274910835749601	18.290177150564134	-2.045482196613176e-4	-5.4088287752133954	5.9941162225325115	0.5
Bifidobacterium_animalis	gender	female-male	0.3746297491728136	0.5188413272632314	0.5541400321485411	0.6976966865461623	-2.660253329963533	-2.5673118432004056	-2.670025837802493	-0.2664912101793213	7.638798899650439	-0.029738134624194945	-6.214906227678725	3.947121983827802	0.4814814817891886
Bifidobacterium_bifidum	gender	female-male	0.0509132365910132	0.1322623288501807	0.23739500383534	0.3904509212633681	-2.6141256096444643	-2.095700174141138	-2.6777264594149504	-1.1498003926166955	10.594850859419093	-0.10152765743795988	-8.224204751445688	3.597324892881495	0.42098214420310337
Bifidobacterium_breve	gender	female-male	0.0785047654606723	0.1688520595059053	0.2933268478052371	0.4511697411559326	-2.867821952738069	-2.525225583508048	-2.9174469299298185	-0.830940931993295	6.730485474631601	-0.10949111875629498	-6.708626756355129	2.9528219852606385	0.43169642972740047
Bifidobacterium_catenulatum	gender	female-male	0.6551218105102259	0.7683916185169064	0.6140010651655227	0.7535903808143186	-2.3416706085743613	-2.4915434251396213	-2.3189394308733977	0.06854167834777236	11.369374382387655	0.005879115116826294	-6.430485271211299	5.07591761389938	0.49375000010381725
Bifidobacterium_dentium	gender	female-male	0.04901995264400428	0.12094039829080426	0.2178845386631438	0.35953986527432424	-2.6582416812087555	-2.146379962483733	-2.7200964634560023	-1.194273179703746	8.725097005218663	-0.1290726827732838	-7.83754275902986	3.2032603377960416	0.4078536383520767
Bifidobacterium_longum	gender	female-male	0.04930853534455171	0.13142578916554967	0.008575841697382097	0.042465405245210225	10.379953703172347	15.122023215925669	9.490168509840252	-2.8047620394502513	16.92272286380927	-0.19964578785562898	-6.9374028677924695	3.9594617862740464	0.36696428809210513
Bifidobacterium_pseudocatenulatum	gender	female-male	0.26045219960111266	0.41715170040410215	0.3519569912865993	0.5309296945122819	-2.0134047742542887	-1.414048422595915	-2.0789204681759905	-1.0544423076954956	12.548086041119467	-0.08106574074734046	-6.635609298247326	3.9773023326424815	0.4433035723824626
Gardnerella_vaginalis	gender	female-male	0.4970061058459862	0.6274094036866763	0.41208308510325786	0.567660386095603	-2.908792147147448	-3.255594358992191	-2.8485463769989305	0.4512909674468588	5.077425102418582	0.0667608044074117	-3.9313783255965946	4.553015957055215	0.4593750006791919
Parascardovia_denticolens	gender	female-male	0.41702457786238983	0.5484985237903259	0.5607722930590221	0.7089344665668111	-2.900416447944556	-2.924036645837459	-2.898385027159039	-0.11158916625005588	5.660594364963151	-0.019069189010623492	-5.258610872268114	3.635605989842226	0.4910714287197632
Scardovia_wiggsiae	gender	female-male	0.6383770022922303	0.7513374165412133	0.5679587901978881	0.7143464783478986	-2.590467117091567	-2.734755488757914	-2.57411397884208	-0.050781920640822875	7.678766190353251	-0.008335795880621145	-5.204349955838388	4.540078037939585	0.4946428572318395
Corynebacterium_durum	gender	female-male	0.3717125050065349	0.498487205110478	0.3614698442579271	0.5054428886717304	-2.7727707201320033	-3.2918666455796455	-2.694996150472571	0.7032195335133373	5.036725431684516	0.11528416421108673	-4.023410133360637	4.892631552250764	0.4388392867454848
Rothia_dentocariosa	gender	female-male	0.5421197276688833	0.6679411595041571	0.5705660300410181	0.7180576572772712	-2.6106639810869723	-2.760740236313916	-2.588136260471174	0.16100095842654305	7.142519759817295	0.016554147764071485	-5.058696293199995	4.44829592847669	0.4872824633972413
Rothia_mucilaginosa	gender	female-male	0.29874509679418215	0.4472262293404641	0.4191509629565471	0.5881820663233505	-1.6537525468644905	-1.3869469005901305	-1.6810248431782266	-0.9587916217134769	12.185276829274557	-0.09144910298005068	-4.9578266710845496	3.9925586299810494	0.45044642940258833
Propionibacterium_acidifaciens	gender	female-male	0.45844516808626523	0.5937894145124586	0.4316118096020061	0.5866564701444177	-2.72006092680642	-3.1725481170704395	-2.655244609804843	0.5089073087714144	5.456625656537801	0.07991490209142543	-4.252949131649071	4.514086828128295	0.4508928579663821
Propionibacterium_freudenreichii	gender	female-male	0.4064365382956755	0.5338706504988039	0.4485834415543404	0.5945707145505225	-2.9108661582997524	-3.282565301525528	-2.8515664161178726	0.49759917701993395	4.8674924893227	0.08220397244448718	-3.7316947260671607	4.806419364147028	0.4526785722215987
Pseudopropionibacterium_propionicum	gender	female-male	0.4647311244287279	0.6005034712909344	0.5390642464534127	0.6905976104760443	-2.9480732845861084	-3.101412658301175	-2.9266215631907073	0.07692815721564017	5.017962216574679	0.01002817578425361	-6.20520972963541	4.3066694628326	0.49397590371443256
Atopobium_deltae	gender	female-male	0.06141795184478307	0.12278334803019779	0.2010859539757613	0.3302544094351505	-2.676890276621082	-3.3214220368392446	-2.55805132258115	1.1708678343532206	5.388163207239916	0.17841381522687771	-2.972554287846986	6.088743409657719	0.40160642740126684
Atopobium_parvulum	gender	female-male	0.5316406422581925	0.6512549798364895	0.5558729324500876	0.7057219416519328	-2.9147848064762876	-3.037297663166324	-2.8959737078437158	-0.05764073729594976	5.2942434357124295	-0.009175150428602317	-4.849798262486785	3.7559871570889305	0.49419642866782865
Olsenella_scatoligenes	gender	female-male	3.275735575468087e-4	0.0028338646383261317	0.001346830803255329	0.00952152603250127	0.17673871519076734	-2.7573074316378694	2.0200130242981693	4.263905991842556	10.30204274450141	0.45750103571685274	-2.9343660440491135	7.24823503319448	0.3165178606643846
Olsenella_uli	gender	female-male	0.05724581350015314	0.133429572718878	0.17389863535177402	0.31609253597938475	-2.8370785996870307	-2.2616149216350614	-2.9160148323296973	-1.1623027375985604	6.967681117711257	-0.16491197041634312	-6.132641736431762	3.057119474466545	0.41473214431570743
Collinsella_aerofaciens	gender	female-male	0.004103600427349002	0.023131573895505405	0.0026362147780097573	0.01850024657689485	17.350849700653562	15.768647425362722	17.41892530068717	1.4778219081340556	17.55884768142102	0.11948523236441227	-6.848507994354945	20.29297762423149	0.34939759310979135
Collinsella_intestinalis	gender	female-male	0.6023358082311702	0.7293251874943072	0.6391158393624508	0.7761016834327906	-1.247224098759137	-1.9812156940075987	-1.1344056489335284	0.4219710845573239	9.602459912400953	0.044774030516465925	-4.23452168090781	4.219636159517492	0.47389558276366195
Collinsella_stercoris	gender	female-male	0.07312075185273767	0.17795465631377344	0.01779577804445911	0.07548225315997452	10.087499610622558	8.909776091462128	10.230155367463206	1.1499918435927459	9.915949214959786	0.12913549596717888	-5.62408016790297	9.98512052820568	0.37232143083985847
Enorma_massiliensis	gender	female-male	0.2791305884352577	0.4243564683658581	0.4525281888586132	0.6175803841109553	-2.1038674995274764	-1.8601015591851695	-2.1334139633409954	-0.7244709463052263	8.462008149181438	-0.07839552137845171	-4.957273621834353	3.5259658405624563	0.45336903246283966
Collinsella_massiliensis	gender	female-male	0.04933259207351342	0.1330854724376279	0.0289887017338826	0.10540982990331246	5.846348431495628	1.4001656040039236	6.1853388024035505	2.140251164555494	8.992704191381351	0.23261195375656663	-3.317494672180868	5.5726867045183495	0.38821954679844684
Adlercreutzia_equolifaciens	gender	female-male	0.029120482878783254	0.08749477589165743	0.05395201642068637	0.14442718605819976	-1.7416552894441946	-0.19477015030611433	-1.88319754934035	-2.218860174656598	13.331362488413607	-0.1966375706594179	-7.056478665350798	3.7835537686051426	0.3850959413257621
Asaccharobacter_celatus	gender	female-male	0.05721564033663163	0.1400322978359609	0.09244736749838252	0.2118202711014609	-1.5743127626588063	-0.28578146752326283	-1.689555407991076	-2.1687514302122413	13.72683527688369	-0.18471541292057816	-6.163316245697962	3.490744745346562	0.3922356109783671
Eggerthella_lenta	gender	female-male	3.30414656171436e-8	5.486886446662282e-7	4.5368481440603905e-8	1.8175280486416794e-6	-0.3447368134450226	13.88540326533668	-1.076262702044751	-13.166359104340453	12.766073483378673	-0.882448460297864	-11.239702818582998	2.0744803279902317	0.19277109252762356
Enterorhabdus_caecimuris	gender	female-male	0.019553184662972112	0.06153678020396693	0.03144810736051634	0.09391852412459932	-2.435876407433696	-1.020365438819967	-2.5739289777659113	-2.202760759170946	8.037773962751265	-0.2968766681145485	-5.630199830970649	2.7740949413616054	0.35698349209819574
Gordonibacter_pamelaeae	gender	female-male	3.81054671520897e-10	8.226063698950888e-9	7.884588310789025e-9	4.6536857098101444e-7	0.08095329366667947	12.49350426625757	-0.8116502015464331	-11.825013566993078	10.866996711318599	-0.9215048720114064	-11.202345275429522	1.6180011706356496	0.18875502851224704
Slackia_isoflavoniconvertens	gender	female-male	2.356956108379687e-13	1.3307226277244633e-11	6.47418693449655e-10	8.978589838122271e-8	12.790985287576653	-3.0457278052533976	13.146350188707673	15.42873273026133	9.316263973330672	1.152892884481655	-1.6370479478724547	19.141283473800602	0.16376618599944706
Bacteroides_caccae	gender	female-male	0.0031388263359278883	0.017029445591081105	0.004273235977870903	0.0228653419403073	-1.2696721357372596	12.3043432627146	-1.5231909291205081	-3.867588932442267	15.700940283341062	-0.3268956573035963	-9.838662932311616	4.045505453606621	0.3397321458236973
Bacteroides_cellulosilyticus	gender	female-male	0.7062028884023295	0.8084376655034157	0.5879857863981421	0.729892057409629	-2.0913670711771957	-2.286461318861475	-2.0579795948433723	0.2271124858324658	9.731214634678317	0.022281168969284407	-4.783725221007868	5.962435680380971	0.4839285716957649
Bacteroides_clarus	gender	female-male	0.19697940367167469	0.33459014535086046	0.4186315079910835	0.5830166427625295	-2.253391640336382	-1.9888440372575573	-2.2789544085713516	-0.6315881353128088	11.471839626367151	-0.05903537779676341	-6.710538027918767	4.253577419706223	0.456492637942971
Bacteroides_coprocola	gender	female-male	0.3106771042354103	0.44949163193902236	0.4068039521743654	0.5587722279454611	-2.824036234009988	-3.2243556938464675	-2.7579457683724034	0.45718975560583	5.14644226811123	0.0700156749245846	-4.516708658216152	5.888022365084371	0.45401785791305194
Bacteroides_coprophilus	gender	female-male	0.06686491746808204	0.15379329496118413	0.3028049011255141	0.4472594941990432	-2.821309606587345	-2.4095908856021957	-2.8697243527480794	-1.0198866875514803	6.846390631315728	-0.11037009335508355	-7.265633188673074	3.457289544254161	0.423471665735846
Bacteroides_dorei	gender	female-male	0.019941623280287583	0.06990169929107	0.031606085182854425	0.10658855056212507	-0.5969098999630855	11.40447597090401	-0.8833601822949202	-3.2195964847290055	16.427909242358385	-0.221888197371298	-6.8716346888437885	3.1882545265019746	0.37349397814634644
Bacteroides_eggerthii	gender	female-male	0.01192887458208431	0.04509893261023452	0.045809145179164304	0.12353793017953225	-2.17462452709443	-0.9927436588544403	-2.2850838714956048	-2.4456415874769846	13.861125983864193	-0.20896362563797502	-9.01069279395507	3.508873615069211	0.3794642878396861
Bacteroides_faecis	gender	female-male	0.10631089241402605	0.2164511963051661	0.3528623430845243	0.5155930016562337	-2.6545675286958534	-2.36266347617817	-2.6990222618270163	-0.732524142992018	8.887695864489771	-0.07191198801767662	-8.047712581087097	4.1450249275695805	0.4448906747320322
Bacteroides_faecis_CAG_32	gender	female-male	0.5867738371861227	0.6980324669649915	0.5192156235507654	0.6728701414153871	-2.8760861901104544	-2.9800796808023478	-2.857683631344674	-0.0065000414415887775	5.4624514370569095	-0.0017392930332807166	-4.6300231666409095	3.977282583286636	0.4993306559682685
Bacteroides_finegoldii	gender	female-male	0.015481601112652859	0.05212291889144722	0.03954946563618487	0.10819774865172002	-2.2908337281908455	-0.46716274829949	-2.4352856898454522	-2.526717960330914	11.556774737496884	-0.23488687344174736	-7.77551899719966	3.6069156772043294	0.38258928777806595
Bacteroides_fragilis	gender	female-male	0.7985205939738866	0.8779676650974151	0.5885865127128143	0.7371487604478506	-1.8208655220486882	-2.1346623561562694	-1.7633141795115126	0.3992403082446945	14.898885906985669	0.031448744007656945	-5.719594009444617	5.22037160429301	0.47410714328833314
Bacteroides_galacturonicus	gender	female-male	0.04423399203975795	0.11148074304094834	0.09054957434931561	0.19322661272201108	-2.1776467869697527	-3.217176481300415	-1.996666242472557	1.4503891820969628	7.5319634038603525	0.18031895558185349	-3.272969369373042	6.381158463064795	0.3883928590936488
Bacteroides_intestinalis	gender	female-male	0.335791740785221	0.4924552225000899	0.5131930111178121	0.6689170401840314	-2.553077470664064	-2.393632655466705	-2.57504439298652	-0.3263990912106731	9.223012872162208	-0.031055608140274103	-6.322494074731377	5.228212254433748	0.4721106653459719
Bacteroides_massiliensis	gender	female-male	0.0013484018434584755	0.008313782517852723	0.004170653007963421	0.020852480831048875	-2.4815753900950632	-0.31025701972267505	-2.662846587516933	-3.593950689755685	12.22381684571646	-0.3896433398184826	-10.16110417748936	2.7549564355117453	0.33303571740670823
Bacteroides_nordii	gender	female-male	0.16957560890102077	0.28789851175907766	0.3920934109174979	0.55022292055297	-2.8500213710719073	-2.643815011029064	-2.8799016777901656	-0.4855025314403427	6.521531156439934	-0.06863257203157849	-6.7329627726496915	3.282573983786773	0.4591700140689367
Bacteroides_ovatus	gender	female-male	0.009867706720056905	0.04104319927245233	0.009703250867605286	0.04503787349898149	0.6336760563761938	12.661256144291013	0.046610100075053396	-3.179442988466122	15.351283664769525	-0.2565052157054707	-6.9622784842739485	3.4043884191198996	0.35580357404066393
Bacteroides_plebeius	gender	female-male	0.05928802490567687	0.14211439950556545	0.30233648092221954	0.4477572085756316	-2.744384625054458	-2.336313111229236	-2.793811056766163	-0.8731631588651876	7.915917097928478	-0.08924908498434325	-8.671963117856345	3.229944101390421	0.43080357260024044
Bacteroides_salyersiae	gender	female-male	0.6822475126209716	0.7904776123560012	0.620999910443828	0.7630880070775791	-2.2054920378263603	-2.355875275258798	-2.180372089042706	-0.01673010904587713	12.048556671920021	-0.0014714515764960075	-5.6567475969388985	5.529656109469727	0.4993306559682685
Bacteroides_sp_CAG_144	gender	female-male	0.567691147347005	0.6892438059542326	0.5571606910971922	0.7128074077272158	-2.6513592408886133	-2.7568308929536567	-2.635983188019404	-0.04994315382384151	6.516411622464361	-0.008379543337128176	-5.6880966022761275	4.677030839771878	0.4968750000519026
Bacteroides_sp_CAG_530	gender	female-male	5.931528387929331e-4	0.004748812868355473	0.005281470644607507	0.026280446356278683	-0.8228119993413721	-2.8706839861287747	-0.23718942702117118	3.471076491458076	12.746795294826214	0.3483203617586403	-3.902071252449949	8.057591743371233	0.33020973098472
Bacteroides_stercoris	gender	female-male	0.008587427013768882	0.03579221828885843	0.017428169131989298	0.06205869014657301	-1.7481042103614186	8.905023962649167	-1.9648323751706762	-3.1927306321835704	15.063454295615259	-0.2671294308138913	-7.778633531826651	3.346426565793105	0.36010709756529496
Bacteroides_thetaiotaomicron	gender	female-male	0.4203738568228326	0.5809737881544599	0.42842032411954345	0.6186618832499556	-0.32817448542730787	1.3839123750938693	-0.4376041734781442	-0.7332503951035756	15.971054423066771	-0.0543754182817036	-5.74132777208354	4.611199698045073	0.46339285775411265
Bacteroides_uniformis	gender	female-male	0.005108052799345393	0.025587916649809826	4.621834099789272e-5	7.085937202452535e-4	13.365637426143365	17.042067663226938	12.943907332998567	-3.5440351029456973	14.21933319534753	-0.28782899833603365	-9.485665018085331	4.8894095487060145	0.2772321474732171
Bacteroides_vulgatus	gender	female-male	0.02140090843182587	0.07290252234594287	0.0021918933290215998	0.016006156000166326	12.840559406722766	16.200370983372164	12.272266233635158	-2.8970007550689516	15.915986458209868	-0.21407051365981328	-8.548646640848622	4.761790963252274	0.33913431801544125
Bacteroides_xylanisolvens	gender	female-male	0.5862928293770339	0.7192189259272348	0.6174025812149435	0.767083240265857	-0.32178144121816565	1.255350826265314	-0.4190338253853376	-0.6278569262785991	13.598704410382645	-0.046451937687611536	-5.497865570132308	4.094865387983452	0.47255689470039103
Barnesiella_intestinihominis	gender	female-male	0.026065166817863306	0.0819588731765985	0.034386920003183045	0.10785450493942429	-1.4205712121167782	1.2113718038315913	-1.5654590386759875	-2.6118249047196027	15.8150590213789	-0.20697904256673977	-10.007082376608764	4.008869252487694	0.3752788955580417
Coprobacter_fastidiosus	gender	female-male	0.006502004300260499	0.029431996378416016	0.02744231017135622	0.08509004628752682	-2.3585308080026106	-0.85891758579052	-2.4975207259546863	-2.595561646583592	11.910874290674478	-0.2540768249556152	-8.207053354347005	3.470302428708651	0.360267859660159
Coprobacter_secundus	gender	female-male	0.25287372074645476	0.36717459812902564	0.40132963270794036	0.5421281034215477	-2.7734817213644796	-3.1999936811853527	-2.692919758449486	0.6266922877209495	5.18699648652238	0.09287477954284884	-3.4854153310481	5.165155368345305	0.4491071437112305
Butyricimonas_synergistica	gender	female-male	0.6453441566869547	0.7582669883478556	0.6450847721869941	0.7761533962192524	-1.8848290694242191	-1.7959299783652707	-1.8976135797812983	-0.07725933534405804	10.94963211553896	-0.00742360260605035	-4.691345558628869	4.174051842383614	0.49397590371443256
Butyricimonas_virosa	gender	female-male	0.6722194665629949	0.7842706155287182	0.7050768818851124	0.8237747927334068	-1.1161065098702299	-0.7958066590016042	-1.1556828847947838	-0.11039471169939219	12.282984714876743	-0.009138752376967842	-4.7618232308580675	4.88326577679867	0.49598214292387643
Odoribacter_splanchnicus	gender	female-male	0.13049973733801815	0.25926242141105904	0.06087398509708928	0.18009223463058216	11.04179448229359	12.822125137356956	10.6657688545578	-1.2909387437874758	14.373835986359513	-0.10633471308764272	-8.604088086767874	6.407314810343289	0.3968750017888157
Sanguibacteroides_justesenii	gender	female-male	0.115462204498931	0.20176335977265045	0.2628100713344039	0.4097149757983549	-2.770461088800735	-3.3393730415993	-2.672908730840355	0.8341466455043669	4.962908670738692	0.13333341015020586	-2.8622283743138244	5.594829723552671	0.41945560155060185
Paraprevotella_clara	gender	female-male	0.16469875475912163	0.26898407304063077	0.2946030936127533	0.4411688388213021	-2.8464309637209606	-3.4159045514357196	-2.7613928133405388	0.6186580313133412	4.822324329497063	0.10440402929282203	-3.4108742891685666	5.136706710583384	0.4375000010544891
Paraprevotella_xylaniphila	gender	female-male	0.4710519623231807	0.6224598145092561	0.5299289960161434	0.6944115875934495	-1.045121331050023	-0.9269476932875005	-1.054627489885732	-0.6151318166344879	13.934154968070093	-0.05029950051825184	-4.752863331982139	4.030014680760423	0.4651785720097113
Prevotella_bivia	gender	female-male	0.3035101226404958	0.4274715982056327	0.38837575156917437	0.5323176897718467	-2.7877677565564998	-3.2615846750559445	-2.7149125192757317	0.6871206052821641	5.234741131236975	0.10505560151736204	-3.7455872699106334	4.646556107539332	0.4364123170028691
Prevotella_copri	gender	female-male	5.575709047000416e-9	1.2329983193019895e-7	2.067179252699494e-9	1.873892060967433e-7	16.814573171052135	-2.0489046961384734	17.64319697282155	17.07192896194497	17.300001250124048	0.9314139628821271	-2.106290741742278	13.692336665617374	0.16875000980489718
Prevotella_sp_885	gender	female-male	2.1143540678922645e-7	3.578066008812954e-6	4.927638406021273e-4	0.0034274266506756188	-0.47813640759285825	-2.9244131803689246	0.4564424298369296	4.993921577239394	14.717998108122316	0.4801085304820627	-2.5329595455200344	10.476784084382155	0.2909415481575171
Prevotella_sp_AM42_24	gender	female-male	2.4623708047482503e-10	6.377290338541173e-9	9.156654091456811e-6	1.5832445402876545e-4	0.5167221093591738	-2.951601287078148	8.523940114836693	7.470040204692697	11.979126645398871	0.7011173236489732	-1.865856132068609	10.080821959128588	0.2565818883817223
Prevotella_sp_CAG_1092	gender	female-male	4.2692789761163096e-8	7.084857899622135e-7	2.7568027669832527e-4	0.0022162735888581865	-0.5990722278376577	-3.066546275118654	0.2568791884593953	5.3239217018369365	12.668295275894332	0.5772156737956089	-2.3958366943198595	9.972524011753254	0.27309237421962507
Prevotella_sp_CAG_279	gender	female-male	1.707796171477153e-5	2.2563960945394372e-4	4.4189757979292245e-4	0.00399137878188883	7.30864092684282	-2.5735103542875724	10.520537336458812	7.29148205082659	14.748814977783773	0.6136924085254225	-3.1637233790642165	9.918078785774613	0.310267860824031
Prevotella_sp_CAG_520	gender	female-male	4.978562315673181e-18	6.878274896910079e-16	2.939114277145907e-7	7.2468210298275924e-6	0.7237860455312539	-3.3617400325461677	9.104727605364662	12.359988510044001	10.879907858434429	0.8910737149214473	-1.4010791972536596	12.158045222705784	0.20705043131984374
Prevotella_sp_CAG_5226	gender	female-male	5.639394561016748e-10	1.2351005654372892e-8	0.0014173823020283362	0.008805952326708473	-1.7206163965347532	-3.3992668520101983	-1.3387598003304308	3.0137389239173746	8.600280704752656	0.33435893675941186	-2.042087088503345	10.188107210245608	0.3070058047447812
Prevotella_sp_CAG_873	gender	female-male	0.14423424784727545	0.2427633859430517	0.3227044357232078	0.4721884846007944	-2.8832258546449996	-3.394275468712328	-2.795857427363318	0.7102643151707468	4.7693570916685495	0.110699452789539	-3.202076130593761	5.97428706508021	0.4267857155283152
Prevotella_stercorea	gender	female-male	3.8468142180610997e-10	1.0552240191375689e-8	2.4369583448047395e-7	7.009758151751984e-6	7.433735393204671	-3.1813628996702104	9.381949332757861	11.85813982399819	11.17243659498645	0.8511525589470812	-1.9334720184429208	9.999296066134017	0.2097278073544478
Alistipes_finegoldii	gender	female-male	0.02452876327855872	0.07650019102796288	0.026159642653885616	0.08989129958776859	-0.6751469352008712	8.312419985926152	-0.9279333555821623	-2.7717450572418922	13.001593887152623	-0.23218049643161515	-5.76053924730473	3.1037410386704756	0.3709821451527444
Alistipes_indistinctus	gender	female-male	0.008947257243896044	0.03506179797032036	0.02025466559497594	0.06771164607349357	-2.0931983050869896	0.2376087518622807	-2.263413957806831	-2.914327218366614	12.669951599201738	-0.29579596030900246	-7.182765269474853	2.9630553206084316	0.3651785738432803
Alistipes_inops	gender	female-male	0.22184811475422586	0.366527977884786	0.48134300759013926	0.6385089148755059	-2.4853230409194005	-2.303118596906021	-2.5073749734108812	-0.5949864994212319	9.623498424635219	-0.06153974022399461	-7.1404873126043835	4.754821100516872	0.45669642929605836
