otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.bellvitge	rab.win.clinic	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.hgtp	rab.win.mataro	rab.win.sant_pau	rab.win.vall_hebron
Actinomyces_sp_ICM47	center	bellvitge-clinic	0.36336941628230723	0.786334397574054	0.4144142434917185	0.8076046473884805	-1.5202720453714207	-1.9290856811032011	-1.3623587011246805	0.60212934533228335	9.939757673187001	0.059328011404828074	-3.7092690282466303	4.96925885570081	0.46003062818582163	NA	NA	NA	NA
Actinomyces_sp_S6_Spd3	center	bellvitge-clinic	0.618174747142153	0.8896708889008783	0.5497825640648133	0.8694724512179686	-2.8098128662467374	-2.8917659067404173	-2.774066787606589	0.05987904790811882	4.956408610659048	0.008785308372029383	-4.652140470358656	4.005321214658942	0.49387254906754385	NA	NA	NA	NA
Actinomyces_sp_oral_taxon_180	center	bellvitge-clinic	0.5620643387131581	0.8630784145776272	0.5413311077070198	0.8620835799785845	-2.871294025059992	-2.874056736503219	-2.8696703480007173	-0.030066341967044607	4.947650554100923	-0.006128930669361675	-4.16257893544862	4.716772397835697	0.49754901962701503	NA	NA	NA	NA
Actinomyces_sp_oral_taxon_181	center	bellvitge-clinic	0.593434780867844	0.8808940684192061	0.5649616402331014	0.8717156388944026	-2.5896395294372763	-2.788246623295281	-2.504479479499464	0.10382315998215574	6.444970695591564	0.013240865634792634	-4.816440243742129	4.611671941773931	0.4921898928635186	NA	NA	NA	NA
Actinomyces_sp_oral_taxon_414	center	bellvitge-clinic	0.47858542183993197	0.8192345916033628	0.4436321281187144	0.8033197679964696	-2.779111526980758	-3.0203536104430544	-2.675193788123698	0.4027094330147545	4.919783762543762	0.06761299267978964	-3.9200578644524837	4.25868719937622	0.4646248088537309	NA	NA	NA	NA
Actinomyces_sp_oral_taxon_448	center	bellvitge-clinic	0.5937051503617716	0.8826175395548778	0.5900224357956663	0.8851075380623774	-2.4065599585040633	-2.3894979820266986	-2.413038288974768	-0.024877296053627873	7.214436035812891	-0.003096344275838373	-5.355636105609649	4.604905699588316	0.49877450981350724	NA	NA	NA	NA
Actinomyces_turicensis	center	bellvitge-clinic	0.7400034268854558	0.938298072872983	0.6155596466906688	0.8939377423822552	-2.1446190485524568	-2.2728273850046747	-2.080379080512925	0.22912993710915153	8.432383038654164	0.02244720540020314	-5.012955258717613	4.988389031926844	0.4842266463715123	NA	NA	NA	NA
Actinomyces_viscosus	center	bellvitge-clinic	0.5245880209655751	0.8339462332467504	0.4913029743885055	0.8371792828985345	-2.8361216112785037	-2.9575992381676457	-2.7752233827945982	0.22445976807065193	4.725824246175824	0.038100854407594184	-4.01258349665557	4.2726424136721395	0.4782475491900785	NA	NA	NA	NA
Alloscardovia_omnicolens	center	bellvitge-clinic	0.2402264000179555	0.6477850217034223	0.43709158355640176	0.8102426335616937	-2.846716713909329	-3.03357883947273	-2.7660812919134585	0.3534096081454301	4.773236518619253	0.05645144171444389	-3.3961958308128706	5.710771406950056	0.46537990223288733	NA	NA	NA	NA
Bifidobacterium_adolescentis	center	bellvitge-clinic	0.0891280274873105	0.5380873275721314	0.10069415004211855	0.5765843278888819	-0.12779666832065395	11.914209014319106	-0.5459406162846889	-1.6981431844036372	17.60544326597205	-0.10656327892764438	-7.501565484686504	4.241648880266359	0.4132965693266718	NA	NA	NA	NA
Bifidobacterium_animalis	center	bellvitge-clinic	0.6680536938312933	0.9143859296272252	0.5575047184837433	0.8745807561065843	-2.49954270916575	-2.528509974957208	-2.4813099709290807	-0.08248326400010697	7.050400746903966	-0.0076756392037817065	-5.585362569470869	4.998839003259008	0.4937212864196869	NA	NA	NA	NA
Bifidobacterium_bifidum	center	bellvitge-clinic	0.008426908076807649	0.2297673020334962	0.11610127463559029	0.5430742818352271	-2.577610138032652	-1.9453960037902451	-2.8265799554413444	-1.223037362316651	7.387638401761134	-0.12605312584378878	-9.429133085394845	3.1345170806938274	0.40581929632227226	NA	NA	NA	NA
Bifidobacterium_breve	center	bellvitge-clinic	0.5092279658098565	0.8378448030493536	0.5054719037955467	0.8421690547801686	-2.8500173653898706	-2.8389387560478276	-2.8522974554631393	0.10033558376519558	4.7984492693346805	0.013992216866914896	-4.493027549053669	4.080206161704091	0.49019607850808894	NA	NA	NA	NA
Bifidobacterium_catenulatum	center	bellvitge-clinic	0.7591875594717821	0.9427218089480335	0.6123772372089719	0.8936087186959146	-2.250871866854384	-2.331577751356166	-2.218484181170531	0.0025948335949124157	9.629640347453869	3.588871736798393e-4	-4.963046948632921	5.4014451668298324	0.4995405819331471	NA	NA	NA	NA
Bifidobacterium_dentium	center	bellvitge-clinic	0.6032909207943182	0.8885058787655286	0.58664507129308	0.88483219893762	-2.6325079314530413	-2.6013705467801707	-2.646528048142855	-0.16115322164206702	5.869881205014714	-0.022586130865579146	-4.789101998581943	4.532000623453985	0.48667687606134497	NA	NA	NA	NA
Bifidobacterium_longum	center	bellvitge-clinic	0.06394823371456601	0.48294788628620466	0.031274384371175815	0.4584497431394092	1.6585530018729848	12.320518713452232	0.5527478128395327	-2.41544594849821	17.090694929582654	-0.15421300998996917	-7.243118996114703	4.095836599810987	0.3924632361760675	NA	NA	NA	NA
Bifidobacterium_pseudocatenulatum	center	bellvitge-clinic	0.007255976983098413	0.2182856913670072	0.021606822500687795	0.37102117938615153	-1.743865776992802	-0.3704272583521444	-2.167977612463458	-2.5042639180998787	13.211893172449125	-0.217045883452317	-7.285296830094541	3.322422834762257	0.3734681383123563	NA	NA	NA	NA
Gardnerella_vaginalis	center	bellvitge-clinic	0.4658859850918436	0.8033853706099243	0.4578819795909683	0.8113130431515677	-2.7918970432384977	-3.000875496777807	-2.6984446836496776	0.3242858630678924	4.910892869857026	0.051879108720241464	-4.253301301426182	4.786409217676276	0.4641544120465392	NA	NA	NA	NA
Parascardovia_denticolens	center	bellvitge-clinic	0.5029789027254389	0.8279755473495892	0.547021385107714	0.8620794539568776	-2.8437613498024135	-2.8704298512101243	-2.833114011061033	0.006290617912998897	5.073088194002763	0.0011523532836748948	-5.012368345328282	3.608251633215367	0.4995405819331471	NA	NA	NA	NA
Scardovia_wiggsiae	center	bellvitge-clinic	0.6623086880876375	0.912820544291208	0.5985957998419201	0.8871366668411851	-2.5782156036485873	-2.6139266192022923	-2.561848330921695	0.09264624945520872	7.062024681386658	0.011286371399561974	-4.789466156000831	4.837944440443616	0.4921898928635186	NA	NA	NA	NA
Corynebacterium_durum	center	bellvitge-clinic	0.5480985349351626	0.8527194704660056	0.5195128475534982	0.8512135381362615	-2.776318999426236	-2.8971945174089395	-2.7221156420222847	0.05955623138740407	4.991594400599368	0.011696407092308785	-4.0013535844506345	4.521475596904046	0.4940275651309212	NA	NA	NA	NA
Rothia_dentocariosa	center	bellvitge-clinic	0.4157917692392163	0.7900949114637027	0.434255274323528	0.8055705454970125	-2.5420068028781593	-2.770292266470518	-2.435878433501525	0.5246581011799076	5.65052154653516	0.07810509086021292	-3.582256959738823	4.786819710476612	0.4552696081958415	NA	NA	NA	NA
Rothia_mucilaginosa	center	bellvitge-clinic	0.45149446663589715	0.8367592158667578	0.5857026284365916	0.883113075852408	-1.729980187600317	-1.53486784919526	-1.808819471547105	-0.3296228696925638	10.811226748723417	-0.02650384595312913	-5.415137905813557	4.360779047373505	0.48085758054802274	NA	NA	NA	NA
Propionibacterium_acidifaciens	center	bellvitge-clinic	0.5288770047475758	0.8567631706653994	0.5152938726414131	0.8485248235384375	-2.7047078810289467	-2.7248010734048	-2.6875010229005714	-0.02944740702112192	5.396001275678765	-0.00458106234154298	-4.652536371230729	4.102361739630356	0.49709035224326664	NA	NA	NA	NA
Propionibacterium_freudenreichii	center	bellvitge-clinic	0.5456920182091186	0.8570958784988876	0.5270557269159056	0.8627861792676017	-2.877967480483692	-2.922368470413378	-2.8567206317847127	0.04097548393247763	4.6903516011459985	0.008189487661166492	-3.590651707539335	4.3992657619724636	0.49571078434727783	NA	NA	NA	NA
Pseudopropionibacterium_propionicum	center	bellvitge-clinic	0.5774672894208517	0.8647470207093411	0.5317575063204879	0.8546458292477849	-2.850449318798889	-2.9605281324545913	-2.799030934668238	0.16090670956488395	4.968938254500046	0.02530280540434701	-4.997112424399595	4.326878289402352	0.4852941177621879	NA	NA	NA	NA
Atopobium_deltae	center	bellvitge-clinic	0.3884985416284928	0.7852982918311674	0.5434461031267654	0.8654124568869136	-2.449939845378056	-2.300482773200395	-2.498664946187363	-0.2612120887300744	6.901211064009297	-0.03343656177065657	-5.37888996214689	3.774455494108441	0.4797794119231304	NA	NA	NA	NA
Atopobium_parvulum	center	bellvitge-clinic	0.44369744506813613	0.797967105601454	0.45258745895383395	0.8047960962579966	-2.899900972014553	-3.099564012647166	-2.8194386753209706	0.32256257551917145	4.633977193542288	0.058678897149776435	-3.8468043068798106	4.210415346243066	0.4701378256554079	NA	NA	NA	NA
Olsenella_scatoligenes	center	bellvitge-clinic	0.7488887783847311	0.9424062278986935	0.6571111349333031	0.9242757983727382	-0.04943993360086907	-0.31389444338536165	0.04462365670003443	0.2826618975295858	10.928163214069796	0.02573952236017918	-3.8770182458135123	4.332747643195158	0.48116385925924704	NA	NA	NA	NA
Olsenella_uli	center	bellvitge-clinic	0.5288909607113942	0.849959094442442	0.5076098947845169	0.8445199359376925	-2.880448173547226	-3.009725285272623	-2.8265108386899254	0.200101235902169	4.688875781593367	0.03674604307989958	-3.8735471642611516	4.358322221415879	0.4814701379704721	NA	NA	NA	NA
Collinsella_aerofaciens	center	bellvitge-clinic	0.09851961453703674	0.564384492414292	0.12187511883527002	0.6285612303655973	17.094122607120912	17.505476078913908	16.944909503131107	-0.49161552726869395	14.469731497947688	-0.04325082213001884	-17.304634397103655	10.64871590737752	0.4202143957395383	NA	NA	NA	NA
Collinsella_intestinalis	center	bellvitge-clinic	0.09296395402515144	0.5077948087385916	0.11871055138008083	0.5849611717343736	-1.4352101304994989	-2.1434025822519267	-1.0894175451817336	1.1845041730067596	7.726062923426497	0.15187299817889532	-3.2347787480449215	4.783236365966157	0.4156202150740512	NA	NA	NA	NA
Collinsella_stercoris	center	bellvitge-clinic	0.07969610475291235	0.5115534529038743	0.25377426146765136	0.7610740838290262	10.013838778638368	10.378426754288956	9.86974859087756	-0.3569319722219051	8.971239964040386	-0.042278972467579015	-12.287475296483908	7.240037635365559	0.4437978564939711	NA	NA	NA	NA
Enorma_massiliensis	center	bellvitge-clinic	0.3334313345366213	0.7270614845871465	0.4250405515324317	0.8033691108009305	-2.1629702837778417	-1.9661217785280094	-2.2461089034760118	-0.5542999008828069	7.063211773214073	-0.0744167177036093	-4.677650426395187	3.4570189293506974	0.45696784107397126	NA	NA	NA	NA
Collinsella_massiliensis	center	bellvitge-clinic	0.5599005964108273	0.881422087508449	0.742922880253799	0.9477087625968694	5.590229089072034	5.835853386459046	5.464775682448537	-0.1735523803815262	8.72549860026245	-0.020392604420280673	-6.117349476097539	5.303776631663726	0.48253676484264657	NA	NA	NA	NA
Adlercreutzia_equolifaciens	center	bellvitge-clinic	0.11529620983506544	0.5566502044903131	0.2171791706781129	0.6741673310971938	-1.8201928067539441	-1.169955094801777	-2.033705637531769	-1.1237058097694383	10.467988739677557	-0.11613870061349704	-5.682145245713741	3.82440909113178	0.4332107848456429	NA	NA	NA	NA
Asaccharobacter_celatus	center	bellvitge-clinic	0.02856831546738984	0.3350753986340995	0.055430520600546616	0.47276114975916583	-1.7008651478239578	-0.4220716450969615	-2.052751700528418	-2.03928566928467	11.178290030783632	-0.19937759759735135	-6.263769850450805	3.541331499220261	0.3914241969091416	NA	NA	NA	NA
Eggerthella_lenta	center	bellvitge-clinic	0.7059820596804537	0.9350977226732972	0.6962027369581556	0.9281719004502657	-0.8929308962583615	-0.47404240763993677	-1.0207583656529753	-0.24829392898470282	15.209389973236345	-0.017537672036951266	-4.725442905736202	4.334615116775816	0.48943338446242407	NA	NA	NA	NA
Enterorhabdus_caecimuris	center	bellvitge-clinic	0.4251385176333511	0.797551495608569	0.4194075862635072	0.7961657068689818	-2.548290229894935	-2.8118840979960726	-2.4187498326020105	0.38977768274437885	5.535374176866448	0.06110937352293138	-4.012233754148069	4.521007434552617	0.466299019872656	NA	NA	NA	NA
Gordonibacter_pamelaeae	center	bellvitge-clinic	0.8023667771512069	0.9582946293194958	0.7345598744186708	0.9420914288420849	-0.5256412963154862	-0.04205810134526189	-0.7020767524663434	-0.0861928429525971	13.96550832646492	-0.006454130092145032	-4.350294562182617	4.480854271025248	0.49632352944052416	NA	NA	NA	NA
Slackia_isoflavoniconvertens	center	bellvitge-clinic	0.2270089491285735	0.7208987480211462	0.068485674375444075	0.5557125402162666	12.985350068423678	13.507865011198994	12.657035338463142	-0.5995493636278075	14.453882099653697	-0.0503292191917108	-12.513190566789191	10.56992314286369	0.41929555960641257	NA	NA	NA	NA
Bacteroides_caccae	center	bellvitge-clinic	0.019711690007719707	0.3162593550630897	0.054825360002972195	0.4837826840956306	-1.373989258536275	-0.1879408359848842	-1.7077927453605106	-2.12584868747385	15.578411581576859	-0.16410903640793081	-8.08985343600005	4.1591188680755815	0.3840735078489766	NA	NA	NA	NA
Bacteroides_cellulosilyticus	center	bellvitge-clinic	0.4858600468806343	0.8426422752400903	0.5532904837432638	0.8689260942696455	-1.93446697543666	-2.0186080664615407	-1.8946891918660942	0.35694027166621645	10.268987148617791	0.034617326746767714	-4.750526313121759	5.603136112188636	0.47840735085823705	NA	NA	NA	NA
Bacteroides_clarus	center	bellvitge-clinic	0.004664096835483147	0.14885745525035785	0.09754816637251006	0.5280710951203118	-2.166313765927713	-2.7437666163291343	-1.8916932853001978	1.2739056087731786	7.586785899901865	0.1373731133427658	-2.867307155595474	6.968259015128652	0.40655637330638905	NA	NA	NA	NA
Bacteroides_coprocola	center	bellvitge-clinic	0.44777894827279874	0.799464427312586	0.46936060840603583	0.8096120588269233	-2.7651779408198713	-2.9202257160901564	-2.6955003490672826	0.32727618874497466	4.988803001542687	0.0472043485249735	-4.617940306090282	5.7703356728761825	0.4675245100590214	NA	NA	NA	NA
Bacteroides_coprophilus	center	bellvitge-clinic	0.07612652313154654	0.4563998134158608	0.28545503495991353	0.6921227776203424	-2.6967779195711223	-2.349180368136885	-2.8437375496714203	-0.7833561336765644	5.7891234223622465	-0.09629136026735625	-7.57839370550721	3.3532819799014106	0.4286151966484222	NA	NA	NA	NA
Bacteroides_dorei	center	bellvitge-clinic	0.3232395055489942	0.7852414956490869	0.3936492585741771	0.8094384736377446	-0.6407645160472377	-1.0880024715373011	-0.39284214426503006	0.9494577206953441	16.10879551442123	0.06170195321470824	-4.254369867242721	5.232469189009563	0.4542113326733716	NA	NA	NA	NA
Bacteroides_eggerthii	center	bellvitge-clinic	0.12966939210020129	0.5769964364568403	0.2173970770786356	0.6713081581866335	-1.9068258453175897	-1.319526711783805	-2.145196266619644	-1.0696833712064908	11.604136666710604	-0.09364600979479906	-6.467339171950444	4.159391919242475	0.4252450986373192	NA	NA	NA	NA
Bacteroides_faecis	center	bellvitge-clinic	0.36099539970291283	0.7703433328527731	0.4792462353730915	0.8277758883531073	-2.583352629447587	-2.3677737562535945	-2.6647278961979826	-0.3839398464052266	6.8955241698317025	-0.03761724576272561	-6.9506570883211225	5.024746090976597	0.4699754904317807	NA	NA	NA	NA
Bacteroides_faecis_CAG_32	center	bellvitge-clinic	0.2348578572925361	0.6498789361965776	0.45404880543465753	0.8211205272699056	-2.8137032295895548	-2.632419159787762	-2.8746141468723554	-0.33039837555565477	5.3407438847082	-0.046834798241132035	-5.556058667440851	3.4996623336006816	0.46891271081057473	NA	NA	NA	NA
Bacteroides_finegoldii	center	bellvitge-clinic	0.006612855246326297	0.204225751538591	0.03203443033800149	0.3891217768703366	-1.9755636884028007	-0.9222853166997709	-2.307182490093954	-2.1831633122654157	12.12096913955537	-0.20685264316760177	-7.072413934800593	3.209989861706583	0.3782542123440073	NA	NA	NA	NA
Bacteroides_fragilis	center	bellvitge-clinic	0.0014229730899118507	0.11506550543920438	0.05494710208551474	0.4351303148580787	-2.025326153353321	-2.781791969970671	-1.6458472796071533	1.680907118340274	9.689899125676607	0.1554702236681929	-3.2210089250125518	8.3132479702253	0.383460950427358	NA	NA	NA	NA
Bacteroides_galacturonicus	center	bellvitge-clinic	0.02623596100025273	0.309101491392783	0.08034738902886467	0.4726650143218849	-2.1471915943595494	-2.9284606940661035	-1.7520765461761165	1.4632528486096454	7.68576626178347	0.17455590233546336	-3.6582765358682883	5.891282066382771	0.3924632361760675	NA	NA	NA	NA
Bacteroides_intestinalis	center	bellvitge-clinic	0.4565743128815498	0.8266134328173345	0.4981028291274567	0.8377571656641775	-2.6025093818620295	-2.7830163432298214	-2.5396057052379195	0.2680314311083496	6.283997594050428	0.029167984964654774	-5.353274847567785	6.530564168973191	0.4770220590036438	NA	NA	NA	NA
Bacteroides_massiliensis	center	bellvitge-clinic	0.025121815974931603	0.3210576219545226	0.18043734938174366	0.6093468380101638	-2.6083942895866574	-2.082506965829161	-2.798700525905401	-0.9714301788428905	7.045708568687276	-0.10433949721939426	-8.402761843243411	3.3324640882498917	0.4231004908121602	NA	NA	NA	NA
Bacteroides_nordii	center	bellvitge-clinic	0.2529183253771903	0.6486874330242182	0.44784234600005524	0.7946728008935079	-2.683909058401781	-2.4453795571465395	-2.7749814407231472	-0.3763794357893442	5.370733481790234	-0.05724947637508277	-5.799245068246481	3.47428330976541	0.46507352968629984	NA	NA	NA	NA
Bacteroides_ovatus	center	bellvitge-clinic	0.2388969697281139	0.7276729751325927	0.2480441816813588	0.731178260267347	0.05818275727005151	-0.8981090707921435	0.6792090587202502	1.0482824558962225	14.976947205561697	0.07706710343911514	-4.617706021636689	5.574140651018303	0.44515931415967813	NA	NA	NA	NA
Bacteroides_plebeius	center	bellvitge-clinic	0.29705392855462787	0.7129830822679383	0.46048072703169385	0.8129647570395884	-2.690064930531859	-2.504233758526759	-2.7496952642132673	-0.33987133558497895	6.035648173607427	-0.04196364014312211	-7.212861273165433	4.338492753294965	0.46921898952178265	NA	NA	NA	NA
Bacteroides_salyersiae	center	bellvitge-clinic	0.7493650254982841	0.9440060088678859	0.587790301060349	0.8882473849248202	-2.0976391009612225	-2.0007677908829677	-2.1546349819242288	-0.1344071930513735	10.935282776029775	-0.01164243999288753	-5.947181350930687	5.572063367526477	0.4912710567298184	NA	NA	NA	NA
Bacteroides_sp_CAG_144	center	bellvitge-clinic	0.6341995298845335	0.9032668821478792	0.5435309975027314	0.8695067383559143	-2.639254605479872	-2.6752737812601204	-2.6215566389259255	-7.9279099898244e-5	5.672089987662634	-2.60677632547369e-5	-4.690970019187772	5.034290271268733	0.49984686064438255	NA	NA	NA	NA
Bacteroides_sp_CAG_530	center	bellvitge-clinic	0.09118663104328323	0.5415401764936218	0.12016524213546463	0.60219373142501	-0.23580552698378554	-1.401182557188731	0.7949104035037564	1.5965560606591147	14.074343310551445	0.12613266908660858	-3.8768662651314076	5.919870113359012	0.4183767234733013	NA	NA	NA	NA
Bacteroides_stercoris	center	bellvitge-clinic	0.30880759641053285	0.7688430744698983	0.41145592473904735	0.8007310538963255	-1.956911936493583	-1.5172771794181443	-2.1203122561061942	-0.7105394330926895	13.603791042486973	-0.05327481118617097	-6.991228145703253	5.654432544711267	0.4537377454630279	NA	NA	NA	NA
Bacteroides_thetaiotaomicron	center	bellvitge-clinic	0.6607750892436837	0.91983593741622	0.7021200365258226	0.9309546417811473	-0.6796863750843105	-0.47145467204731517	-0.7446999547123774	-0.3792436694608732	15.726683739676236	-0.026836487890388	-5.380757373244267	4.444317299126651	0.47901990828068103	NA	NA	NA	NA
Bacteroides_uniformis	center	bellvitge-clinic	0.31687339794417013	0.7856142668802855	0.27072105436598487	0.7729530838479601	12.881233408018671	13.89845856642457	12.564464420387452	-1.0552349866000306	15.120056478214067	-0.08047302074067804	-5.349543194377711	4.238852767475435	0.445022971338549	NA	NA	NA	NA
Bacteroides_vulgatus	center	bellvitge-clinic	0.08220257697125304	0.5280685577517279	0.04565786295832295	0.5157821849432119	12.352225064685125	14.245815164094486	11.20905949247413	-1.9426413555344446	16.060144063023124	-0.14527814491242236	-6.873424526495398	4.582747229523514	0.39540582015061176	NA	NA	NA	NA
Bacteroides_xylanisolvens	center	bellvitge-clinic	0.6000976676600416	0.9004334126332212	0.5736555911704847	0.8908693666472367	-0.36685219563977434	0.013446702421235912	-0.5306397203789999	-0.43810355762400377	13.522344762737983	-0.036208236359459085	-4.940069099830251	4.893445499489757	0.47426470608418986	NA	NA	NA	NA
Barnesiella_intestinihominis	center	bellvitge-clinic	0.1489886496585594	0.6281611391876684	0.24182901918171584	0.7119679808452648	-1.3483093756442628	-0.8124530913766161	-1.5531621156890285	-1.0866417977513052	14.63727527509453	-0.08076606740785228	-6.624003428594481	4.379424268390007	0.43675344613798045	NA	NA	NA	NA
Coprobacter_fastidiosus	center	bellvitge-clinic	0.5762552456751107	0.8867290874158411	0.45469902730764455	0.8283491022941134	-2.3711980628175926	-2.6010835439593603	-2.2729561496287616	0.38849157630365383	7.293341148788459	0.04175197806942063	-4.868218597155225	5.803157658641202	0.46676875983213856	NA	NA	NA	NA
Coprobacter_secundus	center	bellvitge-clinic	0.49004661546997147	0.838487140765889	0.46557742286722736	0.8202597347311091	-2.7137085398469676	-2.8763965201901005	-2.636344296795569	0.33844386787465375	5.719369365964694	0.048166439586650844	-4.542988351077128	4.839655898140916	0.4727328433511749	NA	NA	NA	NA
Butyricimonas_synergistica	center	bellvitge-clinic	0.5771617400758468	0.8851405086187321	0.5597875192390095	0.8785922809627453	-1.64767037608269	-1.5004757338703438	-1.704037823252726	-0.30767227223288796	10.854458707471666	-0.026647143312250723	-4.618104757430151	4.560038549708083	0.4799387444143504	NA	NA	NA	NA
Butyricimonas_virosa	center	bellvitge-clinic	0.6534410048880841	0.9166349256884393	0.60245438753032865	0.8998570262152429	-0.85892985816138	-1.2927028007284456	-0.6599012431873152	0.3755165937071361	12.513376950653674	0.032349690310909784	-4.991565294178125	4.991941449654786	0.4754901962706089	NA	NA	NA	NA
Odoribacter_splanchnicus	center	bellvitge-clinic	0.07796968071677657	0.522523985121058	0.07367598144341213	0.5635296032347843	10.859304545628332	12.172613507568942	9.848526893157269	-1.2678033226792849	13.97782961669779	-0.10766821126075937	-7.094722326253073	4.831746945528649	0.4177641660512343	NA	NA	NA	NA
Sanguibacteroides_justesenii	center	bellvitge-clinic	0.4507866410855093	0.8121174327866946	0.49825150719204897	0.8415734637520336	-2.578096174459608	-2.479237021957312	-2.6158211636695032	-0.24898702475733714	6.027125790305028	-0.031425353873198475	-5.058853566105498	4.608733322115267	0.4814701379704721	NA	NA	NA	NA
Paraprevotella_clara	center	bellvitge-clinic	0.5475586552014347	0.8685780670854291	0.4721159019211701	0.8262179422753454	-2.722475654687086	-2.8857895006192518	-2.6393833216167266	0.26678782720081173	5.3449894793095005	0.04475666616404194	-4.728565828848973	4.564844813799582	0.47181372571137276	NA	NA	NA	NA
Paraprevotella_xylaniphila	center	bellvitge-clinic	0.08953955460835802	0.532538998621433	0.08847528757924773	0.5689124116646507	-0.3893297590878131	1.5508834729605923	-0.7682050322156133	-1.6461211782166982	13.283937172464091	-0.14244205716740832	-5.674641483680785	3.850163352374234	0.4105392164091803	NA	NA	NA	NA
Prevotella_bivia	center	bellvitge-clinic	0.3727368210406887	0.7658925735193495	0.41944755225582614	0.7954404076568178	-2.695022090229779	-2.8993391303383103	-2.604543292505694	0.40951569269301125	5.245411513522029	0.06625996110339125	-3.709697705524178	5.046311956886355	0.46370597272013664	NA	NA	NA	NA
Prevotella_copri	center	bellvitge-clinic	0.8898328585692729	0.9754781171775622	0.799557413266076	0.9611775203390377	17.36700321298764	17.273472323929383	17.46313838237016	0.19604576957294562	19.583979050313886	0.01214209453786675	-7.425243121610589	7.300311834333829	0.48882082703996105	NA	NA	NA	NA
