otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.hts	rab.win.msm	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.pwid
Actinomyces_sp_HPA0247	risk_group	hts-msm	0.5773586889917255	0.6852424354206702	0.5529988369291062	0.7072336901889975	-2.3834947253288608	-2.385967659294298	-2.3831187241348903	-0.09219993770386203	7.366727732209273	-0.013446771949025872	-4.6940069389736285	4.355388965169077	0.49160000002800824	NA
Actinomyces_sp_ICM47	risk_group	hts-msm	0.6688734915170741	0.7678214273543292	0.6605932944044036	0.7989361514629219	-1.588290934837799	-1.4945820270206802	-1.6444285951521334	-0.10339004388490913	10.080157665772383	-0.01037277866211752	-4.246194982961715	4.067820977768217	0.4939012197763729	NA
Actinomyces_sp_S6_Spd3	risk_group	hts-msm	0.23084014205406087	0.32861196251554653	0.47360410481071574	0.624121199572552	-2.908838447638008	-2.8796638177210685	-2.9279405725786916	-0.1755464217479492	4.931796565084753	-0.02835498876589683	-4.960976472023442	3.550724070012385	0.4814000000620862	NA
Actinomyces_sp_oral_taxon_180	risk_group	hts-msm	0.4870642781483881	0.5965233876478798	0.5160684623512091	0.6634155907669098	-2.8261314851404737	-2.7948223725640506	-2.8481159379237724	-0.09332177611958414	5.1636362641672555	-0.017038394831372528	-4.500971264428489	4.458652592690194	0.489902019629741	NA
Actinomyces_sp_oral_taxon_181	risk_group	hts-msm	0.578297810460752	0.6835294921587748	0.57658304614175	0.723823453751305	-2.6296647262348785	-2.7333013574895233	-2.5576628259928533	0.05839860452214651	6.208313755992682	0.007459411351266362	-4.818785253205216	4.392502586756593	0.49490101981303253	NA
Actinomyces_sp_oral_taxon_414	risk_group	hts-msm	0.3386451938180131	0.45232041058808814	0.5404101562510395	0.6779808761456078	-2.781722998494507	-2.7753720323530633	-2.7848648490452206	-0.0611819010723238	5.427848048281987	-0.010850906671019189	-4.962975396914379	3.8233071364728124	0.49380000002066965	NA
Actinomyces_sp_oral_taxon_448	risk_group	hts-msm	0.26573796167309577	0.3915397550233696	0.46113287048018986	0.6218819294580851	-2.387254320425594	-2.2859709543493167	-2.460152354792454	-0.39566794713288544	7.689620742576233	-0.04484732525931894	-5.173907815382403	3.80302416678226	0.46990601889687883	NA
Actinomyces_turicensis	risk_group	hts-msm	0.27358773208605397	0.3983757889842289	0.33942152483296284	0.49538742123753804	-2.2901783574977497	-2.539168720543632	-2.1193102644040334	0.5152155031187675	8.185513438495622	0.05732593154687496	-4.313153520480632	5.425353072776758	0.46190761860396934	NA
Actinomyces_viscosus	risk_group	hts-msm	0.5629613387370325	0.6641442300067296	0.5200116291108072	0.6647683934523726	-2.8848301891541244	-2.9469581098249673	-2.836377349231306	0.16589535085374507	4.896083789706678	0.02812767964544856	-4.545621500172835	3.9396876005206845	0.4844000000520509	NA
Alloscardovia_omnicolens	risk_group	hts-msm	0.58096797521993	0.685131485532158	0.503848351195164	0.6574531710800321	-2.9703241877582034	-3.030407162614935	-2.923193250360317	0.061245977082112546	4.974757432581276	0.008825343384037588	-4.531352175727463	4.143466048179713	0.49470105980570006	NA
Bifidobacterium_adolescentis	risk_group	hts-msm	0.18471180184911887	0.31980239977013125	0.37380460402709065	0.565621835008376	0.16005461664622977	-0.6931626067260233	1.5799578228532667	0.6437673704528439	17.89527019547378	0.04146599158762175	-5.398574083877436	6.765822714332889	0.46380000012130285	NA
Bifidobacterium_animalis	risk_group	hts-msm	0.2793547643497597	0.4023305447144118	0.36841720945344386	0.5252286631198251	-2.654110340537313	-2.849244371353503	-2.4900527148052713	0.3911922010619584	6.184537971175644	0.047869644510700166	-4.589810648184449	5.610634432457591	0.46890621886025546	NA
Bifidobacterium_bifidum	risk_group	hts-msm	0.01070465514624237	0.030127123893942374	0.18667952008960223	0.3045668828856081	-2.6322175838339774	-2.3190753862436733	-2.8389098383935565	-0.7820474963630897	6.890136774066383	-0.07923006493607564	-7.865773798667555	3.5568915701032338	0.43931213777772127	NA
Bifidobacterium_breve	risk_group	hts-msm	0.09110748254803025	0.1590563254350371	0.3785085659132563	0.5236268075353898	-2.866662680165664	-2.7419202851308846	-2.9453306947297406	-0.42109477614807744	5.17091753698992	-0.06792055222834428	-5.807143200646441	3.5552012266159996	0.46040000013283294	NA
Bifidobacterium_catenulatum	risk_group	hts-msm	0.12960670310777775	0.23409454654671974	0.23660809758175927	0.3838585690293134	-2.31861890076968	-2.6173043880036104	-2.0528564932156677	0.7191564380541227	10.118187350392821	0.06958290225843691	-4.547805944932058	6.126721277936064	0.44331133792379984	NA
Bifidobacterium_dentium	risk_group	hts-msm	0.03160492881661954	0.0711371273148288	0.2732944528799587	0.41645176432470843	-2.6381649488665353	-2.434842550577848	-2.7631632210853567	-0.5579700380858839	6.420488297977473	-0.0673649092053441	-6.4537930307132925	3.8897331173489085	0.458400000139633	NA
Bifidobacterium_longum	risk_group	hts-msm	0.5012859589981233	0.6394726292676142	0.2190055408943877	0.41596452760807134	9.74874491330704	11.483555083502509	9.41860571783846	-0.9118596237330276	16.848508118719437	-0.05881286287120557	-5.260503848942698	4.313756218080208	0.4514000001635449	NA
Bifidobacterium_pseudocatenulatum	risk_group	hts-msm	0.20070487677099397	0.3218895078936872	0.3550690100657969	0.5111116706016262	-2.1358823858993166	-1.8910275624802928	-2.2957873899509895	-0.6299866137167918	11.379718629359065	-0.053740852030340076	-6.860065192478654	4.588975060163939	0.4620000001274028	NA
Gardnerella_vaginalis	risk_group	hts-msm	0.16527775577329673	0.25420636603075564	0.3398053085170768	0.48021153686837303	-2.94528374005826	-3.1679206780553226	-2.768367809900612	0.3835789443788915	4.72591604248192	0.06277677930346762	-3.4979796259244456	5.155470532789747	0.4666000001118326	NA
Parascardovia_denticolens	risk_group	hts-msm	0.314072159991902	0.4204424910392915	0.49288751566046807	0.6402026629778758	-2.9031751782091604	-2.878135808209869	-2.9162531598834107	-0.18846228531817566	4.971588511140693	-0.028503875238945965	-4.815114981043001	3.453843758321347	0.48330333938782905	NA
Scardovia_wiggsiae	risk_group	hts-msm	0.4623844353002597	0.5832026988657179	0.5824839869045053	0.732645946542028	-2.6547683334603747	-2.7230335308613736	-2.605794465864541	-8.108264812776156e-4	6.8533376288135965	-2.3311328186714805e-4	-5.136758011225066	4.296621653448178	0.49990001999633443	NA
Corynebacterium_durum	risk_group	hts-msm	0.3796777421550386	0.49565867830002464	0.5249002458474331	0.6779252057417979	-2.7970625285794295	-2.7967641364929214	-2.79744268059488	-0.16213527943966888	5.582991108400744	-0.0253881225287111	-4.667965091333733	3.762491158597566	0.48420000005271907	NA
Rothia_dentocariosa	risk_group	hts-msm	0.6288074137376365	0.7267329045859675	0.49129591782629706	0.6399470325328559	-2.5165457249244554	-2.7178727657751978	-2.368374157084439	0.3007861929505413	6.512991165526584	0.03832682756826594	-4.155767684193911	4.522436351630004	0.4765046991386474	NA
Rothia_mucilaginosa	risk_group	hts-msm	0.3444623655632712	0.4851065107959412	0.3633595292627999	0.5390741278743277	-1.7045468277673557	-1.967297886398983	-1.4858693804374212	0.5307780395773971	10.918777579307005	0.04770423091907275	-4.674551632179365	5.001149216543538	0.46570685874307916	NA
Propionibacterium_acidifaciens	risk_group	hts-msm	0.49239367846024223	0.6052119761074367	0.5424376756605601	0.6918262880256778	-2.756374327196964	-2.7745070734711277	-2.7368096141254217	0.017437665037911998	5.638546602782249	0.002313730099255158	-4.754851719717499	4.2929485017419635	0.49840000000533363	NA
Propionibacterium_freudenreichii	risk_group	hts-msm	0.3867314195985712	0.49235528381357624	0.3827933641043342	0.53248575220755	-2.8797009606797292	-3.0901866662653283	-2.737742000339294	0.3297238089840011	4.838224421755832	0.05588619485466237	-3.9189143749244297	4.620543298493421	0.46830633883828254	NA
Pseudopropionibacterium_propionicum	risk_group	hts-msm	0.6014986588892226	0.7046451071909899	0.4842135067986793	0.6430978538856443	-2.9569330398604503	-3.083293517123142	-2.8620418325782815	0.2137236084031251	4.893231912957983	0.03402176429442747	-4.548685356715927	4.192558583917607	0.48000000006677324	NA
Atopobium_deltae	risk_group	hts-msm	0.5615846709342116	0.6683664407747116	0.4210341559996893	0.5758260821233472	-2.652779284575548	-2.879884480082298	-2.478111380133429	0.3836572631881108	6.2184124733332755	0.05354327339130108	-4.668170030556842	4.5586013373639895	0.468506298845607	NA
Atopobium_parvulum	risk_group	hts-msm	0.5110624391039552	0.6200689352380319	0.5090388860697207	0.6563718705709675	-2.915512191736914	-2.987646202744102	-2.8749406655840666	0.026149406771510897	4.913463493683853	0.0050207799251140665	-4.273696057369878	4.125423299593968	0.4977004599156804	NA
Olsenella_scatoligenes	risk_group	hts-msm	2.472828812920563e-7	3.367214153741788e-6	1.6035852219216316e-6	2.3552850137197016e-5	0.2708080845491292	-1.9329334843169033	7.090122454157057	4.997769347919851	10.515453784477195	0.5066208781719426	-2.8542213720742717	7.2928078177593125	0.3166000007063699	NA
Olsenella_uli	risk_group	hts-msm	0.2600580525700644	0.36139597281982966	0.4683808824408938	0.6118056108688964	-2.8854136409908957	-2.7928010145442155	-2.966737727898609	-0.25006035873305343	5.142778476381993	-0.03832703045569555	-5.0055709622233255	3.8347643658905604	0.477504499175287	NA
Collinsella_aerofaciens	risk_group	hts-msm	1.8787458007087332e-5	1.708531528981392e-4	6.708692974789821e-4	0.00437643624429932	17.360436146642215	16.868694644156268	17.56337763099728	0.8379531059764069	15.496119387947472	0.07882052452228047	-7.420731013596928	22.3841971144694	0.3735252953912324	NA
Collinsella_intestinalis	risk_group	hts-msm	0.08919673199351356	0.17741680981756264	0.032578240557908075	0.09519851302100683	-1.1048379670640553	-1.8291248922311887	-0.3849924137110712	1.3698734967846455	8.685099872592723	0.1554848107583121	-3.597235694526988	4.51382291605061	0.4101179767142072	NA
Collinsella_stercoris	risk_group	hts-msm	3.167587537689465e-4	0.0017768057197333276	7.416859990124728e-7	1.4439942144120645e-5	10.06469012276726	9.516890738435198	10.624840234317707	1.271581082193399	9.29660514167294	0.1655489870608554	-5.590254905091096	13.654209825984001	0.318800000695319	NA
Enorma_massiliensis	risk_group	hts-msm	0.38922469101838136	0.5192223988015832	0.592585089158914	0.7394600240746745	-2.0544418868775143	-2.040940676638842	-2.066263924146716	-0.2814173528600694	7.696193459552891	-0.03546795971628408	-4.406709195252731	3.590220937276953	0.4807038592925447	NA
Collinsella_massiliensis	risk_group	hts-msm	0.003028781266450578	0.011107331257811128	4.8795418942381e-4	0.003257216569017369	5.9588304349023025	3.9558185250241884	6.589820023392222	1.617469529081962	8.688349311334083	0.2013405577741742	-3.5871280504623466	6.528858961703099	0.36692661515426717	NA
Adlercreutzia_equolifaciens	risk_group	hts-msm	7.194136164739701e-6	5.6680015016489916e-5	4.5410550952018684e-4	0.0023881569035385515	-1.907947109522878	-0.560534151869156	-2.5260543051715594	-2.856197877807775	10.649179224259765	-0.30670757505331414	-7.464094015106992	2.868516233603929	0.34400000057607766	NA
Asaccharobacter_celatus	risk_group	hts-msm	2.1992761302917354e-6	2.2044411082287935e-5	5.459231624699258e-5	4.3940783429612427e-4	-1.7335852442035922	0.15983685096881928	-2.45204436609235	-3.7452180957093546	10.728671542682001	-0.3875230980351697	-7.05925465842478	2.7836247818655124	0.3286000006474119	NA
Eggerthella_lenta	risk_group	hts-msm	3.3190968741188195e-9	6.953664793166022e-8	6.089511917317694e-8	1.3141534789193605e-6	-0.5315988314548399	10.234221691601029	-1.8625555131428655	-7.691460860124028	13.93157397847735	-0.596621986191981	-7.937025048530239	2.6078076177899394	0.28840000085921796	NA
Enterorhabdus_caecimuris	risk_group	hts-msm	0.013603998361250112	0.035060879257694876	0.06759473934980734	0.15222078933941272	-2.557851779043787	-2.1776166884793042	-2.80274460440617	-1.002786577525363	6.330631429591403	-0.15054254194756317	-5.520728336461772	3.2286144408498942	0.41740000028305824	NA
Gordonibacter_pamelaeae	risk_group	hts-msm	1.0861252725183319e-13	1.0260300057339062e-11	2.851804543773906e-12	3.5301541674828064e-10	-0.07379403020387798	11.531518019278987	-1.9362045956359957	-10.235024841293848	12.152301437213318	-0.7902437329569223	-9.466062827978421	2.3670978487267167	0.23775245071550982	NA
Slackia_isoflavoniconvertens	risk_group	hts-msm	3.561377399615165e-12	2.2996912064878323e-10	3.3566835239955744e-9	1.4557324245655434e-7	12.890876715049483	-0.12409077097186838	13.444005224463254	7.723823060131563	14.103209321618326	0.6935661036361224	-3.067588278216165	16.668029093629677	0.2826000008936033	NA
Bacteroides_caccae	risk_group	hts-msm	2.6788685229598576e-10	8.786074501981823e-9	5.9518545551733104e-8	1.390627181868859e-6	-1.3564380084351502	8.682005744863051	-2.3317990382841636	-6.645447416901774	13.631820737600977	-0.6116145597628303	-9.335386375065404	2.616954237216489	0.27980000091061596	NA
Bacteroides_cellulosilyticus	risk_group	hts-msm	0.5066064722299998	0.6271608228740594	0.5111683284657197	0.6654939890144181	-2.080897976779534	-1.9699326249806859	-2.1715698522221665	-0.3520391356748025	10.046620273943287	-0.03438103223657142	-5.523591388425551	4.77477574667923	0.4773045391679589	NA
Bacteroides_clarus	risk_group	hts-msm	4.5550733048900114e-4	0.0020572106786740235	0.017438288546719558	0.050205225937991156	-2.2361655238382703	-1.5574615255309237	-2.6187959782191346	-1.618664685962786	9.794252125138136	-0.16980165937269034	-7.262860354127048	3.086439674409248	0.39592081619933117	NA
Bacteroides_coprocola	risk_group	hts-msm	0.20169973729481558	0.30088947859786946	0.34701536407905736	0.49372479030288197	-2.8682316051830234	-3.064431243501069	-2.7052572110967734	0.456670796571899	5.288456887177595	0.06367743469288685	-4.180466576159928	5.5702261713909005	0.4595080985161338	NA
Bacteroides_coprophilus	risk_group	hts-msm	0.16747281332809907	0.2671199100521913	0.4391153811370143	0.5898512970998976	-2.815704686113058	-2.7252316897434046	-2.8798801302633468	-0.2754255459332722	5.40197221638474	-0.0401544235960103	-6.036022538546079	4.114747336844284	0.47510497908735544	NA
Bacteroides_dorei	risk_group	hts-msm	2.4655084406437113e-4	0.0013836353485394165	9.514705658260087e-4	0.004992028324638406	-0.6608776312166569	8.336441096954651	-1.5477456284172266	-3.169304696092283	15.873205267374232	-0.22997600216662734	-6.485958319142762	3.4353007060349245	0.36360000049122326	NA
Bacteroides_eggerthii	risk_group	hts-msm	0.0021163329398696876	0.007771880137555757	0.050320934961918216	0.11681518720215271	-2.1850993110509744	-1.6712636186713024	-2.481068221754679	-1.237287244609048	10.477673692960815	-0.12218122295287107	-7.4117661295278685	3.5058610800689185	0.41191761677959476	NA
Bacteroides_faecis	risk_group	hts-msm	0.016538521213831772	0.04308003862560359	0.27197920476019644	0.4113642731338362	-2.628593821421724	-2.421906105833086	-2.7638211607364056	-0.5204131539790708	6.79660944230042	-0.05802195711151331	-7.9764768350688575	3.9853610064632536	0.4560000001478112	NA
Bacteroides_faecis_CAG_32	risk_group	hts-msm	0.4651849849943434	0.575651204593943	0.468792419748505	0.6289292817226919	-2.8511391280089065	-2.8772421985329952	-2.8277902989210233	-0.10338497787354761	5.220562029155252	-0.018369339898805792	-4.939405982664915	3.890439172186826	0.4891021796004159	NA
Bacteroides_finegoldii	risk_group	hts-msm	1.4662587814058054e-4	8.096605017154626e-4	0.009067196407958398	0.03136697063604231	-2.3888687048942234	-1.7205841624857214	-2.797781197720175	-1.7420412797837912	8.908135034203957	-0.18888706619767076	-7.388159661300872	3.110317530560007	0.3855228958234551	NA
Bacteroides_fragilis	risk_group	hts-msm	0.4225516160595564	0.562536640090518	0.608333361469533	0.7427038841002569	-1.850317535959146	-1.810258352067315	-1.8692656869239226	-0.1571999315493482	14.312139084001888	-0.01251772646224219	-6.267288538544293	5.227708191784212	0.49090181966639795	NA
Bacteroides_galacturonicus	risk_group	hts-msm	0.5537824876812045	0.6691822949995665	0.4773899098948613	0.6289975478181027	-2.173590145863482	-2.38668066737414	-2.0027111461770435	0.3471462981659368	8.99532899742873	0.03892164575458881	-4.526208165373154	4.594116535842775	0.4759048191166646	NA
Bacteroides_intestinalis	risk_group	hts-msm	0.1554165671702576	0.2668489931036517	0.4605297186486245	0.6161479788825037	-2.593322307836459	-2.5055159504857176	-2.652140726947403	-0.3748358259804867	6.822827722137623	-0.03865083713950922	-6.637375976755448	4.663132772738827	0.4726000000916089	NA
Bacteroides_massiliensis	risk_group	hts-msm	0.004989625064776224	0.015219539622045544	0.08319947001505498	0.16641533046181917	-2.5477928816895012	-2.1222011071051092	-2.8247382156040004	-1.1079905768051823	7.09788937833909	-0.12642009488206668	-6.966194008832038	3.6938619777993846	0.414317136866818	NA
Bacteroides_nordii	risk_group	hts-msm	0.05617680331535106	0.10753271863006858	0.31655327371377084	0.46362083439380386	-2.8192415814740173	-2.656724738502561	-2.9340877541383446	-0.5139753635303261	5.427286145483626	-0.07176430891780086	-5.9631024810168265	3.311429561459654	0.45440000015327486	NA
Bacteroides_ovatus	risk_group	hts-msm	5.035556831738152e-7	6.745695235609049e-6	2.4352936642003073e-6	3.328059804547867e-5	1.0068536683342515	12.00908617635955	-1.046386704975907	-4.900420906296262	14.660006242100113	-0.4312144924179635	-7.360325309895217	3.3303306694654973	0.3180000006993241	NA
Bacteroides_plebeius	risk_group	hts-msm	0.08907134094011433	0.1618569417814436	0.4079601443026426	0.5622995771491995	-2.7810826092401797	-2.6803368491685795	-2.850714306670911	-0.38506654716723077	5.695563737472508	-0.048492078423476345	-6.886823377721815	3.7818466742380616	0.46550689873575685	NA
Bacteroides_salyersiae	risk_group	hts-msm	0.005254618041383748	0.01663140072909397	0.05485514029475896	0.12381936376593086	-2.274783674394852	-1.7003694246564134	-2.6070240623005905	-1.35076546131177	10.296029298778897	-0.1328361857799942	-7.0741359607249	3.9257611640655745	0.40960000031151633	NA
Bacteroides_sp_CAG_144	risk_group	hts-msm	0.2965400293134663	0.4077133867669029	0.5198131075282082	0.6651377079765363	-2.7492625020322397	-2.707505218502277	-2.7817479989875658	-0.24945779747543817	5.63816722162229	-0.0353763305450516	-5.1068224640477675	4.330290070595255	0.47720000007615826	NA
Bacteroides_sp_CAG_530	risk_group	hts-msm	3.011369741513e-8	5.371633925628908e-7	1.4982090047849642e-6	2.044077101493965e-5	-0.7814872772672992	-2.4393320897975066	9.202871971177707	5.6320140847600815	13.343546924010269	0.5423358370421434	-2.8048443602471465	8.277372476231811	0.3035392929156932	NA
Bacteroides_stercoris	risk_group	hts-msm	0.42129457330535597	0.5604264114362326	0.44843102281393843	0.5972442741800124	-1.876535499139349	-1.60225885556358	-2.051801720810362	-0.44037439736763684	13.556813724239895	-0.0348473344633011	-6.1766036918871725	5.090243829818012	0.47320000008959084	NA
Bacteroides_thetaiotaomicron	risk_group	hts-msm	0.10312139601638115	0.2032637794931963	0.11472179219426906	0.2551793489974019	-0.3751000332025125	1.133880777879476	-0.9160715314871375	-1.281100609367158	15.22957017088407	-0.09344599501511776	-5.808208310539671	4.3571553920060975	0.4400000002029225	NA
Bacteroides_uniformis	risk_group	hts-msm	0.0010314770163310013	0.00460964086227478	8.726469022671733e-6	1.1627983531157358e-4	13.180467788007231	15.57759212783468	11.152355883744113	-3.076918983909475	14.793369122691661	-0.2346788016796611	-7.356623077087466	4.02818084082242	0.33240000062938374	NA
Bacteroides_vulgatus	risk_group	hts-msm	0.10284473410380404	0.20538610181150826	0.02047810404102789	0.07314516219376553	12.841799654207408	14.370439730888707	11.836607151171902	-1.8299735924911333	16.340728098590525	-0.12685692862602793	-6.0026272563659955	4.820521685912729	0.4102000003093102	NA
Bacteroides_xylanisolvens	risk_group	hts-msm	0.029217454969117818	0.07371078516260658	0.03268206243417687	0.09687024059134901	-0.38222015415402133	2.441171089935141	-1.064929587405933	-1.8559237051066848	13.443010907107489	-0.1496835621588865	-5.711035911651325	3.7646068683090173	0.40960000031151633	NA
Barnesiella_intestinihominis	risk_group	hts-msm	0.0012157612931782374	0.004992903470739387	0.00823663383159558	0.02965643469582838	-1.5192053427064192	-0.608783229927667	-1.9812328559148984	-1.922568151320096	13.98594049996649	-0.15130026702270283	-6.956813306524573	3.9942224943474107	0.39980000034797497	NA
Coprobacter_fastidiosus	risk_group	hts-msm	0.018679070663700077	0.049755175776371556	0.16800054387999722	0.3150995004873587	-2.4103761852984604	-2.14159432430929	-2.58375968784933	-0.8165290795961084	8.41125288830947	-0.08575890678658284	-6.760115043353574	3.723403598540557	0.4390000002064053	NA
Coprobacter_secundus	risk_group	hts-msm	0.3511194440220309	0.4689368836163766	0.4618037442810281	0.6073144405409294	-2.805073751865862	-2.943316024610546	-2.7018181610890206	0.29397180902697073	5.4490214498423235	0.04334259415341575	-4.1041043610005286	4.903030143336685	0.4715056989554804	NA
Butyricimonas_synergistica	risk_group	hts-msm	0.04084361207826982	0.09128389473442745	0.09803736326944089	0.20757690901491213	-1.8616175216837654	-1.3546965252317449	-2.1722222689795814	-1.0955571914315758	10.492227431048246	-0.1098013923945941	-5.585038249033305	3.649358840541634	0.43511297762442636	NA
Butyricimonas_virosa	risk_group	hts-msm	0.32941138666265163	0.47211231052538977	0.3321738547398105	0.5211705138967696	-1.0572395980210434	-1.306528429285125	-0.8820812047376769	0.623215749071476	12.431897627728487	0.054280223909324854	-4.2458260752367885	5.201584857871774	0.46250749862593116	NA
Odoribacter_splanchnicus	risk_group	hts-msm	0.002849590180075211	0.010752679597413797	5.621160047775833e-4	0.0036458737121932297	10.88286348307668	12.51698632436816	9.406294482195584	-2.0213939775431733	14.181173186960422	-0.16592155155898541	-7.944089020090953	4.368459142981483	0.3713257353121814	NA
Sanguibacteroides_justesenii	risk_group	hts-msm	0.1553035260475517	0.24968727723152254	0.4392164336464718	0.585705317638347	-2.756439161200042	-2.6483761523942615	-2.828029186233316	-0.34159879738378685	5.675890352040941	-0.04770606048733196	-5.838026015829601	3.766847303720412	0.47220000009295426	NA
Paraprevotella_clara	risk_group	hts-msm	0.5901685514702311	0.6966907007488379	0.5332860006008765	0.6880506531728934	-2.7989409867722443	-2.8892316761604153	-2.7382221837710023	0.05611595063521335	5.441892180769818	0.007409076417653629	-4.546140287241081	4.464619992648188	0.49510097982036405	NA
Paraprevotella_xylaniphila	risk_group	hts-msm	0.6475715595498501	0.7519302433790288	0.6173160754552115	0.762952656191441	-0.8855943234559973	-0.8841077080151685	-0.8886599808152607	-0.2396674525969491	13.029362870160696	-0.02132663037494675	-4.937297350163661	4.65331910564917	0.48670265951244474	NA
Prevotella_bivia	risk_group	hts-msm	0.27919378629246105	0.3839584235601024	0.2826062308484299	0.42773441310634297	-2.771895424690536	-3.028844867818769	-2.5651569085491985	0.5110426034888196	5.40101672643754	0.07619779694151828	-3.897477609677297	5.260222561525729	0.4514000001635449	NA
Prevotella_copri	risk_group	hts-msm	1.315522993046919e-5	1.2378070974482062e-4	2.8629980857091342e-5	3.025130299242991e-4	16.93305105468098	13.861955067482192	18.115173479938946	3.0667697145479877	18.715547926855237	0.21423274174660747	-4.3361048213031745	10.34545950117657	0.3420000005850915	NA
Prevotella_sp_885	risk_group	hts-msm	1.6914288736772403e-8	3.3351572169622643e-7	1.082835576255315e-6	1.688115611455724e-5	-0.32533291723893143	-2.266822471148499	12.398901650831721	5.542623424372476	16.180310184596973	0.5305636088728025	-3.5313394137562577	9.304830630816078	0.30580000076233516	NA
Prevotella_sp_AM42_24	risk_group	hts-msm	4.859758630320403e-7	6.767915029568522e-6	3.5546613281972904e-6	4.7866308168241785e-5	0.8586702142334204	-1.6434403452874236	10.922141790812688	4.620915136708872	15.118963378902048	0.3885256993810981	-2.990639560341237	7.5870023682612535	0.3248000006657396	NA
Prevotella_sp_CAG_1092	risk_group	hts-msm	4.511922471701191e-8	8.10597132851279e-7	2.9976636713620974e-6	3.64034278143217e-5	-0.433013075653788	-2.2919451785156486	10.80490634730128	5.74412661540908	14.709655391730958	0.5347119968694727	-3.3250519230183135	9.090348220774528	0.3087382530960484	NA
Prevotella_sp_CAG_279	risk_group	hts-msm	6.332213538334348e-6	6.231897684436762e-5	8.416477968598334e-5	7.065516873260519e-4	8.585826777884456	-1.1957073145755697	11.953623326929403	3.9828749409408344	15.65935704077522	0.3589860506793764	-3.603172233362002	9.190693110423307	0.33960000059600304	NA
Prevotella_sp_CAG_520	risk_group	hts-msm	6.970415220114615e-18	2.0638058411828357e-15	3.098680461799715e-13	5.197938125637142e-11	1.4682902126359796	-2.395558180623823	12.122271237457594	13.18953523859238	13.137220472589433	0.8665893208842854	-2.234156629103019	10.776798397244	0.21635673004783898	NA
