otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.DTG	rab.win.RTVr	diff.btw	diff.win	effect	effect.low	effect.high	overlap
Actinomyces_sp_oral_taxon_181	group	DTG-RTVr	0.15495006191613106	0.3383143089286312	0.19649926372071752	0.391909158904619	-2.6705731867817963	-2.90025625193201	-2.369314074173232	0.6879113691045387	5.994171781019247	0.09908778647200858	-3.853547570082547	5.279263060507948	0.44240000019458275
Actinomyces_sp_oral_taxon_414	group	DTG-RTVr	0.3988119655040001	0.6054011590601849	0.34401549977872997	0.5607494392272226	-2.809770811423366	-2.975733439731922	-2.6189205156893163	0.42954965652742594	5.334188626688492	0.06664358481715674	-4.309061785345934	4.579358106599989	0.46220000012672463
Actinomyces_sp_oral_taxon_448	group	DTG-RTVr	0.2312892161317395	0.467651617184679	0.27203085496560747	0.4940448561465096	-2.4371792748506387	-2.678385503323451	-2.1530222916475097	0.5997176325039142	7.609135654293015	0.07359034457035715	-4.095311907730148	5.355662610735341	0.4516000001628594
Actinomyces_turicensis	group	DTG-RTVr	0.32015415660773267	0.5697331593696372	0.579098892520528	0.7669711022744364	-2.344816725956278	-2.3364853571958033	-2.350853061475066	-0.1331933037561086	8.008049797830447	-0.013842465401428536	-5.341366998050964	4.731399201497601	0.49070185965906643
Actinomyces_viscosus	group	DTG-RTVr	0.5356247558285715	0.7188490982358046	0.4454526786396936	0.6421086475897145	-2.8730259788100536	-3.0224853490461605	-2.729644094446778	0.31491011537035796	4.865337811367878	0.05215920316065659	-4.3249859956267365	4.130450212312595	0.47050589891885347
Alloscardovia_omnicolens	group	DTG-RTVr	0.17840007949192657	0.37785393430444225	0.3028518049360403	0.5164477239049978	-2.9541846969084666	-3.11226436535938	-2.7354952812780144	0.5385510294666958	4.9172501873276	0.08988014131417418	-3.553648709698525	5.464687154164337	0.4514000001635449
Bifidobacterium_adolescentis	group	DTG-RTVr	1.5512351094664636e-5	0.0019129609158176125	3.6191407302529845e-4	0.016894128326783466	0.17324297873796546	13.224827856756113	-1.2237674226618225	-3.4727991728679637	17.323994236373608	-0.2659832017797605	-8.664329166732774	3.989063909857367	0.36112777494651255
Bifidobacterium_animalis	group	DTG-RTVr	0.4563451854929889	0.6722926943126418	0.5663290459766877	0.7537774215853321	-2.6663701912036792	-2.711713706067316	-2.6079475657707842	-0.0042912157481040936	6.179073492582123	-4.2433956292307765e-4	-5.8821911879096165	4.428531998690173	0.4997000599890021
Bifidobacterium_bifidum	group	DTG-RTVr	0.439563626254349	0.6625281862457071	0.5612203421794261	0.7464185566865695	-2.633614912207733	-2.707802282621399	-2.5409479227963914	-0.006733243234256392	6.4546040222609875	-7.140915211731116e-4	-6.57199535142421	5.287744082487936	0.49950009998166994
Bifidobacterium_breve	group	DTG-RTVr	0.581298043336126	0.7621820654146618	0.4648754773708322	0.6710567280803805	-2.862434675760838	-2.9624635544340414	-2.764955608172251	0.17544439561008573	5.1534396798893525	0.02487468254437389	-4.7673600623540375	4.79599449620695	0.48470305943913977
Bifidobacterium_catenulatum	group	DTG-RTVr	0.7577992090006354	0.8821797326496269	0.5659352863309375	0.7520707457894689	-2.333682685063698	-2.4460851243678263	-2.196966958809133	0.2298531706071909	10.06727617533008	0.019794609346931422	-5.73253427135386	5.519337835345511	0.4830000000567321
Bifidobacterium_dentium	group	DTG-RTVr	0.2705035700414203	0.500214685261616	0.2593929476278604	0.4675209923773256	-2.618434034540579	-2.8666661588808697	-2.3211340366234694	0.5124732708412889	6.272382539360539	0.06654153109249668	-4.410594894610827	5.235997529851871	0.45610877839173225
Bifidobacterium_longum	group	DTG-RTVr	2.0299514277157924e-5	0.0021625233027371088	8.16105580339444e-5	0.008903271447569767	10.385826837064467	13.10340921849082	0.15352793584831126	-3.866812539282927	16.19558666579698	-0.3012272593148134	-6.514400906696651	3.3110679907795086	0.3534000005346266
Bifidobacterium_pseudocatenulatum	group	DTG-RTVr	0.49549885997298765	0.7105944014234954	0.5696635351735816	0.7616835051742296	-2.0575269685177116	-2.051379762024032	-2.0650263462488834	-0.1776282617575493	11.716507967026166	-0.014687934017135161	-6.402614139352792	5.185721878975483	0.488400000038687
Gardnerella_vaginalis	group	DTG-RTVr	0.5618398195032634	0.7485321844685237	0.5004616060470934	0.6976584645916537	-2.8969258987993243	-2.9979841771057867	-2.7704338682520433	0.10078190276946408	5.01085652640133	0.018830068437036877	-4.571365079550608	4.194685760658687	0.49040000003201173
Parascardovia_denticolens	group	DTG-RTVr	0.530963104753586	0.7191581211209527	0.48128788970705383	0.6734736217422245	-2.922154165359233	-3.029984812220558	-2.7995795350033994	0.21890104282002376	4.882422944905615	0.0379900999188921	-4.086839709433347	4.219129746533306	0.4793041392412425
Scardovia_wiggsiae	group	DTG-RTVr	0.4729358398412817	0.6813591102004962	0.41566836123020723	0.6302580298230694	-2.569172433720837	-2.7255326084979217	-2.3860616197734377	0.3918542491304997	7.180569711761965	0.04976972637618937	-4.256927102772416	4.891394605044574	0.4678000001077801
Corynebacterium_durum	group	DTG-RTVr	0.5696135633984072	0.7469338496407993	0.49342239367256996	0.6963834402532496	-2.7901648727561827	-2.871121392802509	-2.6962217551248493	0.06251029633201455	5.235666813902926	0.008805348708524023	-4.634354060011598	4.186881092118371	0.49490101981303253
Rothia_dentocariosa	group	DTG-RTVr	0.32126371412625115	0.5416204701086563	0.31705190090527896	0.5344804099630257	-2.602111430263774	-2.792103487750712	-2.3454504369877096	0.5125567776919002	6.352214070909614	0.0722129833697856	-4.101457134654716	4.91741284357332	0.45570885837709957
Rothia_mucilaginosa	group	DTG-RTVr	0.6087889651123976	0.789418313673209	0.49695204618677963	0.703678428278805	-1.6669787847901585	-1.833735830538382	-1.4563084891913807	0.3115084775338772	11.14968707568158	0.030515362510304005	-4.26403115676267	5.049911081438328	0.47810437919727145
Propionibacterium_acidifaciens	group	DTG-RTVr	0.5659471463736934	0.7453734759031254	0.49020481366417545	0.6813779343582992	-2.7248667991083373	-2.8453693621792873	-2.588556058981357	0.18831405581085292	5.643652415660863	0.028655744340411196	-4.23354725535328	4.537524967552706	0.4811037793072033
Propionibacterium_freudenreichii	group	DTG-RTVr	0.3332741724236669	0.5395135505299995	0.35404659907449276	0.5620627812358316	-2.904122171835894	-3.0650471798148384	-2.729596603201937	0.29323176380049176	4.863968766009997	0.05151325003819132	-3.9802377541144036	5.068392935705981	0.4693061388749049
Pseudopropionibacterium_propionicum	group	DTG-RTVr	0.5381933128550218	0.7217263505388473	0.4018400432504997	0.6095755591529931	-2.99826859828757	-3.1231584071492193	-2.846141940210627	0.32771926303052545	4.818965588468945	0.05471297097289685	-4.561966008994199	4.441732142371476	0.4695060988822288
Atopobium_deltae	group	DTG-RTVr	0.09060940472428929	0.25631732435437826	0.1598000943899204	0.3500267252674388	-2.6962250639374457	-2.9804427527439685	-2.3461322887448866	0.8071442352844347	6.077650651412943	0.11236367651547854	-3.583115885248488	5.026807949276822	0.43520000021969
Atopobium_parvulum	group	DTG-RTVr	0.4349838457021756	0.6292385085770003	0.37169692792353964	0.565199298783654	-2.924873476299547	-3.09427631341031	-2.727516427628718	0.3670222384678006	4.829546644127674	0.06916622862473712	-3.859829145223953	4.415456230271245	0.4645070986991454
Olsenella_scatoligenes	group	DTG-RTVr	0.008722958108833485	0.07429526287254797	0.014446468787504009	0.11973766626386038	0.20361156323360063	5.969641320741942	-0.9377300285466514	-1.6201202282476412	10.980294143558446	-0.16583092890468243	-5.339156241380736	3.490345222569639	0.40720000032036885
Olsenella_uli	group	DTG-RTVr	0.3738037426864556	0.5841203630360159	0.34101072423199835	0.5522120632402163	-2.902414401765032	-3.0668651975953978	-2.7127092147733407	0.41748280530984694	5.057744799624324	0.0677117723893011	-4.371961100549877	4.618189911302565	0.46060000013215324
Collinsella_aerofaciens	group	DTG-RTVr	0.004049666715177398	0.05313467732275269	0.0398290306215135	0.22337252467876548	17.34778190717792	17.498995156356767	16.957196312243433	-0.46075102598878104	13.155265977415283	-0.04028380890336079	-18.85819257357438	9.253695814409616	0.42760000024650197
Collinsella_intestinalis	group	DTG-RTVr	0.021014741397215295	0.12188836219150223	0.03826540168958523	0.1870611006529086	-1.259646892421065	-0.5039886623777363	-1.802387046364359	-1.3818242944285952	8.739303248026511	-0.15285482476112683	-4.737853476115866	3.3301463350179503	0.4175164969831838
Collinsella_stercoris	group	DTG-RTVr	1.6659170586865574e-4	0.007426879661588249	0.0018053869226256954	0.04805363260270041	10.085204478309407	10.335672671362172	9.635797616752829	-0.7060129891026445	9.048098596969314	-0.09284738952793169	-11.51818946965278	5.188187215778719	0.3948000003669087
Enorma_massiliensis	group	DTG-RTVr	0.22474018736644635	0.4603464557186015	0.42408407810747234	0.6484421591246675	-2.0676879433072735	-1.9917775705148042	-2.1511558697227215	-0.4148323571329584	7.574824200316238	-0.0544877421219908	-4.711094103155244	3.473040194676396	0.47120000009631946
Collinsella_massiliensis	group	DTG-RTVr	0.017443153641181416	0.11609810195561705	0.014297885023292135	0.1283163760692476	5.85435534737538	6.305462378481136	4.719637297325578	-1.0594978449266037	8.68520218597208	-0.12910556683931934	-6.581275089549347	3.8268117548712826	0.40911817667789196
Adlercreutzia_equolifaciens	group	DTG-RTVr	0.5550823449310752	0.7545408180774271	0.4435523749404528	0.6551708257360469	-1.7620301068907978	-1.968819149706258	-1.5203763169599576	0.42591987449497104	11.892358414077645	0.03846433218540987	-4.758790725545961	4.984747129419696	0.47230553898478367
Asaccharobacter_celatus	group	DTG-RTVr	0.40537862852151313	0.6491338711369831	0.34623766480745083	0.5798224094510774	-1.5742292739776786	-1.8144122477775717	-1.307433536460234	0.647723712368629	12.059709797244903	0.057315233904071686	-4.773217114512168	5.11487518880196	0.4626000001253679
Eggerthella_lenta	group	DTG-RTVr	0.10835613459667554	0.3381718391583599	0.07046698633645612	0.27196546428506024	-0.3061163717029505	-0.7382661047229124	0.2340023050296498	1.4054448598654252	15.310741405567946	0.10247965296195136	-4.625062213743322	5.129229547677589	0.4326000002288245
Enterorhabdus_caecimuris	group	DTG-RTVr	0.26796886322671953	0.49393381701699957	0.2666051729595827	0.4769611272492193	-2.4137620686915966	-2.6395867292583226	-2.1128732097064074	0.6076773710951109	6.717838527310185	0.08177257160917306	-3.781579012531754	4.585646317640063	0.4521095782454314
Gordonibacter_pamelaeae	group	DTG-RTVr	0.37608725770216095	0.6332568007332271	0.323442324279985	0.5835259067992731	0.15905331533229905	-0.4213225041782156	1.0326685653136742	0.7843975058607029	14.30138443154069	0.05896947270401499	-4.086515716527212	4.641421210688071	0.46060000013215324
Slackia_isoflavoniconvertens	group	DTG-RTVr	0.07474212253499408	0.2828816216417638	0.07996653316135606	0.3101879389568689	12.793346687112876	13.115421912973886	12.188185699075735	-0.554541198827506	15.153267927105226	-0.04477507616457427	-11.579759604839502	8.085108110167265	0.4362000002161864
Bacteroides_caccae	group	DTG-RTVr	0.8002394024573355	0.9077332381287596	0.6163003802731751	0.7938357235112898	-1.320510679339204	-1.511514104832779	-1.1019250806508385	0.2489293139620834	15.021328459734377	0.01782956241599453	-5.3411373853666815	5.494701571894461	0.4837032594024889
Bacteroides_cellulosilyticus	group	DTG-RTVr	0.7227832536018457	0.8646842530445442	0.5534302823792274	0.7473943223874367	-2.107373509017693	-2.218615000111516	-1.9722751405430845	0.17745469538645864	10.101704376100507	0.017791224520004853	-5.018851470450354	5.6196042249805656	0.4862000000460354
Bacteroides_clarus	group	DTG-RTVr	0.22038059435896645	0.4662434406480126	0.22625497255926585	0.441963512013043	-2.265856490806648	-2.552501787337439	-1.9239926872009736	0.804500910386146	9.323301004754173	0.08092280121132772	-4.595990925036799	6.003688157879416	0.4423115378872727
Bacteroides_coprocola	group	DTG-RTVr	0.00661190209359009	0.05033941384103995	0.08823769503255587	0.2364401352758589	-2.817157684342714	-3.115856625659955	-2.4157972174317273	0.8732792718782267	5.452723080946418	0.12182081980114337	-3.022274520213038	7.1287310026908965	0.4175164969831838
Bacteroides_coprophilus	group	DTG-RTVr	0.2779674598928277	0.500856677909988	0.2559006023959361	0.46012182805143653	-2.84086486196062	-3.036434601873516	-2.5804967602737836	0.49291615223484975	5.305538299706779	0.07442791470937374	-4.1618438591225075	5.5117887150180955	0.45070985819424103
Bacteroides_dorei	group	DTG-RTVr	0.17663607214283555	0.43165012254407764	0.29209015348275413	0.5363394328878865	-0.5777332526741219	0.09703531892551531	-1.06444485543574	-0.7986265370815921	16.25409526018135	-0.052047895817067334	-5.706145358744634	4.338700145234493	0.4628000001246899
Bacteroides_eggerthii	group	DTG-RTVr	0.544913294451971	0.7460617632422593	0.6044985692866282	0.7836025461334722	-2.1797370815228962	-2.220698360184448	-2.131429881911382	0.02529877494405497	10.249544240702045	0.0025596178434440925	-6.041564465187393	5.126071188995285	0.4977004599156804
Bacteroides_faecis	group	DTG-RTVr	0.06068545313059191	0.22463349477747557	0.1356923693713573	0.3340241873692126	-2.6489736809797773	-2.943705189113656	-2.320316464790208	0.7767429176781775	6.319740476993765	0.08947133639262439	-4.553885072907056	7.353479240331293	0.4345130976025342
Bacteroides_faecis_CAG_32	group	DTG-RTVr	0.5630546209327175	0.752783845815311	0.46924890235095246	0.6686832659396631	-2.879408222478455	-2.9626591394498885	-2.784049637319253	0.19494576851951706	5.034319643403608	0.030781348264213068	-4.190149446474033	4.400204656788929	0.4808000000640942
Bacteroides_finegoldii	group	DTG-RTVr	0.057819553502564444	0.22562735478806606	0.10276027673511716	0.29842018417796806	-2.2999275739861478	-2.630136580426388	-1.8732912444451344	0.8136546712076367	9.72924735071553	0.0757831394172229	-4.430030398788291	6.466669437025275	0.44331133792379984
Bacteroides_fragilis	group	DTG-RTVr	0.777406512372601	0.895784444046154	0.6525520107605253	0.820511322456413	-1.7996447997658755	-1.8521706212222977	-1.741647419125334	0.15331076734555182	14.402438466199058	0.011771964771261027	-5.777135878012577	5.716861089185388	0.49150169968839247
Bacteroides_galacturonicus	group	DTG-RTVr	0.21076009160148446	0.4479960078570811	0.4948042437973363	0.690703542127135	-2.2147723675169413	-2.1684160825819188	-2.2720730762314325	-0.2524373158997557	8.72506766905554	-0.03003603632588242	-5.384219857123606	4.040895940542112	0.48040000006543354
Bacteroides_intestinalis	group	DTG-RTVr	0.03376805934028701	0.16081605533168053	0.11466597996801553	0.29745145048955474	-2.5582730436650234	-2.8490064594395736	-2.177953640313783	0.8452862324351287	7.257594796038616	0.08065360471184377	-4.524617497365487	7.31771544383568	0.43380000022460374
Bacteroides_massiliensis	group	DTG-RTVr	0.5634996397607085	0.7559954640297276	0.5856060780351229	0.7727988958510855	-2.4933063918877796	-2.5375938246013643	-2.4299849431162244	-0.05049494662008769	7.723633106357614	-0.005573482049902073	-6.42407250128165	4.903966786875862	0.495800000014001
Bacteroides_nordii	group	DTG-RTVr	0.5152348109653692	0.7110740786238344	0.4043713927865295	0.6251381990379369	-2.807714508329111	-2.955813272256961	-2.633647664604341	0.2723131885146941	5.242654901831367	0.042172323354334615	-4.453778266130073	4.886599758394188	0.474905019080029
Bacteroides_ovatus	group	DTG-RTVr	0.25178798351942705	0.5186124815367256	0.15281167924849257	0.400858790817433	0.6054220819067009	0.01179661787314501	1.4664305345349025	1.1381104162090736	15.61061626408212	0.08072007811577853	-4.42952873466422	5.4265523846143875	0.4425114978945781
Bacteroides_plebeius	group	DTG-RTVr	0.02999958643165951	0.13932011245154036	0.10555835322580472	0.2728889833334439	-2.715189367365978	-3.039493510876415	-2.3131742357256684	0.843470635494711	5.8597458069426835	0.10283837854775177	-3.8185642936872237	6.728651246164551	0.4296000002394131
Bacteroides_salyersiae	group	DTG-RTVr	6.366694098098743e-4	0.013524662743448426	0.00902035725008018	0.07083326757680337	-2.196482969216353	-2.674939917386453	-1.5102856198439554	1.679576558217608	10.60674502679223	0.162138711974272	-3.8198700733197497	7.588961288730306	0.38800000039305543
Bacteroides_sp_CAG_144	group	DTG-RTVr	0.6484493079614061	0.8100228964610551	0.5236258360399619	0.7183549593732332	-2.690682741533948	-2.7896786362080643	-2.5913257894950785	0.1773819371315568	5.876373932091608	0.02590840318994684	-5.232440785840054	4.708800472460129	0.48420000005271907
Bacteroides_sp_CAG_530	group	DTG-RTVr	0.37327182105881707	0.6241435772514868	0.49401711851969715	0.7083619341913815	-0.8376727135590389	-0.4643031852138897	-1.1671929651778452	-0.32872625863506233	14.464098859140359	-0.024412741646316388	-5.484965532252721	4.682592557506841	0.48160000006141684
Bacteroides_stercoris	group	DTG-RTVr	0.4999527584706446	0.7218447253230905	0.579927787463405	0.7615114175468511	-1.7312929905820909	-1.5889241475926426	-1.8767536328099812	-0.22543625671085366	14.329377296079329	-0.016616297049011425	-5.8599266784852295	6.1106444897859635	0.4856000000480402
Bacteroides_thetaiotaomicron	group	DTG-RTVr	0.8261495121820436	0.9218639800511813	0.7022572413926068	0.8528420123792934	-0.31198391925264346	-0.429537695324651	-0.1969397932829171	0.09829204141595049	15.19538174113406	0.00877291997594628	-4.584574334183088	4.6931002110842215	0.4952000000160014
Bacteroides_uniformis	group	DTG-RTVr	0.5922009023576015	0.7948074121209001	0.8891241951313027	0.9509981689515762	13.356321725204774	13.345772099258125	13.396916541397612	-0.028627934123258925	15.361448819073836	-0.0022849165996763083	-5.681568168631911	4.917767428235384	0.4979004199230129
Bacteroides_vulgatus	group	DTG-RTVr	0.21720198884750072	0.48943327825589616	0.04403445056082355	0.2270878221723641	12.848049459773778	11.937825925948836	14.057335576561398	1.3821622837570855	16.277424301415195	0.09669254421216955	-4.692695285592065	5.717233365064983	0.42991401743476754
Bacteroides_xylanisolvens	group	DTG-RTVr	0.5393055473691304	0.7495596817314404	0.47790050417578944	0.6988307858834767	-0.3976419781077425	-0.5395161236285375	-0.24746514222868576	0.5535562902578182	13.706819852774771	0.041332422561555664	-4.127275703305448	5.0183741501142825	0.47010597890420325
Barnesiella_intestinihominis	group	DTG-RTVr	0.39612015335837497	0.6425639035011156	0.583361710382037	0.7649023844720739	-1.3973266379989155	-1.2801332048013823	-1.5214634327462662	-0.20847774415044107	14.262343694237437	-0.014485253959001089	-6.138026322995419	5.113541654358899	0.4882000000393554
Coprobacter_fastidiosus	group	DTG-RTVr	0.30940947004870417	0.5521739182663523	0.5211667388339479	0.7168946173804229	-2.375249908424667	-2.319489573037023	-2.44320397129043	-0.32098854565674273	8.567227246873063	-0.03624941835955594	-5.970512271158819	4.789287568732443	0.474905019080029
Coprobacter_secundus	group	DTG-RTVr	0.185473555919536	0.39032872659427875	0.23433910382669687	0.441292428755714	-2.770268786162511	-2.984396966927246	-2.4950891980031837	0.616803223114001	5.586023969842232	0.08714028392245748	-3.973232945300858	5.376707583353739	0.4446000001869617
Butyricimonas_synergistica	group	DTG-RTVr	0.5789994915890628	0.7704310266615553	0.43217235997606795	0.6484997990312051	-1.8951581574243352	-2.115829396243079	-1.6390813707614686	0.4457825698653135	10.573878655321701	0.0416467468145094	-4.966817112886482	4.974705363341472	0.4693061388749049
Butyricimonas_virosa	group	DTG-RTVr	0.4199352338267123	0.6609854891252814	0.5749345585169479	0.7595784882729609	-1.1636283056990653	-1.0480431715428349	-1.276691259369855	-0.29181758296593685	12.425736193454604	-0.024742131685189857	-4.82668760752411	4.7365946064979285	0.4813037393145331
Odoribacter_splanchnicus	group	DTG-RTVr	0.7373164749037453	0.8758465946172835	0.8259954682509398	0.9206566841581192	11.041385754148298	11.042973705854912	11.029410294319394	0.11559046288854624	14.44240195984501	0.009089076471060532	-6.063070608340804	5.516534124535135	0.49290141973971463
Sanguibacteroides_justesenii	group	DTG-RTVr	0.04498746719021293	0.15485625400219	0.10828252655124503	0.25888756166722654	-2.7374401285626764	-3.0549543255544123	-2.348639611426515	0.8137210532407568	5.570334044501072	0.12263159284845293	-3.707817742811506	5.8051506464186	0.4233153371942821
Paraprevotella_clara	group	DTG-RTVr	0.3138500899303129	0.530174986292915	0.35979500275043014	0.5637410119148959	-2.825022829652019	-2.997338273544763	-2.641884901679216	0.33641465585379393	5.4107557414847856	0.05051401521680354	-3.873119005920103	5.003060744338519	0.469200000103058
Paraprevotella_xylaniphila	group	DTG-RTVr	0.749526965940355	0.8786351712681834	0.6900478356684893	0.8457640348454376	-0.993626279708888	-1.047574691954713	-0.9468056482457285	-0.04584437131693875	12.91816380661054	-0.0038045171474658745	-5.058718737937157	4.4538358224165355	0.4972000000093337
Prevotella_bivia	group	DTG-RTVr	0.6211306754025469	0.7891162806506149	0.5259094921861485	0.7220088876451576	-2.8077892713879464	-2.905206895172439	-2.695432159350771	0.20664491395656803	5.331432096822752	0.030392540214326476	-4.278024414286754	4.407984648160453	0.4814000000620862
Prevotella_copri	group	DTG-RTVr	0.5915210819264962	0.7957779742916271	0.7077977176150424	0.8624773208555784	16.811936524603865	17.21556040198808	16.577657059120668	-0.1365329272903093	19.658785525038994	-0.0077675485486833305	-7.468858076103635	6.8601828701804966	0.49360000002133736
Prevotella_sp_885	group	DTG-RTVr	0.1801476947367148	0.44175909524956397	0.4404450289343321	0.6745965602672428	-0.4509995204683932	0.40187191978294123	-0.9780039523340243	-0.5808494915792686	16.99812685291529	-0.03813230727005547	-6.8149117713392275	5.124025622180637	0.46820000010643054
Prevotella_sp_AM42_24	group	DTG-RTVr	0.17980775589458117	0.4442323573774851	0.30661205903459104	0.5772698803528553	0.5176655055331647	7.324288227688279	-0.2857428650244067	-0.9454405483268644	16.111752261039605	-0.06254618982542665	-5.689437889228981	4.533387272299873	0.45740000014303817
Prevotella_sp_CAG_1092	group	DTG-RTVr	0.7874891646980564	0.8982702362033514	0.5945648400150868	0.7802396994689609	-0.635700860538897	-0.75536088378856725	-0.45847716288155027	0.4110540453016531	15.513706877551423	0.030661289929674738	-4.938501449029234	5.3077376450377605	0.47470505907270105
Prevotella_sp_CAG_279	group	DTG-RTVr	0.27841122621068076	0.550580506022282	0.5341874820964629	0.7560147825081067	7.316727834158512	9.730068041774917	0.4838596179421497	-0.4606750879725148	16.07631666039223	-0.029560422632487805	-6.164446543167028	5.047088487868575	0.47820000007280483
Prevotella_sp_CAG_520	group	DTG-RTVr	0.49876759769088314	0.7251013499597099	0.6497311739017751	0.8171155338636115	0.7869321750893707	6.705037075266353	-0.1430398472831076	-0.26906854272941416	16.98942596514378	-0.0176165475613922	-4.933185160482252	4.3992039535443865	0.4881023795637606
Prevotella_sp_CAG_5226	group	DTG-RTVr	0.11975232753449655	0.35291844535904887	0.3661916094479319	0.602755662454188	-1.7015114568946075	-1.5189789696281402	-1.8632153691364302	-0.6876507348276082	15.403667939262622	-0.05214671275972836	-6.2716980257017685	5.24167122550191	0.4605078985527293
Prevotella_sp_CAG_873	group	DTG-RTVr	0.3720568564120738	0.5935802853147316	0.55784754750568	0.7451937042357849	-2.833287414795434	-2.892679424530421	-2.7643349639357595	0.04379471871673246	5.21447995464402	0.005562314021837637	-5.721558483422699	4.2514520895736085	0.4972000000093337
Prevotella_stercorea	group	DTG-RTVr	0.019346663486288457	0.12995127557979685	0.029483108419343904	0.18075901791013943	7.441795984043724	9.603151206719696	0.5533128017644255	-1.9368203226879697	15.001643752704396	-0.1377507946735469	-5.54895469626227	3.5269243860368342	0.4217156571360249
Alistipes_finegoldii	group	DTG-RTVr	0.7682517935064751	0.886499895371833	0.6649423844139655	0.8212950696478876	-0.6699061617579751	-0.621192891969093	-0.7282049567287512	0.34031319640892654	12.925656713076068	0.026107392675055525	-4.256896354750342	4.659224278459844	0.4820000000600775
