otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.<50	rab.win.>50	diff.btw	diff.win	effect	effect.low	effect.high	overlap
Actinomyces_sp_oral_taxon_448	CD8diff_48	<50->50	0.5231438024331644	0.8172708404953825	0.5790040187576482	0.868044045412149	-2.467509193706242	-2.43781216622955	-2.488826627053216	-0.25543969889398	7.5172996791322895	-0.03134593338582749	-5.094152704416041	4.2375929253405715	0.48019017441121303
Actinomyces_turicensis	CD8diff_48	<50->50	0.536856685228128	0.8253293378038941	0.5563520899869575	0.8564000793163208	-2.4228991569278033	-2.3304943929077933	-2.4553804978635707	-0.27737693098279514	8.132252638034355	-0.02913711277038731	-5.327470053066211	4.8562017139763975	0.4783789903574091
Actinomyces_viscosus	CD8diff_48	<50->50	0.5566105177447698	0.832568381258045	0.5111737926044894	0.833298706384158	-2.888933275671251	-2.9582059190400436	-2.8402598138073074	0.13722261174512518	5.002304844254638	0.022655122866842077	-4.279025677899857	4.233993567583021	0.48562372657266323
Alloscardovia_omnicolens	CD8diff_48	<50->50	0.11983195642323083	0.4316710950241142	0.2818555540360206	0.6650603227011161	-2.9054843356555526	-3.2533748099404836	-2.7351329567884015	0.5389416198446515	4.8568658325480385	0.08877025327915557	-3.3764177859726905	5.394551197516513	0.44791666689167436
Bifidobacterium_adolescentis	CD8diff_48	<50->50	0.0236985450824026	0.29950369879492317	0.0290471558232062	0.4186977842389862	1.858383416174041	14.026824563423382	0.24087086413389436	-1.8480019463726567	18.10870442914306	-0.12410462531887584	-7.369135189938966	4.71994231048266	0.4010416671067828
Bifidobacterium_animalis	CD8diff_48	<50->50	0.6907156354873714	0.8976799758557361	0.5239347786203236	0.8435088970348028	-2.6487606342431445	-2.781048410363198	-2.5647793710252156	0.1817057124644741	6.567111109830432	0.019622458625753424	-6.090259831670034	4.992619016428739	0.48437500006683526
Bifidobacterium_bifidum	CD8diff_48	<50->50	0.7114086072061543	0.9098984342741148	0.6054007261350232	0.8828618499061975	-2.5533491893922804	-2.637836215505482	-2.5154236114251685	0.11870814703013899	7.4695338236473905	0.01178058838719229	-6.402462735901043	5.757785715715751	0.4917364727543463
Bifidobacterium_breve	CD8diff_48	<50->50	0.5170280014242377	0.7972021870529352	0.5131634515276029	0.8327833610522386	-2.9062929301703164	-2.9058753662596324	-2.9068972103680633	0.027161916718116075	5.341930511400028	0.0036717477347918467	-4.816984020929873	4.2511310103316156	0.4972826087072647
Bifidobacterium_catenulatum	CD8diff_48	<50->50	0.0848914836778707	0.4561574758949606	0.3267972427464139	0.7258227973639478	-2.3044221696038516	-2.0988597537889344	-2.409695647143213	-0.6858060547125984	11.554782196396701	-0.06365658208195106	-7.367672487993838	4.454847975766755	0.452796015598502
Bifidobacterium_dentium	CD8diff_48	<50->50	0.47739267700464105	0.7923758715825502	0.5637122132440066	0.854788479683724	-2.603942151418865	-2.5805262549493726	-2.6170803418803796	-0.09275190582826198	6.755375765020544	-0.010505042255175179	-5.714415267372654	5.0233662741709075	0.4928684627879951
Bifidobacterium_longum	CD8diff_48	<50->50	0.002092002383862659	0.12692679838480586	0.009485725530437528	0.3339521997486481	10.216125587270035	13.087324904928057	1.9166872158901942	-2.391008300377316	15.765699212664584	-0.17539505492216928	-6.757386499786641	3.489727206395533	0.3957437179208415
Bifidobacterium_pseudocatenulatum	CD8diff_48	<50->50	0.11317300300547019	0.5024287087155009	0.25121795596127616	0.6724790003861473	-2.0666325351597976	-1.6848070141000004	-2.24550454820276	-0.8797832048681293	12.19371963000953	-0.08000904979673737	-6.55250705495682	4.195572097377873	0.4466832694175839
Gardnerella_vaginalis	CD8diff_48	<50->50	0.3451363837334877	0.6707885082787235	0.398234489988769	0.7472026515868225	-2.9473210402835583	-3.136591171410968	-2.835072853652864	0.4098099020538033	4.85316013981701	0.07346906838381828	-3.522450263486334	5.023377621338279	0.4609463438400111
Parascardovia_denticolens	CD8diff_48	<50->50	0.5114420571709003	0.7945731426673291	0.45215404954589106	0.794671976456982	-2.9382721777644356	-3.0630990553648623	-2.8661817610912	0.2853862305084842	4.930660700878464	0.04701122540585562	-4.333059541620605	4.575267334093878	0.47249264218259995
Scardovia_wiggsiae	CD8diff_48	<50->50	0.5392704450523025	0.8244383801400491	0.5683150308178678	0.8564439115918558	-2.6324581998199292	-2.753781351485337	-2.5680089271673427	0.2829683297948371	6.763327717522913	0.03552734623788532	-4.551701739472597	5.247246465886877	0.4780344203839017
Corynebacterium_durum	CD8diff_48	<50->50	0.49005386858740624	0.7844547443285119	0.4557983961685961	0.796147722137309	-2.874668780520775	-3.0127392904957127	-2.7915041066263733	0.26560090182658946	5.141566992587908	0.04126572383225083	-4.164181978157626	4.682027215401307	0.4732789856217594
Rothia_dentocariosa	CD8diff_48	<50->50	0.4863206093594388	0.793163248409501	0.5470485192545135	0.844383074112758	-2.6170164070467585	-2.5005730069166674	-2.6544497510009712	-0.22963370091295943	6.59069696105875	-0.027985736830541813	-5.055261755202812	4.219401965639073	0.48233695659731235
Rothia_mucilaginosa	CD8diff_48	<50->50	0.19907604262951328	0.6049470623688947	0.3248405067583234	0.7373135263579377	-1.9056891283690884	-1.5167183753311253	-2.0567935158647437	-0.7668696709572576	10.875968880833929	-0.07372662283635273	-5.225133801869957	3.9564504615484837	0.45732397573263694
Propionibacterium_acidifaciens	CD8diff_48	<50->50	0.5645595204614386	0.833350165307962	0.518587206702095	0.8269712444716145	-2.6699770931392806	-2.8056686581497203	-2.582953623362723	0.21366344057563325	5.969218356096402	0.027503893219035114	-4.475498585154375	4.707390751767196	0.48200135846502434
Propionibacterium_freudenreichii	CD8diff_48	<50->50	0.6336956928645262	0.8701472072029222	0.5680390563230111	0.8536423854399637	-2.9424828813643877	-3.0384615259442107	-2.890859149229083	0.13243589430771152	4.945253932914451	0.02273471664748202	-4.6670417792403525	4.974583985054795	0.4858501245793916
Pseudopropionibacterium_propionicum	CD8diff_48	<50->50	0.4202279404647458	0.7398038315637644	0.4573774381579626	0.7898501495706296	-2.9409729331115404	-3.071994853649688	-2.870197840891386	0.27647414522361125	4.791815311703662	0.045633980627302353	-3.940636260293136	5.192195771696307	0.4753170290912419
Atopobium_deltae	CD8diff_48	<50->50	0.08302008390087676	0.37696376931018605	0.1784733430642378	0.5921016623488876	-2.6361776912554795	-3.0286672467095865	-2.4075281517504123	0.8405669307480323	6.032370847565302	0.11551203777365648	-3.4124213344903565	5.5709972601128985	0.4340049810430542
Atopobium_parvulum	CD8diff_48	<50->50	0.5354746180177622	0.8036192655419958	0.5061469300233185	0.8172924717771828	-2.930626159747135	-3.0664190946854095	-2.871396365238976	0.2463252360130319	4.70437037637029	0.04369276122234897	-4.049567166675943	4.1826608840229484	0.47520941826327023
Olsenella_scatoligenes	CD8diff_48	<50->50	0.35003712099737744	0.7305996777309024	0.21853648132216236	0.6829873294052763	0.48321512396966604	-0.5394264024685	0.9636286272411176	0.790546526570755	11.170398179795326	0.07395164995727783	-3.9410805393668724	5.056942167547335	0.4458786234224232
Olsenella_uli	CD8diff_48	<50->50	0.519872678790511	0.8041030903731228	0.5141771607914238	0.8351660533930872	-2.9105596124468818	-2.8830274215670766	-2.9264974314005805	-0.04373098977683121	4.874126673720589	-0.006783718261651298	-4.334836582141177	4.043831264810545	0.49592391306089784
Collinsella_aerofaciens	CD8diff_48	<50->50	0.8240894826767058	0.9528703453945466	0.9002824767145188	0.9731668822341721	17.32342697251878	17.39324127840895	17.279664405384395	0.02545282130057913	14.910512226885366	0.002048449034546873	-16.28712194275158	15.70031944418626	0.49592391306089784
Collinsella_intestinalis	CD8diff_48	<50->50	0.13430700405383683	0.522551742330035	0.26273103308115814	0.7057707587235817	-1.2606534874455573	-0.8405754587920651	-1.4380186797244008	-0.8088270494351963	9.251701918594478	-0.08184363238946696	-4.651790405620114	3.2356085900044613	0.45018115963531385
Collinsella_stercoris	CD8diff_48	<50->50	0.25540301435345153	0.6681592877870818	0.47832053414338105	0.8544799557562452	10.161984864847362	10.097922583553448	10.19651251854302	-0.17504444902547434	7.893937889125558	-0.02285212591131465	-10.34466055608916	7.288127848812498	0.4716938407010589
Enorma_massiliensis	CD8diff_48	<50->50	0.4638121173356241	0.7842816690049562	0.569253411711062	0.8634772551451538	-1.8677981695730796	-1.8368221435242518	-1.8803620067491398	-0.3029329680940709	8.358680988193107	-0.03319230628841238	-4.501907409282362	3.6399462350218394	0.4800724638534071
Collinsella_massiliensis	CD8diff_48	<50->50	0.7333408369768336	0.9197513355256596	0.4263674333270809	0.825998576590103	5.762129894120764	5.448726966719563	6.11563109372937	0.3682389987150083	8.643632425176047	0.043477770906381275	-4.765068774372142	5.557813961963573	0.4685235508596802
Adlercreutzia_equolifaciens	CD8diff_48	<50->50	0.38483972305775627	0.7506985317192926	0.4917927115032547	0.8320892190065553	-1.7943171810575347	-1.5710546047590945	-1.8902229160364659	-0.5396483681337774	11.847611637756355	-0.050739710870621346	-5.216298896703359	4.429713698499631	0.46479510995415485
Asaccharobacter_celatus	CD8diff_48	<50->50	0.32245176635868095	0.7087918026672506	0.4368194502029783	0.8016584640680924	-1.619752668747326	-1.2302088352317941	-1.7743001105913354	-0.5994033335016091	11.763820256545461	-0.054647738341938285	-5.1824624597373345	4.252679897557614	0.4670590900213242
Eggerthella_lenta	CD8diff_48	<50->50	0.23102040408783803	0.6526244060210525	0.2950368351502757	0.7422033535587687	-0.3301443498328158	5.647639192953567	-0.7542537348873548	-1.075202038026216	15.476522643720415	-0.0784158742345397	-5.82636773560468	3.844575566986994	0.4497282610865841
Enterorhabdus_caecimuris	CD8diff_48	<50->50	0.5800308388652503	0.8390958839211633	0.5879149604395216	0.8670614446629118	-2.4877510161564977	-2.5050757111616253	-2.4750254830309526	-0.1343246009124801	6.863599825142124	-0.01676226711335004	-4.850087620615886	3.9826608128370555	0.4882246377315065
Gordonibacter_pamelaeae	CD8diff_48	<50->50	0.014956576744671152	0.24932995516139603	0.02837498933537297	0.4138469372506986	0.15874121103297156	9.982508945452683	-0.78715466710889	-2.4160281306071187	14.080482112419283	-0.2013625541963908	-6.033634336775698	3.73448329673008	0.39415893187469464
Slackia_isoflavoniconvertens	CD8diff_48	<50->50	0.11303138217520738	0.5305988915183896	0.24676520518938092	0.7296206903630215	12.872776999621628	12.524002251147973	12.986799796866642	0.4162146982667485	15.575733495637733	0.033172582974852816	-7.371918060836736	11.8659397725549	0.4497282610865841
Bacteroides_caccae	CD8diff_48	<50->50	0.22352190337285074	0.6405388789212203	0.3350754658623221	0.7570736002582927	-0.7243746586259476	-0.24470770825056753	-0.9153267438750827	-0.7896705215782784	15.660850697890943	-0.057738771799051306	-6.224865705518315	4.566665088325266	0.4586823637728954
Bacteroides_cellulosilyticus	CD8diff_48	<50->50	0.2961121108193076	0.668825935202194	0.4286154632819809	0.7862395085205468	-2.3011900256004996	-2.4784762272033074	-2.187720019096158	0.40858262735376627	8.423558351120853	0.04465378097817649	-4.663607115374936	5.42877010425113	0.4696557972315978
Bacteroides_clarus	CD8diff_48	<50->50	0.23587265315783335	0.631760342403675	0.3221028465369764	0.6980656102361379	-2.1283504260840633	-2.4571007894316246	-1.9293608575557748	0.751011808356564	9.310771053305594	0.07927856527375748	-4.395473728726764	6.193756122083164	0.4446456873573236
Bacteroides_coprocola	CD8diff_48	<50->50	0.6149928582423446	0.8660349318749422	0.48403514091665184	0.8094622946267226	-2.829613918033335	-2.970659432391077	-2.7356813571768583	0.23173309000653752	5.452955217325046	0.03161036976254872	-5.076686182988198	5.256512684254604	0.4781525923506846
Bacteroides_coprophilus	CD8diff_48	<50->50	0.026930978103398617	0.2529372342551174	0.21531642988510666	0.6078745364624899	-2.795493299590042	-2.416916935037447	-2.9608542264242868	-0.7773002146418406	5.777930327750868	-0.09611072864585768	-7.171981036155346	2.9468893690060094	0.4328729910096664
Bacteroides_dorei	CD8diff_48	<50->50	0.17074810250783568	0.5917920737135963	0.2818633720120911	0.726526362250343	-0.6016236428633341	0.4992615492972554	-0.9332257705714238	-1.1062346689408393	16.417838025905624	-0.07670854022183975	-5.658263625977483	4.177726658115288	0.4471360654309787
Bacteroides_eggerthii	CD8diff_48	<50->50	0.49876288722027157	0.8117398636775625	0.560098984496535	0.8588215995434784	-2.147919792369745	-2.048995630775776	-2.1951876628558384	-0.15794638517058956	11.047999021671018	-0.014917856504635212	-6.232682582295779	5.042610351367973	0.48731884063393555
Bacteroides_faecis	CD8diff_48	<50->50	0.5166399390598292	0.8196204879726892	0.45778628414454875	0.8039835071120982	-2.519500212356169	-2.7275380108141736	-2.4218894282015206	0.3751619290186756	7.18406295897252	0.039105815695237425	-5.207087289910421	6.017057165312052	0.4679646820481968
Bacteroides_faecis_CAG_32	CD8diff_48	<50->50	0.4875006312576965	0.776630544891316	0.45598168333729283	0.7890709694296641	-2.8148514486886533	-2.9831216121429023	-2.7203350565588362	0.2277954048495463	5.23190977176103	0.03239371677760858	-4.451525281652658	4.912286545706637	0.4797373783977616
Bacteroides_finegoldii	CD8diff_48	<50->50	0.2125317564543713	0.6154801803225434	0.3622047653879568	0.7475173180178836	-2.332480913177383	-2.0644668206418224	-2.461460701824821	-0.6549843225389971	10.6288145518366	-0.06526945478737331	-6.569835657437341	4.6971841782585395	0.4513134060071441
Bacteroides_fragilis	CD8diff_48	<50->50	0.2558028735540628	0.6582261986856278	0.2985895715178974	0.7033639678175113	-1.887260955055508	-2.2667060999000803	-1.660125795114837	0.8298918564467979	13.285342405535047	0.0653833037898041	-4.901289609843733	6.261284175901459	0.44736246343767616
Bacteroides_galacturonicus	CD8diff_48	<50->50	0.5044832955337761	0.8040863536031941	0.6084414124487064	0.8783894613215845	-2.2459525739428337	-2.306929330365252	-2.2228788569340363	-0.11414484358017063	9.297236572375738	-0.010329908111524747	-4.870785968538704	4.148437516231132	0.494000452821645
Bacteroides_intestinalis	CD8diff_48	<50->50	0.05701096129642013	0.3937332286948336	0.33701072495186907	0.7263608566131412	-2.4674750293474634	-2.222644324661017	-2.577434125888786	-0.7053188213762578	9.336099169066387	-0.060362131371095806	-7.887848823877462	4.5561990774605166	0.4471360654309787
Bacteroides_massiliensis	CD8diff_48	<50->50	0.01661883661023307	0.24175803301709772	0.12733399015381366	0.5271706066884237	-2.407540054651749	-1.8943148657115838	-2.6337100057740894	-1.1357707816974578	9.81286244956149	-0.10865771676305103	-7.5957139679090915	3.8572933572056596	0.4245923916340852
Bacteroides_nordii	CD8diff_48	<50->50	0.5122166577516902	0.7996053384814106	0.5112837816511296	0.8225138410513334	-2.7645755305620554	-2.742155688199965	-2.7792060380177066	0.041407916163443304	5.590087956872475	0.0067458276956589205	-4.934545137873899	4.5885192301782	0.4963768116096865
Bacteroides_ovatus	CD8diff_48	<50->50	0.0841931875105761	0.4669279000070164	0.0965759036200453	0.5632724080195776	0.6699064054601092	10.318940951145725	-0.054773842293071695	-1.5965334275372225	15.405407443274004	-0.11985775682548076	-6.253001810308339	3.82184716165583	0.4207427539706058
Bacteroides_plebeius	CD8diff_48	<50->50	0.407092634003458	0.7437839060518444	0.45165628319205176	0.7991924484355609	-2.7117839781204864	-2.858636356683446	-2.6296234508267045	0.33642116122600285	5.683499220146668	0.04233380746880254	-4.423570922371596	5.9690477061562515	0.47113425414227217
Bacteroides_salyersiae	CD8diff_48	<50->50	0.772590674500616	0.9335325887562369	0.605137377313099	0.8755410791132165	-2.0855588490075814	-2.2651989013601757	-1.993957373288401	0.24929781703980503	12.421367783886902	0.02338227782596041	-5.493304453298168	5.228363141523355	0.48290695049193216
Bacteroides_sp_CAG_144	CD8diff_48	<50->50	0.06958557820685153	0.3691542086506954	0.2710566839068051	0.6569567101769016	-2.6366478612712996	-2.316553729379148	-2.780624659360619	-0.6977737103232151	6.71131409565902	-0.08850804934295226	-6.185897313198788	3.7167492688555437	0.44202898575834776
Bacteroides_sp_CAG_530	CD8diff_48	<50->50	0.8038434676941464	0.9450339946892247	0.6488417523007823	0.9022062971478126	-1.0336358608033116	-1.214964668965921	-0.9394170192075144	0.07805817504997137	14.227347573288938	0.0066106379223937195	-4.884907999618463	4.769466934953644	0.49524456523771454
Bacteroides_stercoris	CD8diff_48	<50->50	0.021044620917509072	0.27909944064355174	0.10449398602985649	0.5225644538124742	-1.9190844772678837	-1.237155353631472	-2.185355417936915	-1.4193007141697045	13.831673143509583	-0.10921099765359192	-6.90367615479264	4.323190709396603	0.42630744881620825
Bacteroides_thetaiotaomicron	CD8diff_48	<50->50	0.7539870221110312	0.9319087137872064	0.694797582571461	0.9182146334854315	-0.39401873628311535	-0.5928227800662782	-0.2936575994984487	-0.22408081400337032	15.376714781517709	-0.017011086089680494	-4.7413663133734545	4.744362852226316	0.4858501245793916
Bacteroides_uniformis	CD8diff_48	<50->50	0.3921995686420175	0.7679978890911382	0.3690267762304719	0.8013110945578792	13.276250650023542	13.818760539877292	12.92806923287921	-0.5845477203754399	15.562076857353	-0.04322763093117925	-5.56078600811623	4.965996980896685	0.46603260884147696
Bacteroides_vulgatus	CD8diff_48	<50->50	0.36129333451002893	0.7471707393234515	0.29362601779483866	0.7589939418611972	13.437722906302486	14.179966569418307	13.00657971954395	-0.9077583860065772	15.852377523984938	-0.06706971550805169	-5.708095338910827	5.015453452163603	0.4485960147147637
Bacteroides_xylanisolvens	CD8diff_48	<50->50	0.14009840859649392	0.5524255793676335	0.24941501386473844	0.7091364152849906	0.07522780873316037	6.823389113175849	-0.3449048644302124	-1.2844858478338814	14.032862157546411	-0.09859581177430629	-5.215846354244851	3.8642182852678073	0.4351369710764514
Barnesiella_intestinihominis	CD8diff_48	<50->50	0.3341465977924965	0.7214553120993946	0.3028837007349079	0.7230997503314706	-1.3925066341696688	-1.8831357746600794	-1.1327876452372738	0.9089503875406315	14.08505195953039	0.0704428278767168	-4.831046254908176	5.361065811230651	0.4484944534711686
Coprobacter_fastidiosus	CD8diff_48	<50->50	0.6618277039260879	0.8869826623403636	0.6154678857328365	0.8739781527609568	-2.502571058860756	-2.485132653526362	-2.511621599798879	-0.03687864968438426	7.761689593573092	-0.0034950658359310105	-5.331434115430898	4.9323146094910655	0.4968297101584758
Coprobacter_secundus	CD8diff_48	<50->50	0.5901958696786233	0.8463579906081559	0.3978719497633556	0.7580363832855402	-2.865311050701699	-3.1432960938268835	-2.7267769154155275	0.4552493135348268	5.449301797805417	0.06612806247179247	-4.766261498761967	4.968406634062649	0.4594655798845054
Butyricimonas_synergistica	CD8diff_48	<50->50	0.5227187719343275	0.8143789036704706	0.5153875620443313	0.8374459995444588	-1.8625054364587594	-1.669005255314504	-1.9487029077564877	-0.25003221539808074	10.243095163597514	-0.024441856012741327	-4.895595776859571	4.550282637691351	0.4831333484986589
Butyricimonas_virosa	CD8diff_48	<50->50	0.09593348222218168	0.49043328240596	0.1255736578184745	0.574026078573992	-1.3033107644327941	-1.9667768662398792	-0.880627233216094	1.2221413439350073	11.818257567758218	0.1080001370627033	-3.759635400916584	5.403758303064849	0.4267602448295395
Odoribacter_splanchnicus	CD8diff_48	<50->50	0.8194591177144551	0.9510588981104912	0.8494066257237737	0.9621778714154553	11.77443743435275	11.5793146658127	11.805795492215093	0.010454602323457962	14.557936134992524	5.740077087651425e-4	-6.86639351174468	6.345002254374135	0.49920760697644323
Sanguibacteroides_justesenii	CD8diff_48	<50->50	0.23840916407429652	0.5923287186321734	0.336846082573543	0.70749823444656	-2.73754834783146	-2.998950530906834	-2.582160606859036	0.5077935009122854	5.624620105134339	0.06974484968505715	-3.848085358540731	5.619426807278184	0.4543808016454384
Paraprevotella_clara	CD8diff_48	<50->50	0.6411284951219015	0.8685165559945032	0.5339671415309434	0.8367280327957809	-2.776702711124699	-2.8709955039755943	-2.730635690315415	0.09359601618452018	5.5689042727779015	0.014215500040628637	-4.578603932771682	4.740711395588855	0.4924156667745356
Paraprevotella_xylaniphila	CD8diff_48	<50->50	0.762929028156067	0.9304201593501081	0.7214785212998571	0.923976684942652	-1.038321884153973	-1.0411852690082153	-1.0340231099313737	-0.08170559672548272	12.597763828514937	-0.005885752765644495	-4.400401713813249	4.71449155810005	0.49524456523771454
Prevotella_bivia	CD8diff_48	<50->50	0.5036428241232032	0.7875201230352156	0.43174984347455464	0.7764752503377278	-2.889590189179069	-3.0986134158948726	-2.7879815199943074	0.32133146896388887	5.159583881706833	0.04957358781804694	-4.012641611551491	4.688507617675828	0.47078804360351934
Prevotella_copri	CD8diff_48	<50->50	0.265001246147417	0.6828188130890394	0.345930730952864	0.7885365197022498	16.951497138485983	15.58191502509799	17.331990361911274	0.7119964727258878	19.98883079734704	0.042660985439270264	-6.2023460038882074	7.762687888960934	0.4609463438400111
Prevotella_sp_885	CD8diff_48	<50->50	0.28422517003542713	0.6922575740309661	0.25845342795129816	0.6998837407810543	-0.7301469506766551	-1.6058301161253326	-0.17550831900552666	0.8711392625935819	17.237465492723274	0.0544791624830258	-4.866683457488946	6.825790636602765	0.4508605074584116
Prevotella_sp_AM42_24	CD8diff_48	<50->50	0.8358469601566935	0.9564143801820831	0.7734749263122633	0.9430427231193709	1.1250491551520234	1.0560143992743463	1.1517035170288423	-0.0011429900017265737	15.859039309577796	4.74594987964942e-6	-5.099438519164718	4.580339230253762	0.5
Prevotella_sp_CAG_1092	CD8diff_48	<50->50	0.28545618633933545	0.6944263095778022	0.3049092338932678	0.7431179784843788	-0.7000372028027382	-1.504078040795834	-0.1412016427261218	0.9125413152472746	15.844387499619422	0.06240546585560132	-4.654123718360105	6.054191277115885	0.45143762755828065
Prevotella_sp_CAG_279	CD8diff_48	<50->50	0.24025099363954955	0.657965057044839	0.34327454533731677	0.7739063131230789	6.5946378721653	10.502244924210789	0.8104235743171007	-0.7379800957926221	15.951727398328002	-0.053674876589189076	-5.988133276671019	5.060991740061239	0.4577767717460553
Prevotella_sp_CAG_520	CD8diff_48	<50->50	0.4692664994230496	0.8107506788125552	0.4119752984140467	0.8096109737608033	1.1372543460277171	-0.136069970360035	2.140748974433391	0.8156735557933903	17.131159714699255	0.05057034278700055	-4.232621356283154	5.325906258340989	0.4673913044877673
Prevotella_sp_CAG_5226	CD8diff_48	<50->50	0.6817649475310017	0.9028059766432359	0.44776918180732983	0.8129621942332322	-1.6597833796300687	-2.0475781424573434	-1.4176600310491594	0.5695286724926838	15.553459896837825	0.04112192744866862	-5.370682345163184	6.027932982371716	0.46660629400788917
Prevotella_sp_CAG_873	CD8diff_48	<50->50	0.3931700421062103	0.7170107701018189	0.4118206054034013	0.7612766615895882	-2.8500217990586947	-3.0763955973807864	-2.7316466003061635	0.3689643750300178	5.004583136245188	0.06039551095299717	-4.4311460377318355	5.112789175457168	0.4652479059675874
Prevotella_stercorea	CD8diff_48	<50->50	0.17897666730336473	0.6020227062633576	0.2889866623572494	0.7494790928239039	8.231020322495878	-0.07311756781489898	8.91974230296864	1.0011491556820236	15.287333344230944	0.07231161262428912	-4.253257945058644	5.170450494190494	0.45335144947645467
