otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.high	rab.win.low	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.mid
Propionibacterium_acidifaciens	CD4after_48	high-low	0.5348481810159726	0.8017505330383176	0.49668926098252875	0.8014673762571108	-2.799192716361498	-2.782007530474564	-2.8007702857637042	-0.29035913682456815	6.642002111085597	-0.0399383697479076	-5.753541067118418	3.89277390030515	0.47187500255120274	NA
Propionibacterium_freudenreichii	CD4after_48	high-low	0.42456163673370606	0.7153619695455085	0.46820170589089527	0.7643343633671472	-3.0006152891093603	-3.4488040977597265	-2.9356164896644437	0.5233819597211582	4.709046093343154	0.1029793693612139	-3.823093706440459	5.421276906334033	0.44687500485853926	NA
Pseudopropionibacterium_propionicum	CD4after_48	high-low	0.47455456576212046	0.74694901339041	0.46826074845017757	0.7662694525165319	-3.193950187484239	-3.5580529220457695	-3.1465147779467166	0.4664664748769045	4.474383531193446	0.10001592845845964	-3.3321652516824054	4.374199276264522	0.4484911597445476	NA
Atopobium_deltae	CD4after_48	high-low	0.6172880191886769	0.8441309046304104	0.44570559816789973	0.7563655280842734	-2.843498828640543	-3.381595065990833	-2.745475705222404	0.6289521832549863	5.841508506586479	0.09740008528186811	-4.77616940997945	3.8457435599892063	0.43750000574110587	NA
Atopobium_parvulum	CD4after_48	high-low	0.4555787567558948	0.737325960463027	0.5187533522623692	0.8025676040719979	-3.0429269573843634	-2.7718964160279533	-3.085263776774319	-0.4882126811378136	5.327146697210615	-0.07818920064085737	-4.414002939900306	3.655976076313162	0.4609781513054357	NA
Olsenella_scatoligenes	CD4after_48	high-low	0.49369532635147656	0.7919105934335513	0.494177643317241	0.8073122563637217	-0.4082802163215842	-2.0194952062116194	-0.04284298445137402	0.9811619137981378	11.169288375210702	0.09309132542202232	-4.476910673458473	4.700098316762598	0.445833338289379	NA
Olsenella_uli	CD4after_48	high-low	0.5080312078105896	0.7784544830381817	0.5129917305130817	0.7967530938168713	-2.900730360797006	-2.7571221283996987	-2.918903436884694	-0.18766096964605694	5.994000269100756	-0.026991361167891526	-4.3583376582124735	4.00217869919307	0.4812500016978077	NA
Collinsella_aerofaciens	CD4after_48	high-low	0.7105659079587794	0.90630812576679	0.9194702620226489	0.9785212914183274	17.13960301821248	17.30045064701261	17.072932234849674	0.04319386516668544	13.817458681757063	0.003100830828734623	-14.55464291568367	19.001452443776895	0.49219563025694335	NA
Collinsella_intestinalis	CD4after_48	high-low	0.6017911793650091	0.8456926428563558	0.6474247566525777	0.8811152090497635	-1.7518014059524578	-2.0792856864487472	-1.6956291896016715	0.0379570840712109	9.253850602181727	0.0021663178623964477	-5.9974900966142615	4.147256886635757	0.4968750002825813	NA
Collinsella_stercoris	CD4after_48	high-low	0.6078732373166373	0.8539813838379551	0.3763727907454569	0.7656586334090474	10.164403438715665	10.318077032455706	10.074837102092218	-0.5627630017417085	5.924605687003973	-0.075931809746621	-11.210532902159924	8.324815577686596	0.42663892455929286	NA
Enorma_massiliensis	CD4after_48	high-low	0.3280132792160291	0.6784952931611661	0.36150561688937805	0.7134259264032665	-2.084221032427468	-2.9805442661574553	-1.9182367014273645	1.1022603451697321	8.15625837255459	0.13066550176379693	-3.0381302872561045	5.397639837433435	0.4224765940562361	NA
Collinsella_massiliensis	CD4after_48	high-low	0.16056394286673936	0.5339628934279774	0.14539973698065334	0.5762723078985871	5.488277871263459	6.854551013809465	5.2435829977087485	-1.5946738063474175	8.555873484320262	-0.17982309708820887	-6.290809829897518	3.3534720925276185	0.3812500113795386	NA
Adlercreutzia_equolifaciens	CD4after_48	high-low	0.0643614474566314	0.3933859467199039	0.06025120497638442	0.438870849149235	-1.7741428491923497	0.4133285735644314	-1.9604525254800471	-3.7299247338019237	13.371266711915638	-0.34613577879551505	-7.630899292570447	3.9486276530820463	0.33020835068753607	NA
Asaccharobacter_celatus	CD4after_48	high-low	0.09432434796699349	0.44918678796710504	0.09218697309229014	0.4939700354880669	-1.6308327098421422	0.25518012584411487	-1.798957475958856	-2.953618076982824	13.941658465171994	-0.2871920467712393	-8.158770538953041	2.8550047883211325	0.35416668107934685	NA
Eggerthella_lenta	CD4after_48	high-low	0.19559952312451784	0.5830055443576871	0.1990486447230016	0.6127550853282586	-0.8301297229051059	11.328366967028128	-1.1266496686970893	-2.6124389429923527	15.825524761501718	-0.18196079226813394	-6.670645858340572	4.213080998418055	0.3833333444900354	NA
Enterorhabdus_caecimuris	CD4after_48	high-low	0.026142089081291304	0.24965348956964462	0.023082996215235747	0.3070728876805712	-2.6266454114681785	0.3496578568220361	-2.889695188255102	-4.452797344140963	7.089353366034553	-0.5588653940767283	-6.694804601448808	2.2385467781692316	0.2781250249817204	NA
Gordonibacter_pamelaeae	CD4after_48	high-low	0.4407012418970037	0.7642605627454443	0.38313427393100513	0.7493299951037182	-0.09039531724661032	6.5571812920254935	-0.35081456003357836	-1.3891711212602749	14.263053430380987	-0.1175938267250215	-4.671600759658782	3.195636604102931	0.4229166738064212	NA
Slackia_isoflavoniconvertens	CD4after_48	high-low	0.2504864742161383	0.6415832492788694	0.10250982240349543	0.5286180066066766	12.455203782012816	5.321810043854818	12.7468940838903	1.3062702122212073	15.624606431968978	0.09822292318113501	-7.603539574609412	10.401406002041238	0.38020834482479715	NA
Bacteroides_caccae	CD4after_48	high-low	0.31196702842410184	0.6825059063371465	0.31992038456081584	0.7107939690464685	-0.21538600969195976	10.929892244860783	-0.443835783679015	-1.6701522602257342	16.096292966330473	-0.1147287489113224	-6.328363463553719	3.535276871618093	0.41831426355633383	NA
Bacteroides_cellulosilyticus	CD4after_48	high-low	0.007980015650595527	0.139776707130875	0.12355745634402646	0.4924418129040489	-2.2010204011634293	-3.3986015260257396	-1.9744344157908404	1.8819815037777712	6.518526014623507	0.27134267925092415	-2.359884097951725	7.914614560758795	0.3444328979561841	NA
Bacteroides_clarus	CD4after_48	high-low	0.6933854092533933	0.8861680876574047	0.6010368014770421	0.8538823166724325	-2.5366074194500694	-2.7253228383446597	-2.511785001255106	0.16763692898094007	7.404280907321143	0.0180736732795021	-4.48565556452661	5.896761480579095	0.48283038656672655	NA
Bacteroides_coprocola	CD4after_48	high-low	0.3353908953706949	0.6378956003703882	0.45761191316188304	0.7518475293626551	-2.9837071762663605	-3.3428495041788224	-2.914597704336753	0.635466369850521	5.031916505228219	0.08708124758609284	-3.2735593735436774	5.528154194551377	0.43496358557409454	NA
Bacteroides_coprophilus	CD4after_48	high-low	0.5471800416245649	0.8051625693239008	0.5407539522413433	0.8048723314243867	-2.6442981909991374	-2.327135895321094	-2.693055833628316	-0.5970764285408947	7.779547263050947	-0.06550640171684383	-6.071239852874702	4.4882973375120105	0.45104167113645244	NA
Bacteroides_dorei	CD4after_48	high-low	0.8138180540215189	0.9387274748757791	0.7150934990584777	0.9100551330257682	0.6679819641512612	0.03449278073433959	0.7665322209486884	0.41560505331128894	15.898810831993858	0.026237572018341183	-4.52847596108527	5.299838802951908	0.47658689077495725	NA
Bacteroides_eggerthii	CD4after_48	high-low	0.21564491243408473	0.5952011855037582	0.3329474163716239	0.6935422369515462	-1.9641213484888915	-2.6655742553482558	-1.828897871598139	1.1797330919000668	10.487737396878423	0.10163496404539957	-4.098345756517429	6.117967517338457	0.43125000633633764	NA
Bacteroides_faecis	CD4after_48	high-low	0.7380537799989674	0.9084468725066617	0.5440910333090193	0.8205288710301677	-2.4467208330055055	-2.788948847707248	-2.399572774394617	0.3015145665037142	8.378028713042353	0.0219213548447513	-5.833450302386123	5.569442073551213	0.4781250019817837	NA
Bacteroides_faecis_CAG_32	CD4after_48	high-low	0.5667010145399574	0.8121613209940236	0.5481934312212848	0.8216010206799742	-2.9302608931926812	-2.717750875499261	-2.968641754179952	-0.21240424199852193	6.050749318214443	-0.0331360914106175	-4.900256876739891	3.908684410018759	0.47658689077495725	NA
Bacteroides_finegoldii	CD4after_48	high-low	0.43331245630703646	0.7496113145874633	0.47043879601965133	0.7789714695414849	-2.277276552849166	-2.727160362355466	-2.1796152478100144	0.8827966520408044	9.960088635139734	0.08852063368906832	-4.075066476551537	6.174464184432472	0.4255983419332438	NA
Bacteroides_fragilis	CD4after_48	high-low	0.466440911725591	0.774698074149273	0.5292848478752087	0.8154765629376347	-2.047189278278367	-2.426998818758509	-1.9656851044886778	0.7436131875936676	11.47533999538754	0.06386167373259515	-5.0743672740527845	6.269182398290275	0.450000004566789	NA
Bacteroides_galacturonicus	CD4after_48	high-low	0.09412421663162912	0.3693649635822057	0.2814695941260698	0.6289597321059713	-2.5981729574057937	-3.415422050922432	-2.4365954799094656	1.1033168216720242	5.718333664663648	0.14464531256181729	-2.7200497547552183	6.481376598634587	0.4020833425402879	NA
Bacteroides_intestinalis	CD4after_48	high-low	0.7164391080246312	0.8992912624950372	0.6099117750746362	0.8523484515053338	-2.66334900501292	-2.9045240555217493	-2.6326712324928305	0.05831730992996853	7.531627257666575	0.006913301412240965	-5.885254816141945	5.918443945319132	0.4937500005652285	NA
Bacteroides_massiliensis	CD4after_48	high-low	0.4319967829905644	0.7553161611081342	0.5260627559211029	0.8108623960730081	-2.295224882334285	-1.8555533670682465	-2.360994709693191	-0.6001680025159626	13.195451970345864	-0.05444552491352991	-7.583526785143843	4.19278425017674	0.45993756867478575	NA
Bacteroides_nordii	CD4after_48	high-low	0.2669555018546728	0.5837803778339208	0.3888047433725555	0.7217034506213839	-2.824969097339796	-3.362969528123216	-2.7293932025240455	0.9782040202567028	5.271258717330285	0.15755585289526788	-3.2326568541097447	5.210979059147161	0.4062500087859836	NA
Bacteroides_ovatus	CD4after_48	high-low	0.5139512501987165	0.8076068576160118	0.45072023240469034	0.7872587386967448	0.683493084394037	10.88246336543795	0.4745402697423948	-1.3117919480634335	15.594298982098072	-0.08561041614419568	-7.085368835176577	4.8746295332043665	0.4250000069377815	NA
Bacteroides_plebeius	CD4after_48	high-low	0.5962746251344063	0.8414295627712238	0.5784979318289243	0.8366036562377382	-2.6218270633613994	-2.465766776257624	-2.6410619527343737	-0.16600010740963	8.946921862795016	-0.014071008826154079	-6.0514542198765735	5.598122968108925	0.4864583345587024	NA
Bacteroides_salyersiae	CD4after_48	high-low	0.45428703070423193	0.7659070081895524	0.5603189815630945	0.8293914571223338	-2.2467876492945464	-2.0072138359017284	-2.2824902826720823	-0.4285219017211155	12.906092849825324	-0.02678848701824009	-6.216345006647798	4.1059678601311695	0.4770833354098756	NA
Bacteroides_sp_CAG_144	CD4after_48	high-low	0.6033573886835323	0.8337283791827472	0.4942893726288365	0.7957240383117403	-2.80092683084405	-3.1332364500117897	-2.7387360995507617	0.416435984642348	5.683629046414255	0.05804351114573457	-4.714907126913503	4.8791162962157175	0.4645833365519429	NA
Bacteroides_sp_CAG_530	CD4after_48	high-low	0.5341055595923332	0.8173703935214054	0.48553691219852624	0.8018901479657732	-0.16558108468442967	-1.5413830438612113	0.07688520553697664	0.8297144722944161	14.489114479166574	0.06004374728573553	-4.438725493790366	4.832998589758385	0.45312500427613406	NA
Bacteroides_stercoris	CD4after_48	high-low	0.2516438793952513	0.6313491458282486	0.31266169827673324	0.6925092510072087	-1.829797255992002	-0.8663945290310728	-1.9383371119054154	-1.5192431057784388	15.702189475918114	-0.12546701559587203	-7.225281763116284	4.550425042110016	0.4156250078530181	NA
Bacteroides_thetaiotaomicron	CD4after_48	high-low	0.23763917162346343	0.6232394639697975	0.3073798765136004	0.6915715268470777	-0.938863572074693	-1.9279407357961187	-0.7147683366257649	1.282032388455523	14.30144526922908	0.09329042982717504	-4.346021289216967	5.988440927630553	0.435416672605532	NA
Bacteroides_uniformis	CD4after_48	high-low	0.36190366687838976	0.7188037266184077	0.13787352767065386	0.572669585827037	12.90378312156339	15.934218741418778	12.577408330660557	-1.9219835991139815	16.057441996532106	-0.1429162070149751	-8.284901760051033	4.936599160570662	0.3760416786093048	NA
Bacteroides_vulgatus	CD4after_48	high-low	0.47163804413470967	0.7856687967281513	0.5179635240677243	0.8404641156214698	13.145841258688565	13.675271940097328	13.072253849254405	-1.0652300094834661	14.102499804934777	-0.08033574127395292	-6.410698676558692	5.218250098539107	0.45057232500356914	NA
Bacteroides_xylanisolvens	CD4after_48	high-low	0.485692401592937	0.7883511931775554	0.47860761790488815	0.801393012005813	0.3976991561480112	10.163215185282994	0.1581749101019394	-0.9574170809918021	13.918356685069266	-0.07025397672137572	-5.032211098522066	4.97151352664704	0.44640999448602725	NA
Barnesiella_intestinihominis	CD4after_48	high-low	0.7945723486337731	0.931886657906495	0.6464804303528379	0.8785218428584954	-1.7264735592056493	-1.9791952508139126	-1.6846650080858598	0.28261031650854385	13.65634786374946	0.022537534329294073	-5.492844423923484	5.603994500988024	0.48333333484205	NA
Coprobacter_fastidiosus	CD4after_48	high-low	0.3641782883727687	0.6999029065827065	0.462664909004031	0.7799203142173794	-2.6475228276303486	-3.0090126769348835	-2.575720111953606	0.6188137709773063	6.814913016722384	0.0819620723024095	-3.989955800525701	6.9386838013803604	0.44479167172035133	NA
Coprobacter_secundus	CD4after_48	high-low	0.4636837193689655	0.7494680337714819	0.5119145911666421	0.8030481908494473	-3.0046200098567333	-2.918167590766659	-3.022264707741561	-0.4011488901772289	6.428843537215132	-0.04717864476978394	-6.171421626203671	3.590507245582423	0.4693028123537818	NA
Butyricimonas_synergistica	CD4after_48	high-low	0.0013540200378804128	0.06211993440529269	0.0365339410338914	0.36277381449041496	-1.829933021703031	-3.5099628156751344	-1.4880614131553944	2.83094450831004	7.58919953439073	0.3676053281504551	-1.6617456530230172	7.54022600711256	0.3072916871318361	NA
Butyricimonas_virosa	CD4after_48	high-low	0.38786308915557044	0.7279434444012461	0.4212804486244292	0.7555086761422157	-0.8944996131379437	-1.9266915246761123	-0.6762725305802189	1.5379719209107812	12.436508162267327	0.127316833011034	-3.6989142111172586	4.9720723429566736	0.4166666744171594	NA
Odoribacter_splanchnicus	CD4after_48	high-low	0.4509134616960421	0.7737419261588473	0.34664577109710837	0.7330513504991051	9.50143385843301	0.4361584298553076	9.900964340968672	0.930132547241687	14.742206763930781	0.07603037917869818	-5.006881538755214	7.438926764027967	0.4287200898119429	NA
Sanguibacteroides_justesenii	CD4after_48	high-low	0.20891650928698743	0.5259500554663454	0.3574265774444521	0.6963749092824257	-2.798801534821175	-3.424947552386632	-2.674438382659261	0.879675238414416	5.189573725211126	0.14999957453993218	-2.965330476768896	5.118391786809303	0.42143601143095705	NA
Paraprevotella_clara	CD4after_48	high-low	0.2411662347877882	0.5734635686607236	0.3880359163463606	0.7266726709664221	-2.8528667111071027	-3.407262685886275	-2.7637723563944885	0.838806713824999	5.097157497082321	0.1255666914295212	-2.9060679454750145	5.423112916024281	0.42767950718552666	NA
Paraprevotella_xylaniphila	CD4after_48	high-low	0.07864066487447664	0.4304567222594353	0.12009104742607866	0.5263902204944294	-0.8893460964486355	-2.5407803571965903	-0.5233560275415652	2.382728975502138	11.710758786726998	0.22347543755496546	-3.275835519563183	6.0995411960844095	0.3673257152718935	NA
Prevotella_bivia	CD4after_48	high-low	0.6147388494629965	0.8448471019590592	0.5569323677671449	0.8306743280200988	-2.893698885136443	-3.1177976653772443	-2.8572950530560224	0.1299878527022429	5.595108086206466	0.024410896443504287	-4.380215253407809	4.248909654616418	0.48437500141423134	NA
Prevotella_copri	CD4after_48	high-low	0.3608369034353506	0.7250367479407016	0.44487182119600155	0.7992006450885303	17.04764111358362	13.763894112257024	17.145641535708307	1.0653027218610198	21.80274560591819	0.05882350138374921	-4.953449468907149	11.133852502935714	0.43496358557409454	NA
Prevotella_sp_885	CD4after_48	high-low	0.7248113582650696	0.9060063901595418	0.674171701119015	0.8934260036732887	-0.6804096143307312	-0.8840726842000581	-0.6657223999382396	-0.27559249911576345	18.53117525423643	-0.018754829680407384	-7.601428167999335	7.46515640197261	0.48178980393464943	NA
Prevotella_sp_AM42_24	CD4after_48	high-low	0.7870194762200243	0.9298416838892669	0.7380911971199835	0.9182104626643378	0.8130602548215755	5.558005719028655	0.5924858336764629	-0.52883985866257	16.963300642450427	-0.035566338417703194	-4.1692788546199395	4.172966548379221	0.4739583356944891	NA
Prevotella_sp_CAG_1092	CD4after_48	high-low	0.26617976470187926	0.6495434891469957	0.19493488082105515	0.6098400755893759	-0.488795745944687	-2.158452304279953	-0.10205135051999648	1.809679233920522	15.420428052185962	0.14441213956892526	-5.221573033166772	6.4384401052398585	0.38189387184891477	NA
Prevotella_sp_CAG_279	CD4after_48	high-low	0.2123804622794805	0.6086763570836133	0.05945441123913936	0.47202023074190497	10.383437351186036	7.324621467481076	11.325331393405033	2.7756822031910886	14.93938217476354	0.20370070822315722	-4.45698941426335	6.003998687338401	0.3496358109628619	NA
Prevotella_sp_CAG_520	CD4after_48	high-low	0.32977108855390236	0.6966354327047082	0.3007062557678226	0.7016039099229525	9.11657929985639	-1.962580690589503	10.156657599160255	1.7394341666502928	17.95302504988099	0.10581047256929907	-4.662446819650156	5.905284324451399	0.41770834098151605	NA
Prevotella_sp_CAG_5226	CD4after_48	high-low	0.6845709445477812	0.8866308729839874	0.6401069553291597	0.8774520271403297	-2.168029314279403	-2.651520160146779	-2.108935075432086	-0.10004598453462243	14.927778945617568	-0.00828917321189293	-6.247469716330405	5.129249396227187	0.4942767955217003	NA
Prevotella_sp_CAG_873	CD4after_48	high-low	0.39390838742393236	0.6944601054729415	0.4869606380884751	0.787561635345028	-3.0556732756174654	-3.335361633838705	-3.0106624977340637	0.637769755577704	4.971688113184435	0.10732801499893327	-3.4419404202090833	5.878215431969917	0.4427083385827051	NA
