otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.asian	rab.win.black	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.caucassian	rab.win.hispanic	rab.win.other
Bifidobacterium_pseudocatenulatum	ethnic_group	asian-black	9.805676174495173e-5	0.005574389963427373	2.734107997265892e-4	0.03798238493962178	-3.274470475194727	10.55070056168852	-4.054817811689103	-15.219722352413292	4.673353719670135	-3.2769820393213434	-29.13856076079051	-0.7338607731832945	2.740749572099097e-4	NA	NA	NA
Scardovia_wiggsiae	ethnic_group	asian-black	0.14812579094737138	0.5327427429929863	0.10869360902255638	0.53388438907343	-3.534881368692833	4.052965163608068	-4.060317409645537	-7.972775427978822	8.312263990195433	-0.9207769443874064	-9.437955003883324	1.303370045369998	0.16406327865276069	NA	NA	NA
Corynebacterium_durum	ethnic_group	asian-black	0.5738286897840028	0.8327809222441895	0.5906559723171566	0.9147948929519945	-3.8858106570497135	-3.5249842071488864	-3.9616485417479144	-0.21183076269610446	4.777385187010298	-0.037754045956664636	-3.568234252739004	4.394529361042281	0.46875003989204367	NA	NA	NA
Rothia_dentocariosa	ethnic_group	asian-black	0.4794821516969497	0.7843878204857494	0.625032040328093	0.916879619237454	-3.6105520586593762	-3.654172440831516	-3.5941341709479584	0.13032632063387695	6.611676048567354	0.021782532872947746	-2.58832492541313	6.1750389712284885	0.4804687748730889	NA	NA	NA
Rothia_mucilaginosa	ethnic_group	asian-black	0.13475944685562477	0.5128080495261464	0.1811004784688995	0.738526568212276	-2.577519674783833	8.161139499870941	-3.2372802336762394	-9.875726398104362	10.049583693663605	-0.736254980228871	-21.32859350171737	5.249906638646747	0.2617191420193199	NA	NA	NA
Propionibacterium_acidifaciens	ethnic_group	asian-black	0.3807317422788678	0.7224444311219309	0.3758138243335612	0.8111407540115441	-3.9116176473366515	-2.523548663365931	-4.1387850506599655	-1.9853373362016047	5.886600669343611	-0.316895351017365	-5.744348327203449	2.2015300079664266	0.34375022018299467	NA	NA	NA
Propionibacterium_freudenreichii	ethnic_group	asian-black	0.5883736268456432	0.8446633455739777	0.5175890721120985	0.8773474857516956	-3.808230494450058	-3.264023088450024	-3.9496370608821163	-0.3118106557672	4.547077629144917	-0.07617264504887855	-4.362554642079236	6.185138270610189	0.47081715756796205	NA	NA	NA
Atopobium_deltae	ethnic_group	asian-black	0.5499935875981237	0.8146986715465627	0.5837523496240602	0.9022405659026227	-3.8600941401716238	-3.7879320972044024	-3.8734229478486384	-0.19578245794732219	5.710399021277249	-0.04224003289360838	-3.510768921190787	5.091503334874207	0.47081715756796205	NA	NA	NA
Atopobium_parvulum	ethnic_group	asian-black	0.5166131851263723	0.7954329358278178	0.5137314166097061	0.883262229672597	-3.8529111952658113	-3.6216815330331187	-3.90441038605778	0.08421669403793075	4.930405929171274	0.01851293062276016	-3.4996657362458956	5.3451637998711465	0.4941634314894247	NA	NA	NA
Olsenella_scatoligenes	ethnic_group	asian-black	0.38571237100138817	0.7615207070302517	0.8200145249487355	0.975757500452054	-1.309606154123724	6.823435382785685	-2.061033378515388	-0.7719905911893612	11.137149326894509	-0.06574686388748611	-12.740559170194539	5.2204434960880155	0.46875003989204367	NA	NA	NA
Olsenella_uli	ethnic_group	asian-black	0.5311573662119042	0.808684050397966	0.5328584244702667	0.8889518369035323	-3.903280713347659	-3.4773482755341067	-3.9902249460885475	-0.3755100252367267	4.833858648246261	-0.07001507630307457	-3.231759211339779	3.813139927034951	0.44140632554281506	NA	NA	NA
Collinsella_aerofaciens	ethnic_group	asian-black	0.09275924446033276	0.49193084374547613	0.6986009056732742	0.9606432746409976	16.556881338335135	16.742150407255004	16.437497555230433	-0.27134477486979236	1.962730585337181	-0.029014955176161747	-23.271773746682122	2.8992451558844423	0.4357977477305624	NA	NA	NA
Collinsella_intestinalis	ethnic_group	asian-black	0.3390655536729629	0.6811817916492445	0.5119147300068353	0.8707668744111906	-2.947942690518122	-3.59024927704621	-2.768123095547498	2.246156788812492	7.119763184294197	0.3343912047091058	-1.8282645105873918	5.814013303066623	0.3828126576718574	NA	NA	NA
Collinsella_stercoris	ethnic_group	asian-black	0.048829636127327505	0.3755635593208438	0.12028579972658918	0.7249141516764563	8.794624953027885	10.005960575848825	8.666705548715484	-1.2970419889756188	3.2370266846389626	-0.3829708103331977	-23.11850012940307	3.6387265305347176	0.21484428737388112	NA	NA	NA
Enorma_massiliensis	ethnic_group	asian-black	0.17210102626656001	0.522948324807769	0.39346804511278194	0.8337933806565097	-2.363091506343231	-3.808456279034086	-1.8566212763173375	3.251411123207099	7.289363060412127	0.45560907439092946	-2.4211481177967897	7.409115303091575	0.3268484972588096	NA	NA	NA
Collinsella_massiliensis	ethnic_group	asian-black	0.205436981944967	0.6401446911876386	0.19148581681476418	0.7532466078862415	4.09145242690496	-1.9116192131314218	4.908654441668395	5.31509427347194	7.865022659692033	0.625431397011681	-1.9327623646763572	9.626843961533947	0.23437547055990382	NA	NA	NA
Adlercreutzia_equolifaciens	ethnic_group	asian-black	0.40001366809011996	0.7768584088663125	0.5359684723171566	0.9250221059708036	6.705240233596694	9.63467245374811	3.8295724067579044	-1.811385745733677	12.976118983318916	-0.1537124890184616	-7.697307856645819	2.8538201218269807	0.4046693855147066	NA	NA	NA
Asaccharobacter_celatus	ethnic_group	asian-black	0.5313919623991942	0.8408217900259075	0.7123013499658237	0.9598616708923148	6.185120531953714	7.818793069978115	3.661477649806476	-1.3045145096142914	10.801516328758629	-0.12819424177964167	-13.729082933177143	4.436961152544456	0.4435798386394725	NA	NA	NA
Eggerthella_lenta	ethnic_group	asian-black	0.7964517717061909	0.9427259014270908	0.6836551606288449	0.957832761018827	11.603978136547003	9.119215484662597	11.928096902726757	0.8413682167244367	11.292091474684362	0.07357865627257126	-5.340725152507473	7.463135188189154	0.43359383595562484	NA	NA	NA
Enterorhabdus_caecimuris	ethnic_group	asian-black	0.7022656295933022	0.905259724641155	0.693984962406015	0.9503066859861578	-2.520727410890032	-2.181238125514197	-2.585970399771874	0.26435555458864	7.57568396805828	0.03376519680124407	-2.4518745444283225	4.517522051245299	0.4863813401524064	NA	NA	NA
Gordonibacter_pamelaeae	ethnic_group	asian-black	0.3614238678190138	0.771773105566876	0.43656655844155845	0.9074084844410121	10.752141808661559	6.109147215164962	10.752141808661559	1.8361458837450746	13.016949640102798	0.16306616657919693	-4.812949569608379	10.812240774563358	0.35937519417205305	NA	NA	NA
Slackia_isoflavoniconvertens	ethnic_group	asian-black	4.465794860488441e-6	4.118136669832323e-4	0.010135423786739576	0.270549913722913	-1.7382015878030668	14.202369366809625	-2.775337055130784	-17.131445878098543	5.695652639953181	-1.2336354812912012	-30.98233793259828	0.32910020993627814	0.08949575234263629	NA	NA	NA
Bacteroides_caccae	ethnic_group	asian-black	0.5953918287712331	0.8753689053743333	0.8257294514695831	0.9764229481642162	12.396042112498067	12.551802228863643	12.295056169277593	-0.3041244874080329	15.41946411986032	-0.02917877860575554	-25.81835734068482	8.12823024047169	0.46875003989204367	NA	NA	NA
Bacteroides_clarus	ethnic_group	asian-black	0.19427576554681586	0.5589361539507253	0.5546490516062885	0.9033127486845954	-2.8629901824709165	-3.5257209034951504	-2.7078243639852957	1.8741928055411616	8.893022316225233	0.22786186366598846	-3.8831179996316956	12.119558569953192	0.3852141606628165	NA	NA	NA
Bacteroides_dorei	ethnic_group	asian-black	0.07545144487892953	0.39242001308888136	0.4936357228298018	0.8759443261522627	-2.711345411958453	-3.5447357871783147	-2.4168072805635674	2.025738884861161	10.18133465493539	0.18710844806499224	-2.278445635036327	9.81760934871109	0.3657589373905363	NA	NA	NA
Bacteroides_eggerthii	ethnic_group	asian-black	0.4966258754076792	0.7907921335628509	0.5037284261790841	0.8787856891705379	-4.034206161126464	-3.8064799928522177	-4.103048830900752	-0.08034620450674268	5.031859366087479	-0.024712288061797406	-3.767493723960868	4.946380579379711	0.4902723858186831	NA	NA	NA
Bacteroides_faecis	ethnic_group	asian-black	0.28470574157023343	0.6547123611534845	0.5897321428571429	0.9115120286614108	-3.3140970221115857	-3.2597496013358764	-3.3364581290036295	0.3118488172927769	6.419911520946723	0.022672259336742114	-3.3051853528361557	11.8761873226206	0.4785992488404336	NA	NA	NA
Bacteroides_finegoldii	ethnic_group	asian-black	5.0130169045784993e-8	1.2326174994316557e-5	5.468215994531784e-4	0.048097587719298236	-2.847477798277188	16.161878592298027	-3.6725862558444966	-19.296908252292685	4.517906124697392	-3.2851878326209603	-48.95772896229727	-0.21268129427236884	0.007802020231499305	NA	NA	NA
Bacteroides_fragilis	ethnic_group	asian-black	0.018166513416337442	0.18929238062839962	0.23314465140123034	0.771662928836299	-1.5754704614145378	-3.5940519875493635	3.611263114535073	7.160398477659951	10.665845755247267	0.6190100415264486	-1.1667165846133318	11.225637563672038	0.2695316221137919	NA	NA	NA
Bacteroides_galacturonicus	ethnic_group	asian-black	0.5903418984599732	0.8453129196774879	0.6045102101845523	0.9219967864947181	-3.732368133932285	-3.3942897066799187	-3.7863039245369237	-0.45949375312414276	5.027215731493776	-0.07468342143714683	-3.3135385868467604	6.940119764194121	0.46875003989204367	NA	NA	NA
Bacteroides_intestinalis	ethnic_group	asian-black	0.10487587800461586	0.489461261802134	0.1358616712235133	0.6959314900715634	-2.854908176431117	12.688813181746548	-3.5340203063965347	-15.542383962329438	15.35081796933721	-0.905984050590493	-29.691120799734602	1.4015318342142848	0.21484428737388112	NA	NA	NA
Bacteroides_massiliensis	ethnic_group	asian-black	0.05366646581157836	0.38180263024770716	0.022972915242652082	0.2950290124773713	-3.369009982654454	15.19650475071835	-3.934325111996017	-18.58735653543387	7.798953878481587	-1.3398260248558682	-27.099182451685746	0.713818559666483	0.11673268996200094	NA	NA	NA
Bacteroides_nordii	ethnic_group	asian-black	0.4844443969803833	0.7824073609587562	0.5569655673274094	0.906365383553521	-3.42072428952679	-3.4791234983031902	-3.411156765629965	0.11874009749643832	5.779609512310113	0.015116835517658998	-2.9005216232254076	6.112754385698876	0.48828126490927126	NA	NA	NA
Bacteroides_ovatus	ethnic_group	asian-black	0.08935836162929707	0.48881342622452195	0.06989063568010935	0.6180601712649708	11.021982190175578	-2.732016697983683	11.706651036352607	13.137538309596952	13.266206196825674	0.942514272669952	-2.3039386810600453	14.603748596504465	0.20622624699034298	NA	NA	NA
Bacteroides_salyersiae	ethnic_group	asian-black	0.17482908217637214	0.5947721622679285	0.28581895078605607	0.827529612456304	-1.9007167569511623	10.350608865896604	-2.6914337572094027	-11.318286138278339	13.83112321541984	-0.7314172573688208	-17.181444973194754	3.305174523566988	0.3085940351746913	NA	NA	NA
Bacteroides_sp_CAG_144	ethnic_group	asian-black	0.18694016648918965	0.6013443890257123	0.1863145078605605	0.6328261745294591	-3.4922635588953383	4.733530369724985	-3.9560250469132416	-9.658323190579175	11.088220763374629	-0.8169761429635423	-7.700542008611162	2.003128905018128	0.1984441777410658	NA	NA	NA
Bacteroides_sp_CAG_530	ethnic_group	asian-black	0.5714396267662433	0.8327945974523423	0.5329865857826385	0.8975979307078995	-3.7318372257154113	-3.4390519985470895	-3.8025026493344622	-0.13968542126701067	5.089716194821152	-0.02252994124733173	-4.631259650914559	4.93818677355169	0.48437501988753007	NA	NA	NA
Bacteroides_stercoris	ethnic_group	asian-black	1.8957248162387475e-4	0.008868830820323834	2.734107997265892e-4	0.03798238493962178	-3.1597315636025147	15.454885866576301	-3.8877198397198676	-19.20093465730506	5.04726362263166	-3.492326973672573	-27.486850258939143	-0.7822586329295189	2.740749572099097e-4	NA	NA	NA
Bacteroides_thetaiotaomicron	ethnic_group	asian-black	0.8580415884587417	0.9601049156782802	0.8328424043062201	0.9768813756946132	8.175675350515494	5.975032209315737	8.175675350515494	-0.08178188836759581	15.246204751463157	-0.00860732828558735	-6.216908544844422	6.144487755566074	0.4941634314894247	NA	NA	NA
Bacteroides_uniformis	ethnic_group	asian-black	0.02995796752675288	0.29802912930756126	0.33957834928229663	0.8750931797594035	13.273831639872231	14.052537139373696	12.64381279095544	-1.6075199993332987	6.891064439506175	-0.20108631781323166	-14.738905080403391	1.7394288744595447	0.3540858043482948	NA	NA	NA
Bacteroides_vulgatus	ethnic_group	asian-black	0.010969349471386843	0.16405472352019335	0.14215225563909772	0.7446052702116709	12.602485828741237	17.15361680292902	11.151671086649209	-5.310547623366231	10.045524263554103	-0.5098781793490875	-11.721356953039466	2.641366532563196	0.2656253819432493	NA	NA	NA
Bacteroides_xylanisolvens	ethnic_group	asian-black	0.5862556056668503	0.8720718891164871	0.6583240772385509	0.9422375888404733	3.540191260975199	-1.9632852663365838	5.889364002137689	1.5112026324535108	13.098065963983352	0.1767671951574809	-2.804652761836877	6.476725772568994	0.4140626126008935	NA	NA	NA
Barnesiella_intestinihominis	ethnic_group	asian-black	0.017700623679286955	0.18592284648948726	0.2105540840738209	0.7385892170770306	-1.6446576983544805	-3.7876787470540236	4.963959749722695	6.42714215023787	10.904072142510532	0.6568966346378358	-1.7292923189744114	8.86855061430003	0.2918291114931511	NA	NA	NA
Coprobacter_fastidiosus	ethnic_group	asian-black	0.5866876415266019	0.8508779816201119	0.6047921650717704	0.9205830615077577	-3.8205335129320215	-3.549551784603283	-3.899370611266736	-0.24299531913055716	5.669482728532174	-0.03725878686829031	-4.190845219553241	6.361679564265723	0.4785992488404336	NA	NA	NA
Butyricimonas_synergistica	ethnic_group	asian-black	0.7466465776653954	0.9248014845576833	0.6406164559125086	0.9398042498786779	-2.792078514046546	-2.0303738228996995	-2.9757675135091883	-0.2387263559921493	11.421331477917231	-0.017382926450499877	-4.731530927226095	5.679968019638485	0.4726562848734857	NA	NA	NA
Butyricimonas_virosa	ethnic_group	asian-black	0.3267058014133351	0.6725033628153466	0.5496037679425838	0.8985283621818785	-3.536283426345456	-3.8550732146752686	-3.396203472005528	0.6739176414889076	6.378378019532004	0.0982741793490629	-3.1439549023574145	10.584686235896477	0.4396887931704995	NA	NA	NA
Odoribacter_splanchnicus	ethnic_group	asian-black	0.152780132892135	0.5874913539242198	0.6974923103212578	0.9597218695064136	11.88092453365417	11.057064416206547	12.018376018197035	0.5400463041569061	3.430091345427975	0.06800522366321438	-14.928276013173324	4.869289027309688	0.41796885719278304	NA	NA	NA
Sanguibacteroides_justesenii	ethnic_group	asian-black	0.5579018562892076	0.8229528241407672	0.5346719070403281	0.8869219515853651	-3.925489338650719	-3.53374170296191	-4.052480391782236	-0.5908456270480453	4.683058610942366	-0.1020931064563204	-3.4617607725180903	3.3118788546855407	0.4375000807338834	NA	NA	NA
Paraprevotella_clara	ethnic_group	asian-black	0.5226043020201	0.8021756895785883	0.5842318865345182	0.9150223277199466	-3.5122515554403773	-3.608994382064596	-3.474799558968824	0.29840944763864563	5.883717781005526	0.04609449437498661	-4.255779452534558	5.6662679411586945	0.46093754997529246	NA	NA	NA
Paraprevotella_xylaniphila	ethnic_group	asian-black	0.3406675686973353	0.6819074462466395	0.5590706168831169	0.897275464236193	-3.1851018785313165	-3.3731535993829134	-3.129999050136748	0.5722445170083237	6.947368186431609	0.06665169921556946	-2.6530756642818343	6.7604069794497486	0.4570313050438055	NA	NA	NA
Prevotella_copri	ethnic_group	asian-black	0.6229999918629133	0.8900776156296268	0.7784528793574846	0.9675087056869269	13.009561794076129	4.013033284441	13.551287018126674	1.4945051442019306	19.760607626749913	0.14262361658216094	-6.2969871962959685	8.690356503096556	0.4396887931704995	NA	NA	NA
Prevotella_sp_885	ethnic_group	asian-black	0.15500605025606454	0.5098806356971185	0.5043574846206426	0.8736781145474183	-3.1002459871675274	-3.807370768100883	-2.8300329468352423	1.2708884392599291	7.4840581747362585	0.15852717493868534	-2.4392537586327183	10.580200254618807	0.38910520551844874	NA	NA	NA
Prevotella_sp_AM42_24	ethnic_group	asian-black	0.8518295697861032	0.9568909188658903	0.6696182928913192	0.9476149742977327	-2.49611739156769	-2.746578236131059	-2.453578784260799	-0.39837275429575847	17.634077122371547	-0.025181268481643503	-8.57755914467872	5.453578505929861	0.47081715756796205	NA	NA	NA
Prevotella_sp_CAG_1092	ethnic_group	asian-black	0.3124272696258886	0.6682713342529291	0.5627007860560492	0.8923927133329412	-3.1256395952790843	-3.619142772616012	-2.9951047231621732	1.0889165139680816	7.050701666911353	0.13166998588757886	-2.4804903842683097	8.882205869252793	0.4101563680532232	NA	NA	NA
Prevotella_sp_CAG_279	ethnic_group	asian-black	0.16443825917429808	0.5352716419628482	0.5890913362952837	0.9108610324407826	-3.066844558062318	-3.45004855650393	-3.011748448617398	1.4101989045722174	8.477582074887103	0.10361936490155504	-3.0033544819528273	12.425913708712224	0.4163425210405473	NA	NA	NA
Prevotella_sp_CAG_520	ethnic_group	asian-black	0.4535028452617964	0.7669684208291732	0.5802183014354068	0.9131706753201644	-3.6207715699339182	-3.6074477693863773	-3.62621981735224	0.05313755612054649	5.859857435991593	0.004894654422429853	-3.3674019300114524	5.52496627308416	0.49218750993648036	NA	NA	NA
Prevotella_sp_CAG_5226	ethnic_group	asian-black	0.722871261633273	0.9168160737170508	0.5720266575529733	0.9130091527726694	-3.0789345090939424	-2.5707883273080387	-3.205595852462917	-1.6089063990749182	15.836252596602822	-0.10999809985174751	-9.109786035490695	7.248888131851826	0.39453139035466867	NA	NA	NA
Prevotella_stercorea	ethnic_group	asian-black	0.2688856551535705	0.6505463225753502	0.5780641233766234	0.9096182289177102	-3.2687012795058976	-3.4797070512380053	-3.21026069819429	0.8989644364125073	6.941582973570487	0.07993228791675247	-3.653706557554515	7.004565634879143	0.4375000807338834	NA	NA	NA
Alistipes_finegoldii	ethnic_group	asian-black	0.8366515248848982	0.9535414639709985	0.7255703178400548	0.9638982206448461	9.146569071295765	9.007822312150982	9.597339426818202	1.51125001125431	13.1956709994452	0.156991772170758	-6.559204893872037	5.28782970509209	0.40234387910039493	NA	NA	NA
Alistipes_indistinctus	ethnic_group	asian-black	0.019061668755989438	0.18844840814882363	0.28463132262474367	0.7783331397148712	-1.7491440779776681	-3.5824587960806937	4.779090310172863	10.103560807500685	11.15911233653031	0.7742144115891281	-1.446005004216777	11.7348656778782	0.28515658504532126	NA	NA	NA
Alistipes_inops	ethnic_group	asian-black	0.18051406658145994	0.595765482368516	0.2940255468215994	0.8295606967550156	-2.3703814074280523	7.864580967108467	-3.1052443574840467	-9.190220386450086	11.841365055271224	-0.648242580678819	-13.639678767462648	3.9042483998119786	0.3229574538350566	NA	NA	NA
Alistipes_onderdonkii	ethnic_group	asian-black	0.5230412176845958	0.8147626759367321	0.5464456596035544	0.8987111610897488	-3.8099584560905857	-3.721235412717169	-3.844024280924355	-0.24533376358775705	5.585574190674693	-0.03165885793587515	-3.8463622588700965	5.292457018837254	0.4785992488404336	NA	NA	NA
Alistipes_putredinis	ethnic_group	asian-black	0.08585247187512322	0.4225219131110357	0.5079417293233083	0.8697234517447351	-2.6708058644526513	-3.566823459872216	-2.4056720677724552	2.2801444500528643	9.806950263408991	0.21710664738557062	-2.814781954605296	11.2395920365365	0.35019476017559	NA	NA	NA
Alistipes_shahii	ethnic_group	asian-black	0.45507793098833377	0.7985676097923995	0.7445221719070404	0.9644053891214805	3.281404560363119	7.841516577541272	-1.5230985110657578	-4.65042182433263	13.227678215987371	-0.41154776821876377	-6.4982420537558045	4.763175784581228	0.38910520551844874	NA	NA	NA
Parabacteroides_distasonis	ethnic_group	asian-black	0.8457491636656461	0.9562974692874862	0.3692669172932331	0.8844547126852224	14.320211446884109	13.957363815018308	14.49026591570781	0.9343825964873167	2.6544708020936474	0.2378459576406061	-11.240427486839113	8.197159923590336	0.35156270698974057	NA	NA	NA
Parabacteroides_goldsteinii	ethnic_group	asian-black	0.00886089166384147	0.11386273319815848	0.14957493164730007	0.6974717515117882	-0.8341450434637991	-3.6772842490618203	8.1003390374126	11.0796693969828	10.956245270699037	0.8627406286517463	-1.1573268943152264	11.443626565879878	0.2295724667028798	NA	NA	NA
Parabacteroides_gordonii	ethnic_group	asian-black	0.38247537449391544	0.7245741231806974	0.5902939166097061	0.9120876145305903	-3.5279642087091627	-3.6398780056378897	-3.5076772044706725	0.3714342178890906	6.859769776699441	0.06432390561840243	-2.729485816809026	6.258871113475492	0.45914402076543276	NA	NA	NA
Parabacteroides_johnsonii	ethnic_group	asian-black	1.609096064687225e-7	2.2943670833921348e-5	0.0019138755980861242	0.0960709182995367	-2.982634997364128	11.77843864636344	-3.775521254227268	-16.143613742653237	4.048592826070446	-3.60692293471193	-35.65742844681473	0.3348572921123304	0.042805075228208096	NA	NA	NA
Parabacteroides_merdae	ethnic_group	asian-black	0.003668851227302535	0.06124969813073446	0.11796821599453178	0.6228379403581552	5.813075301369247	-3.3987709792861818	10.999620864257679	13.286725387076824	12.018371436509574	0.9395859828299682	-2.5160330011557197	14.546356231063712	0.22568142899200763	NA	NA	NA
