otu	cat_var	comparison	we.ep	we.eBH	wi.ep	wi.eBH	rab.all	rab.win.high	rab.win.low	diff.btw	diff.win	effect	effect.low	effect.high	overlap	rab.win.mid
Actinomyces_sp_oral_taxon_181	CD8after_48	high-low	0.2829728039607031	0.4977853128610754	0.16366509275800592	0.3693785177373069	-2.6609513011144212	-2.693362816674261	7.962322041306479	9.365914582696721	10.271135821710928	0.7946356110745896	-3.4905077609925304	16.39150811379789	0.23437583654274616	NA
Actinomyces_sp_oral_taxon_414	CD8after_48	high-low	0.008938544461761845	0.04621863440709406	0.003990586485840922	0.1556939383753696	-2.7334186531060407	-2.8090003568933017	8.568545971694286	11.268140889186007	4.161101633987806	2.9626575965706925	0.5377811633265366	26.17820328202096	0.005260450607949098	NA
Actinomyces_sp_oral_taxon_448	CD8after_48	high-low	0.6869956870322876	0.7913637278385484	0.6553702201232613	0.7784059265147205	-2.453395493305914	-2.4529294584603605	-2.5779317212980857	0.4147002203722767	10.545716327052876	0.04703381060302211	-4.600444782072515	7.660261593193191	0.468750070918891	NA
Actinomyces_turicensis	CD8after_48	high-low	0.2092860189039201	0.3774182486332054	0.3250383941243789	0.5138313816763214	-2.410924513579907	-2.3703025089664767	-4.0536538975428	-1.682817515297149	5.272694442566225	-0.2351913269211352	-6.396837396734776	3.0414933382213363	0.3281254405908101	NA
Actinomyces_viscosus	CD8after_48	high-low	0.5712676495681009	0.7156611351870699	0.6018329887258884	0.734422674587478	-2.8247268246757375	-2.8291248538526403	-2.398763843505078	1.7738522433632067	8.949900775389839	0.24367528928748894	-3.065338859903676	5.832409018327779	0.39583357948982467	NA
Alloscardovia_omnicolens	CD8after_48	high-low	0.4140485720570919	0.5660081587400567	0.4282906137427184	0.5979221494878914	-2.886338613255159	-2.8611490639670336	-4.117452239794709	-1.303898284669021	4.4808734881321435	-0.23313269534986242	-4.668681174384112	3.329971390405031	0.3750003014047682	NA
Bifidobacterium_adolescentis	CD8after_48	high-low	0.016000818682817847	0.060078835298758716	0.05803721800541049	0.23521282066220756	2.1010880959341147	9.306289029046388	-4.399768914878985	-15.808511773472354	10.957327581021623	-1.0746387127948427	-15.047101017736786	1.1657620791710057	0.14507932060197004	NA
Bifidobacterium_animalis	CD8after_48	high-low	0.2807022511105007	0.5007674836190424	0.16584699340983644	0.3703209690500167	-2.533964156510457	-2.568086217679893	8.456223860788977	10.209519189974994	11.507126289937688	0.8015427540764272	-1.9799093953794242	9.770269169953469	0.22279882279503002	NA
Bifidobacterium_bifidum	CD8after_48	high-low	0.19132395923097426	0.35359640220453176	0.3925230851071905	0.5682264863716574	-2.5416417685072616	-2.50883874529541	-4.002849064811535	-1.8755922404558873	5.401672731970084	-0.2820306590586785	-8.202800454183144	2.4786836793006364	0.33160664253884775	NA
Bifidobacterium_breve	CD8after_48	high-low	0.3759639996953766	0.5389261167243787	0.3841151959528665	0.5584422792575321	-2.7688612437563425	-2.741633389030099	-4.305518056866854	-1.7118498233683859	4.698373879199892	-0.31931323743903683	-5.697515075719677	2.705486959672898	0.34715063626832904	NA
Bifidobacterium_catenulatum	CD8after_48	high-low	0.1264182820182769	0.2849607587037406	0.32733782106860854	0.5135590233438304	-2.255007763884331	-2.210247914437133	-3.9753837504538865	-1.8950506950150388	5.969064219710795	-0.3150596240483725	-6.914222732067945	1.8508982053528134	0.3072921782887413	NA
Bifidobacterium_dentium	CD8after_48	high-low	0.6377623277698414	0.7591650148469634	0.6182630731376185	0.7498812435771478	-2.5874825843447997	-2.5890455018195624	-2.4997413941183666	0.8032362421887385	10.294427268828386	0.10164475849988217	-4.401182340744592	7.17177723227546	0.4583334281811429	NA
Bifidobacterium_longum	CD8after_48	high-low	0.6606305005852492	0.7763809598041103	0.472707817382217	0.66206523141281	8.469986320010804	8.345737774833319	15.139899588805871	2.3423767272991665	17.98517891597846	0.13282989727141697	-6.972296239569308	7.439545315511019	0.3750003014047682	NA
Bifidobacterium_pseudocatenulatum	CD8after_48	high-low	0.0951804787755471	0.23918446890843287	0.2596451495894299	0.4516390628227587	-2.0691263618076867	-2.018480148876572	-4.024100413708801	-2.2338695458282203	6.233905623802286	-0.3052148360123996	-9.186534874292139	2.5208003484776413	0.28497468346637034	NA
Gardnerella_vaginalis	CD8after_48	high-low	0.41291315206591617	0.5777392624082357	0.4206568682975196	0.5938155089100572	-2.8433579388593113	-2.8242318607695616	-4.197389625761765	-1.1469169296957524	4.64875673784155	-0.26966635522526594	-4.833138161726165	2.2206028210192996	0.36979198242064654	NA
Parascardovia_denticolens	CD8after_48	high-low	0.6001392611536992	0.7341664199032634	0.5761436593482232	0.7207290680678526	-2.8606572490413207	-2.8627487543896493	-2.7267650331040088	1.3258670330124271	10.40977935015474	0.12133575001044451	-3.5327759807739363	4.364657640344705	0.44041464299558164	NA
Scardovia_wiggsiae	CD8after_48	high-low	0.6965421319285054	0.7977823670868697	0.6356632521800046	0.7642697704320625	-2.5258682672821156	-2.5286673909882946	-2.4053116380786115	0.5086700099807233	9.799182950112641	0.0654674080624594	-4.898453080932712	4.020690907293078	0.47668399009963064	NA
Corynebacterium_durum	CD8after_48	high-low	0.4144094504923373	0.5769001513040157	0.4362605422560756	0.6030749891102869	-2.799119902569359	-2.7695583533809085	-3.9102007270371484	-1.6563884621561549	4.264409044007117	-0.2929927333334974	-5.095599503472561	3.097322149290579	0.3678759654424863	NA
Rothia_dentocariosa	CD8after_48	high-low	0.5908963629557005	0.7286639398945947	0.5831578204393566	0.7245426102376611	-2.63361303535485	-2.6383194370560776	-2.309877867259946	1.5745071496330691	9.7546263131886	0.19535436309858978	-3.3146956555258678	6.564747975967646	0.41968930359850415	NA
Rothia_mucilaginosa	CD8after_48	high-low	0.8145270342531709	0.8783364846224232	0.698024522363407	0.8129987207202158	-1.9190811349836814	-1.910861907107515	-2.55575135818901	-0.3292545949636061	11.755440863922502	-0.031249987584612685	-5.816129095336375	6.552419080392902	0.47916671384314896	NA
Propionibacterium_acidifaciens	CD8after_48	high-low	0.6173197201878776	0.7479455496851896	0.6351200857331782	0.7672948743873461	-2.585672620485676	-2.5865256910100705	-2.50092958267472	1.2868111976616863	11.606399768731004	0.11883972558357941	-4.155920310248384	11.9331978898479	0.42487063828157756	NA
Propionibacterium_freudenreichii	CD8after_48	high-low	0.42255285835302225	0.5688767666677358	0.3873781318814017	0.5591210961481	-2.91639696773173	-2.886395704310223	-4.479014554302205	-1.4685625896841064	4.644452281303799	-0.2501153229289146	-6.684568111177192	4.112450518135859	0.3229171243820439	NA
Pseudopropionibacterium_propionicum	CD8after_48	high-low	0.39533797041451296	0.5502427699811132	0.4058399322063076	0.5810347728602032	-2.8938433457378387	-2.8655695269450696	-4.346861013933326	-1.6671042958375732	3.993203302605764	-0.30671035098873867	-5.640858282597569	2.5682851524450623	0.3575133003109629	NA
Atopobium_deltae	CD8after_48	high-low	0.2997128115550627	0.47119623775462904	0.3936925555789831	0.5651042225605785	-2.535756478615104	-2.5025969647824855	-4.136691450139516	-1.6635521794955146	5.387591552505869	-0.2929151031278797	-5.4808552739604375	1.8787790186074924	0.341969304696059	NA
Atopobium_parvulum	CD8after_48	high-low	0.6082937757762622	0.7358088865517564	0.5790936408159909	0.7246922108720713	-2.8755484574957375	-2.880896535846368	-2.5589738395967885	1.147182805507983	6.1320993750311406	0.16312352194160462	-3.5793620660619325	4.478427193832665	0.45077731327022447	NA
Olsenella_scatoligenes	CD8after_48	high-low	0.03865815836527159	0.1258328283610546	0.07072850653025674	0.2542339794638199	0.8391694155943252	1.1366859950047807	-4.335591851473648	-8.273901432065372	7.613168782569551	-0.9374596007093798	-13.469169571089568	1.7407721530817435	0.18229287116029563	NA
Olsenella_uli	CD8after_48	high-low	0.23991156588549298	0.45319425136559616	0.11822377402035246	0.31552619597689746	-2.9047573008785452	-2.9388735791267635	6.391492245270124	8.031023546647527	7.196756920421485	0.9277062156545336	-1.7461770675371386	16.80796568125553	0.2020735722673617	NA
Collinsella_aerofaciens	CD8after_48	high-low	0.006106968273350833	0.02784017841206503	0.008951687744610304	0.16014195310805726	17.231824938135567	17.26561149366664	-4.290558979933664	-21.116387983289172	5.683266629363571	-2.3165150527773717	-35.705838496109195	0.2795376671001549	0.05208845857586993	NA
Collinsella_intestinalis	CD8after_48	high-low	0.30973091009344345	0.5286816467840874	0.16093039198838016	0.37470590090150196	-0.9300760708832794	-0.9667659010583574	17.53649337765467	12.933441079709768	12.104299714757174	0.8727367818748313	-2.480853003333432	18.176119660285938	0.26562567900481326	NA
Collinsella_stercoris	CD8after_48	high-low	0.879523668472825	0.9201148766473963	0.4211879014935558	0.6273832840751851	10.188721208493913	10.173906206470006	11.571272612275813	1.1267041224053376	13.422265740076963	0.084921510499477	-20.90886064027272	11.501213305537366	0.3782386315434618	NA
Enorma_massiliensis	CD8after_48	high-low	0.17730151488109544	0.3504180113393778	0.29296443877829287	0.48601787473484254	-2.0167725166598096	-1.9616143530947614	-3.7475486875557156	-2.8830894567672853	5.308313319927912	-0.5067360500270794	-7.718890147264943	1.1718666462929224	0.2604173696561931	NA
Collinsella_massiliensis	CD8after_48	high-low	0.3347799916807436	0.5507689263661757	0.1187238208832067	0.3258941273792906	5.90061037099827	5.994560941583296	-2.8152508417853817	-4.409755343539498	8.937993502869396	-0.6582346079378547	-7.319626762709701	1.6241177724319389	0.23316145645076272	NA
Adlercreutzia_equolifaciens	CD8after_48	high-low	0.3345033709102446	0.5464914032935724	0.20961817962757487	0.4251508657397361	-2.0349778068233757	-2.0597949235798563	13.457648412659065	12.971587218769582	14.8924918522408	0.7861534297935717	-3.387884369891329	18.094352344392867	0.27604229999348795	NA
Asaccharobacter_celatus	CD8after_48	high-low	0.33959046275638916	0.5530070409107973	0.1778290797368893	0.39084922907779857	-1.8505548750954084	-1.877899878574727	14.329743331318863	13.944022175795919	15.88014290641779	0.8226748050042767	-4.628181648149941	26.94116556895562	0.2604173696561931	NA
Eggerthella_lenta	CD8after_48	high-low	4.499114147516863e-7	7.3759558265477074e-6	0.014836290396286046	0.16654558774271835	-0.8772729886806871	-0.9855158550357466	17.069209460881904	17.986600434956113	9.95280492496501	1.2882973003051776	-0.3414592192974594	26.393517940793693	0.10937726601935378	NA
Enterorhabdus_caecimuris	CD8after_48	high-low	0.024989838203672454	0.10209416976599986	0.0058441728857271105	0.15574545054358463	-2.495250079750388	-2.563555655137037	8.660199883641635	9.978159706801614	5.118924867419003	1.8482406458873075	-0.5132052970306212	33.60264673558578	0.036276844328243754	NA
Gordonibacter_pamelaeae	CD8after_48	high-low	1.2606578986860995e-6	1.8601306047008296e-5	0.013945999007263234	0.16613462407251267	-0.31190060938839004	-0.43156024550676797	14.16873773342709	14.889231761031741	8.125186798501309	1.3176031382413895	-0.6737054187943874	33.42457024937026	0.08290462227165131	NA
Slackia_isoflavoniconvertens	CD8after_48	high-low	0.009632977784475923	0.04126427439324175	0.020093699653386494	0.17621732557760572	12.888414986386884	12.949451425950313	-4.15213203783509	-16.348107170790804	7.126089174536077	-1.4513968928983116	-17.165632374548217	0.5253650581212471	0.09844812603851023	NA
Bacteroides_caccae	CD8after_48	high-low	0.00218845173835306	0.015123580315505763	0.020529049369051717	0.1742304051269002	-0.8163833852930402	-0.9095725999244202	14.924362999919902	15.696186928078497	7.462151431692515	1.2692202768583165	-0.6450348470948905	20.41192798654064	0.10881054626871159	NA
Bacteroides_cellulosilyticus	CD8after_48	high-low	0.15234234800695742	0.3166538311824688	0.3060121319133251	0.49284056305833296	-2.243761293918743	-2.1998881347835457	-4.23483302282448	-2.7103459096074207	5.98178597730784	-0.34800510498064	-9.179417384578104	2.134996656847325	0.29166723654711024	NA
Bacteroides_clarus	CD8after_48	high-low	0.10102019801327733	0.24088675690970227	0.26548252727343224	0.4599004892083894	-1.880931507862373	-1.8327216331002791	-4.2062812526078535	-2.547884691890804	6.6681664393181475	-0.3156656704125197	-7.399941497273777	2.24651153826548	0.26562567900481326	NA
Bacteroides_coprocola	CD8after_48	high-low	0.4192526833494439	0.5714299365257883	0.4602625343686153	0.6204481429266097	-2.8198129073239695	-2.796072403755632	-3.955727221377556	-0.8613355785756163	4.7026223845270465	-0.13037845004299908	-6.514048247946148	2.8276887847124814	0.39062525967192036	NA
Bacteroides_coprophilus	CD8after_48	high-low	0.00037759398735879186	0.003448501140389041	0.004216908554587108	0.1556939383753696	-2.7879247005424084	-2.8507901588850544	8.298664253168145	11.315933345735191	2.779970273559085	3.891119253797733	0.47134070800394007	28.669767065774344	0.0259172268997107	NA
Bacteroides_dorei	CD8after_48	high-low	0.7328828202713381	0.8240525171113593	0.8009133294815397	0.8846033386749332	-0.48130233579375137	-0.5226187822923762	9.756395293330378	0.6297677675644149	14.559858233335174	0.04348671648934489	-6.027387120789044	7.766812460273201	0.4715026546350488	NA
Bacteroides_eggerthii	CD8after_48	high-low	0.35138577645170926	0.5562725596434298	0.31642380137289383	0.5208828620212863	-2.170376152023941	-2.202672656994446	9.65866320347924	10.347947364072791	11.959070639791488	0.7293500071202464	-5.013915025719233	23.376643297248123	0.31770880857926515	NA
Bacteroides_faecis	CD8after_48	high-low	0.2873584507611235	0.4514165856669268	0.4121158550624547	0.5848902291826175	-2.6482342325808563	-2.617303292663877	-3.938490717978876	-1.504379110953936	5.024549434901882	-0.2280270672896822	-7.178238288509229	2.7222932124183217	0.3678759654424863	NA
Bacteroides_faecis_CAG_32	CD8after_48	high-low	0.3820236300100045	0.5447136351819472	0.3874336650626209	0.5588964339681234	-2.879420568441663	-2.847641219073381	-4.391094198573555	-0.9991398140047565	4.644763474576115	-0.20557479585827393	-5.630835387621561	3.299494814749817	0.39583357948982467	NA
Bacteroides_finegoldii	CD8after_48	high-low	0.31945677553369406	0.5312433211807471	0.25351023161120717	0.4610441607864112	-2.3270290860068155	-2.3625026970393854	10.055484113411529	10.323899773043271	12.394316905142102	0.6960215662722677	-4.1908639909653616	15.196161457478645	0.26562567900481326	NA
Bacteroides_fragilis	CD8after_48	high-low	0.05340574394490314	0.1506057758480055	0.2820815059384124	0.47786235916582304	-1.8452043529876416	-1.7871939814362374	-3.7525660031128503	-2.1224986542003865	6.843953487231759	-0.24633901207519399	-8.673611714306938	2.2311573011021983	0.30208386385344066	NA
Bacteroides_galacturonicus	CD8after_48	high-low	0.16851515563571268	0.33919746827450376	0.3232765088489595	0.5051779530269324	-2.2343734925675367	-2.1935862495459766	-3.9713749480180933	-1.8932584072587542	5.960937369075083	-0.3238840765251858	-6.5010616707713	1.7974071927248194	0.3281254405908101	NA
Bacteroides_intestinalis	CD8after_48	high-low	0.2537821346572154	0.4266616883981692	0.4056528682019229	0.5746024144130217	-2.6530649739165018	-2.622726439039827	-4.056179615384078	-1.6922181456710312	5.267413525779629	-0.2542032445450364	-5.43194742904393	2.6030025581048086	0.3212439818290868	NA
Bacteroides_massiliensis	CD8after_48	high-low	0.27371898038617354	0.4971973816612637	0.1913089085490153	0.40203551854364517	-2.5496739567131055	-2.5859858339782082	12.417358774639748	13.224537383056118	12.99056639214379	0.8586166063533771	-4.865226721869318	35.06382558383114	0.26562567900481326	NA
Bacteroides_nordii	CD8after_48	high-low	0.42345686741459193	0.569143711341255	0.443609352001138	0.606752754847589	-2.7712856873343625	-2.748908044780709	-4.1385833343611225	-1.652788543943057	4.746051896800751	-0.2592271146178231	-6.593542334545891	3.266887955473596	0.3678759654424863	NA
Bacteroides_ovatus	CD8after_48	high-low	1.6538791865976915e-4	0.0016933893773110967	0.08110925575600886	0.2778511512186036	-0.040738984327576944	-0.1749580306952545	12.644516917241685	13.41076923072969	8.274228988647273	1.041133068716785	-1.1449402404286633	19.53762695903375	0.20725488253161325	NA
Bacteroides_plebeius	CD8after_48	high-low	0.6594621032626209	0.7754928346045907	0.6458577303833435	0.7752824637151683	-2.6372613648166787	-2.6383962702471653	-2.5891168158113587	0.9647459518476875	11.58353829371977	0.07973800454709583	-3.7890244817471275	8.045361244443018	0.44041464299558164	NA
Bacteroides_salyersiae	CD8after_48	high-low	0.09317756592201745	0.2321700338923027	0.3238520236704193	0.5144811586194242	-2.1073467966790975	-2.0769007906867873	-3.942145384390395	-2.7474722283846926	6.96941649351146	-0.28680950030013164	-8.945292278689557	2.27777982108957	0.2812506115426518	NA
Bacteroides_sp_CAG_144	CD8after_48	high-low	0.6189548594141396	0.7468838997722865	0.60691792113162	0.7436358921955999	-2.680957796287064	-2.6816907994676384	-2.6131808648858375	0.6968547850320297	9.42293150008173	0.08027338518223	-3.1415894995879086	6.732645722622891	0.468750070918891	NA
Bacteroides_sp_CAG_530	CD8after_48	high-low	0.03466974418654332	0.11483396132882798	0.13459597834498713	0.32948532872063824	-0.9353466955630161	-0.8401418451609093	-4.346136789160676	-5.357384414299927	8.136418989472268	-0.672773970245813	-11.821471700934335	1.3725188435108497	0.2124361944531906	NA
Bacteroides_stercoris	CD8after_48	high-low	0.001382046977202689	0.010641141282134553	0.022181931814706728	0.17596380685006285	-2.0159866374712685	-2.0930073167018897	12.90755516252602	15.311277140259715	4.437384740126291	2.5351707313146106	-1.735775902791662	28.583819920255028	0.10881054626871159	NA
Bacteroides_thetaiotaomicron	CD8after_48	high-low	0.3398344323673933	0.555791929274783	0.40709035223027384	0.5981964745193223	-0.3808494969005167	-0.34663075644499486	-2.199764281937046	-3.321802961736088	11.099513636029961	-0.33207461572196595	-6.2306313517305005	3.1415824074846834	0.34895870905425247	NA
Bacteroides_uniformis	CD8after_48	high-low	1.723415565061437e-6	2.507741363542766e-5	0.09153805986102241	0.29330651262574997	12.752089103512922	12.63517204770037	16.994843360664404	3.695601481857209	6.663107038061161	0.5954167387458449	-0.9581972378418053	11.8744820176704	0.22279882279503002	NA
Bacteroides_vulgatus	CD8after_48	high-low	4.2053206899729203e-4	0.0037054844529486766	0.14341507417547683	0.36204229292362494	12.768948190429576	12.656905646753788	16.484384306636258	3.119008471188348	7.487891646471698	0.4211391015733865	-1.595871248654587	19.07551346166114	0.27604229999348795	NA
Bacteroides_xylanisolvens	CD8after_48	high-low	1.6834144558640372e-6	2.2983550200895843e-5	0.16094785683791385	0.3835832253445879	-0.15866669548756995	-0.28984838967526727	10.578618107718807	10.858096912048723	8.15498319353021	0.8476813007703135	-2.7170831836587985	25.135363749826368	0.2538867370173688	NA
Barnesiella_intestinihominis	CD8after_48	high-low	0.04061759786714465	0.12731772201385796	0.17435244344078887	0.37284279418628735	-1.3753533260120214	-1.3060889746487234	-4.08405372905662	-3.0561623053790505	6.621591256061796	-0.42530492447589685	-11.85648054188946	1.8254770572851453	0.2604173696561931	NA
Coprobacter_fastidiosus	CD8after_48	high-low	0.7161069699733809	0.8119311850735291	0.6217668732301773	0.7609081386111329	-2.4081670498072345	-2.409624263640188	-2.338076695081698	0.1799269851941716	10.829828115325952	0.020399391487265897	-5.102156520955159	5.284138778504989	0.47916671384314896	NA
Coprobacter_secundus	CD8after_48	high-low	0.3172378387190461	0.48240912890504517	0.36583913334262386	0.5446739984065173	-2.756520832328663	-2.723990198042017	-4.219304234204037	-1.689387044684322	4.438420639480173	-0.28513601186109266	-6.556689537653389	2.433867723429307	0.30208386385344066	NA
Butyricimonas_synergistica	CD8after_48	high-low	0.1134730446612174	0.2694445099970526	0.25762672097759687	0.44850217951987237	-1.9715441081686365	-1.9315587723976613	-4.179977724239642	-3.2332784639781824	6.199850637140171	-0.49597135771893325	-8.685434205875717	1.8316516460924581	0.29015601023893667	NA
Butyricimonas_virosa	CD8after_48	high-low	0.5096105605639496	0.6699480886482043	0.573042263893354	0.7261372734369685	-1.3005734224432466	-1.3435860950249179	8.11508439933307	2.9775636097184925	11.536603609711946	0.4170968883611692	-4.710316959739382	10.71132425033797	0.39062525967192036	NA
Odoribacter_splanchnicus	CD8after_48	high-low	0.004729444453784495	0.027487352239187652	0.5072026293759119	0.6921768274752597	11.515488062137141	11.45912670148638	12.44429406426378	1.126323612999899	7.555857170149029	0.17347136357294227	-2.257533904336962	11.794872732168589	0.3937826322774743	NA
Sanguibacteroides_justesenii	CD8after_48	high-low	0.36916393345986404	0.5240231006500363	0.4271997107784262	0.5930219900131937	-2.727565497312371	-2.694698075828164	-4.187341987804684	-1.3828095587654712	4.661905304566957	-0.23532750205852343	-4.688836851325628	3.4921522269028333	0.3730572983788177	NA
Paraprevotella_clara	CD8after_48	high-low	0.3999257025304601	0.5606802764959752	0.40105520794425337	0.5717671708837271	-2.821860354643798	-2.802135854519488	-4.142446488302108	-1.3839317949841554	4.686757137740942	-0.2683410822761497	-5.468796922175001	3.1106267525481517	0.3593753451929687	NA
Paraprevotella_xylaniphila	CD8after_48	high-low	0.5565191358761481	0.7046652761998434	0.5998750317493721	0.7469901113507679	-0.999575931213128	-1.0327749127724886	6.915732122857192	3.2441886849415003	11.52506392186401	0.4283599166756318	-2.7871400638966173	8.301274533471442	0.3937826322774743	NA
Prevotella_bivia	CD8after_48	high-low	0.41869691048250274	0.5754867782202236	0.4137199340870684	0.5797494751190782	-2.8563620474947076	-2.8263399977231494	-4.152105783516246	-1.632395805319133	4.653488128103353	-0.30656705937698603	-6.691456239070131	2.3722736375760647	0.34895870905425247	NA
Prevotella_copri	CD8after_48	high-low	0.668253846547332	0.7809377397863977	0.24950528080869067	0.4774300995948694	17.418611280768744	17.498054329606937	13.782370639872374	-2.909577306465339	18.9680350912272	-0.19860786014452197	-11.892131998378687	8.061097155522857	0.33160664253884775	NA
Prevotella_sp_885	CD8after_48	high-low	0.017086685383631818	0.06085291038150846	0.09382325775865663	0.28135134040325505	0.08157334442716646	0.27141683686339846	-4.432333783975729	-8.625744836433524	12.744499370957408	-0.8187274903649251	-13.973794216812149	0.719626096391802	0.1658044601570453	NA
Prevotella_sp_AM42_24	CD8after_48	high-low	0.5522823144609583	0.70534306934939	0.48693152101872317	0.6717882156340408	7.806474986039426	8.938180975124071	5.56878781516003	-4.846201586058234	11.968232734587364	-0.3792253963532751	-10.569580127952388	5.799563760339046	0.3834199649231569	NA
Prevotella_sp_CAG_1092	CD8after_48	high-low	0.020166267413976747	0.07161415412970223	0.12319522116472767	0.32048769672562466	-0.040407062919518566	0.15938659536436894	-4.041541593122101	-7.8956834148816775	9.7786173414935	-0.8098457816582134	-10.911131321221923	1.5854869471344113	0.23958414114009113	NA
Prevotella_sp_CAG_279	CD8after_48	high-low	0.01767505385451993	0.06521826195397003	0.0911840952190662	0.27755367911693063	0.6034503671392031	0.8932869485635173	-4.059403948798964	-9.368963666161672	8.243912436067804	-0.9571950502282673	-14.161049169709635	1.2714542562202817	0.2020735722673617	NA
Prevotella_sp_CAG_520	CD8after_48	high-low	0.016373336860039077	0.05975783894663844	0.08098701474949942	0.2683878191040161	0.6985981673721877	1.0088508148279995	-4.1981401623159105	-11.069578159278581	11.298958879796718	-0.9182533238245898	-17.342411341457034	0.6925921529548185	0.19270944958575004	NA
Prevotella_sp_CAG_5226	CD8after_48	high-low	0.029614830632196193	0.09731992571999769	0.21730424900313233	0.4147987991597213	-1.4124931479358658	-1.3383958595818104	-4.004599321332753	-3.579739178613755	7.569352780043589	-0.5163197995233837	-10.76358189421731	1.6942963279901753	0.2538867370173688	NA
Prevotella_sp_CAG_873	CD8after_48	high-low	0.3592282613074888	0.5207136567228974	0.40357180734925674	0.5749695899832585	-2.838674786419274	-2.810638734191704	-4.216596310776362	-1.126190685594997	4.7810291098504365	-0.2091573561719589	-5.050153482908997	2.8354327328738056	0.35416702697949315	NA
