Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Ruminococcus_obeum_CAG_39	Otu_427	18.972394029897114	28.6187328721749	2.883352161656054	2.02240375193823e-23	5.915530974419323e-22	DTG_vs_RTVr	group	yes
Clostridium_sp_CAG_253	Otu_291	10.480749167686739	28.503001595098244	2.8834504913578347	3.04328236693979e-23	8.216862390737434e-22	DTG_vs_RTVr	group	yes
Faecalicoccus_pleomorphus	Otu_441	9.922290891355283	28.431559398537278	2.8834628073483417	3.906813483763419e-23	9.794939520006859e-22	DTG_vs_RTVr	group	no
Parvimonas_micra	Otu_496	8.195411310227751	28.176181895555924	2.883511714833394	9.494547966907115e-23	2.221724224256265e-21	DTG_vs_RTVr	group	no
Fusobacterium_ulcerans	Otu_510	30.87888450733637	-27.63799813720692	2.882648237071212	5.827045144710397e-22	1.2783080286208434e-20	DTG_vs_RTVr	group	yes
Clostridium_paraputrificum	Otu_286	2.543491566335544	26.57532570112302	2.884132885517594	2.0937346255463373e-20	4.3229461974515554e-19	DTG_vs_RTVr	group	no
Ruminococcus_sp_CAG_563	Otu_431	13.292738649714215	-26.471168281989954	2.882748939772185	2.821042247088309e-20	5.501032381822202e-19	DTG_vs_RTVr	group	yes
Leuconostoc_mesenteroides	Otu_236	11.109944919598718	-26.234088406755035	2.8827836238116507	6.084601726064249e-20	1.1240501083413426e-18	DTG_vs_RTVr	group	yes
Lactobacillus_curvatus	Otu_198	4.636649974948852	-25.011246776195797	2.8830783429734206	2.8880585106777434e-18	5.06854268623944e-17	DTG_vs_RTVr	group	no
Anaerofustis_stercorihominis	Otu_314	4.311732600352033	-24.91724356229612	2.883113521490284	3.858008077116682e-18	6.448384928895026e-17	DTG_vs_RTVr	group	no
Lactobacillus_ultunensis	Otu_226	3.0113898748182755	-24.390854675654396	2.8833010066882716	1.9135807765095288e-17	3.0530311479765667e-16	DTG_vs_RTVr	group	no
Lactobacillus_plantarum	Otu_216	1.9637848668588027	-23.826970683401907	2.883596626938902	1.0272208090260669e-16	1.5676282781223889e-15	DTG_vs_RTVr	group	no
Roseburia_faecis	Otu_380	265936.8979449434	0.7649086139441663	0.5498927322765392	9.011986845938662e-4	0.013180030762185293	DTG_vs_RTVr	group	no
Clostridium_sp_CAG_299	Otu_292	50.86500028533404	-5.062017238908091	4.980195463680004	0.001433943148696489	0.020132561807698703	DTG_vs_RTVr	group	yes
Lactobacillus_ruminis	Otu_221	44563.45051411707	1.1143910476630237	1.8382671794569856	0.0030083806243741368	0.040613138429050843	DTG_vs_RTVr	group	yes
Prevotella_stercorea	Otu_143	103196.85766997737	0.5012066525050659	0.5965318641072713	0.005195161770851624	0.06512506362746144	DTG_vs_RTVr	group	no
Enterococcus_gallinarum	Otu_185	29.010250210256675	-2.3127222658598137	3.879415829263849	0.005138434087965827	0.06512506362746144	DTG_vs_RTVr	group	no
Fusobacterium_mortiferum	Otu_507	49.46469107945625	2.1264080072920453	3.7404387607738685	0.005760302337234768	0.0697195213920484	DTG_vs_RTVr	group	no
Clostridium_aldenense	Otu_361	108.34701187695623	-0.5699821127725608	1.3332006685606324	0.009822576102347462	0.11492414039746529	DTG_vs_RTVr	group	no
Alistipes_finegoldii	Otu_145	5414.190214638028	-0.38117989175001077	0.5674789058473464	0.01132495643997259	0.12422061595094935	DTG_vs_RTVr	group	no
Lactobacillus_rhamnosus	Otu_219	334.7274947350485	-0.8201034974206066	2.019582214946372	0.011281833803761092	0.12422061595094935	DTG_vs_RTVr	group	no
Ruthenibacterium_lactatiformans	Otu_432	27791.71414199848	-0.3822309043429557	0.3484995003904527	0.013741968415606298	0.14616457314781245	DTG_vs_RTVr	group	no
Lactobacillus_fermentum	Otu_202	493.08435035058307	-0.7504395730151359	2.0088936653431535	0.014754237792543614	0.15067746852025984	DTG_vs_RTVr	group	no
Parvimonas_sp_KA00067	Otu_497	16.683444861563917	0.992670586418762	2.5730979713025715	0.015024818798316509	0.15067746852025984	DTG_vs_RTVr	group	no
Clostridium_bolteae	Otu_363	7556.6895298948175	-0.3164193007003823	0.4993036789639177	0.01905427500481332	0.18577918129692986	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_110	Otu_448	9716.167961340012	0.30773652136736396	0.515198926657057	0.019912699554497697	0.18890155523320787	DTG_vs_RTVr	group	no
Oscillibacter_sp_CAG_241	Otu_394	47768.93012403808	0.3110048555183665	0.4109887376731155	0.02425503179765254	0.22403989897305374	DTG_vs_RTVr	group	no
Lactobacillus_vaginalis	Otu_227	87.82736072579058	-0.494504997370112	1.637045644117269	0.02777515593325906	0.24372699331434824	DTG_vs_RTVr	group	no
Roseburia_sp_CAG_309	Otu_386	40.6434256360303	0.39130238970962616	1.2799399522485249	0.0275274083582185	0.24372699331434824	DTG_vs_RTVr	group	no
Enorma_massiliensis	Otu_77	101.56535173978969	0.22409186639435724	0.5252538926980144	0.03967985743695554	0.3345986172541731	DTG_vs_RTVr	group	no
Clostridium_citroniae	Otu_364	1794.0911616799726	-0.2369543236031313	0.4372934848548082	0.04003744138084123	0.3345986172541731	DTG_vs_RTVr	group	no
Bacteroides_intestinalis	Otu_99	2978.1522681997785	-0.2780874748189297	0.9981784992945948	0.041091875992516215	0.33542438310170214	DTG_vs_RTVr	group	no
Olsenella_scatoligenes	Otu_72	1264.5816397086471	0.2555018947942752	0.3761222406313419	0.042699690279105404	0.34062707472649995	DTG_vs_RTVr	group	no
Citrobacter_youngae	Otu_545	6.139382561954664	0.394417249140855	1.5234167271476424	0.044522215119654034	0.3472732779333014	DTG_vs_RTVr	group	no
Enterococcus_faecium	Otu_184	3007.5538041877808	0.2075876159284002	0.5852242731138918	0.046787835414871345	0.3570115267526053	DTG_vs_RTVr	group	no
Alistipes_inops	Otu_147	2503.871958248409	0.210101940849804	0.7120794136421172	0.051152912831752564	0.3820143064669181	DTG_vs_RTVr	group	no
Streptococcus_pasteurianus	Otu_263	47.5302158493144	-0.3426119644710837	1.3984378304320357	0.05243183574910544	0.38340779891533355	DTG_vs_RTVr	group	no
Bifidobacterium_longum	Otu_38	154462.57013204042	0.2378177251096434	0.3533118680050782	0.05468017845072534	0.3916886252286652	DTG_vs_RTVr	group	no
Lachnospira_pectinoschiza	Otu_378	60591.84270063774	0.21924259027499898	0.37801949935250523	0.05722544038112663	0.40172259147550893	DTG_vs_RTVr	group	no
Erysipelatoclostridium_ramosum	Otu_439	5109.350694968384	-0.20300704276085182	0.4059696735243837	0.0588244244768989	0.4048504508115984	DTG_vs_RTVr	group	no
Ruminococcus_sp_CAG_330	Otu_428	4199.504105655015	0.1842366407498269	0.6168429687059258	0.061835789752018325	0.4173915808261237	DTG_vs_RTVr	group	no
Veillonella_rogosae	Otu_489	4.462723254507964	0.28857159753737355	1.259792578888219	0.06429645874774276	0.4258123966124096	DTG_vs_RTVr	group	no
Alistipes_onderdonkii	Otu_148	46.792395166119924	0.2134871199452696	0.8945244671740719	0.06691263265111876	0.4349321122322719	DTG_vs_RTVr	group	no
Bifidobacterium_adolescentis	Otu_29	257618.61457129536	0.1987658241804257	0.3729780359572383	0.0697935580314966	0.4454097976191874	DTG_vs_RTVr	group	no
Bacteroides_salyersiae	Otu_104	3304.173680440201	-0.16885890314047572	0.49990794056553295	0.07106470688020862	0.4454234306241648	DTG_vs_RTVr	group	no
Actinobaculum_sp_oral_taxon_183	Otu_4	302.66848791539167	0.16126166220194715	0.472351666573649	0.07870619938394684	0.4544259213361608	DTG_vs_RTVr	group	no
Eubacterium_eligens	Otu_319	95291.18651223845	0.21705413553163386	0.3133198046968544	0.07884652234281832	0.4544259213361608	DTG_vs_RTVr	group	no
Blautia_producta	Otu_340	288.58031841902886	-0.17008987807838477	0.6578344949352873	0.07678853254978506	0.4544259213361608	DTG_vs_RTVr	group	no
Ruminococcaceae_bacterium_D16	Otu_420	34.02926364322228	-0.2555873043120676	1.1680404217982123	0.07409551220451155	0.4544259213361608	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_424	Otu_452	483.54709839310175	0.24199419198384275	1.1286380940860767	0.07897430541739546	0.4544259213361608	DTG_vs_RTVr	group	no
Eubacteriaceae_bacterium_CHKCI005	Otu_315	3.634154370805095	0.23872641372578565	1.1203357636552511	0.08047085434551529	0.45556886895606236	DTG_vs_RTVr	group	no
Bacteroides_plebeius	Otu_103	745.2560903699896	-0.200370493632609	0.9355525759120418	0.08535663419686848	0.46092582466308984	DTG_vs_RTVr	group	no
Lactococcus_petauri	Otu_244	8.601950301630946	0.23095622374489078	1.0972705457427057	0.08364427505564688	0.46092582466308984	DTG_vs_RTVr	group	no
Clostridium_disporicum	Otu_284	645.8922431673744	0.1594729421912806	0.6257063117114031	0.08479311765646565	0.46092582466308984	DTG_vs_RTVr	group	no
Propionibacterium_freudenreichii	Otu_64	6.617575104157191	-0.20904151858971173	1.0312790448972984	0.09416245352575507	0.4861537957930185	DTG_vs_RTVr	group	no
Collinsella_intestinalis	Otu_75	144.76196620383962	0.18118474410578406	0.3453968124498661	0.0941836413502144	0.4861537957930185	DTG_vs_RTVr	group	no
Collinsella_stercoris	Otu_76	5414.939017734685	0.21910638325100185	0.2458010936777166	0.09146548029096502	0.4861537957930185	DTG_vs_RTVr	group	no
Coprobacter_fastidiosus	Otu_115	554.4057337783205	0.14096879615169233	0.5048761283935719	0.09985785578644019	0.4922127181436074	DTG_vs_RTVr	group	no
Gemella_morbillorum	Otu_162	4.449984348420678	0.20137163459694288	1.0076908381362852	0.09846883717551029	0.4922127181436074	DTG_vs_RTVr	group	no
Lactobacillus_paragasseri	Otu_213	836.731159007244	-0.13927483027107646	0.5363741009270023	0.1030715388624283	0.4922127181436074	DTG_vs_RTVr	group	no
Eubacterium_sp_OM08_24	Otu_329	3.375275729331847	-0.2043630058495161	1.0169994355310217	0.09676196300810953	0.4922127181436074	DTG_vs_RTVr	group	no
Coprococcus_eutactus	Otu_351	39352.15233379832	0.13904597824896714	0.4638995170899379	0.10345239143756751	0.4922127181436074	DTG_vs_RTVr	group	no
Intestinibacter_bartlettii	Otu_396	8057.999414395197	0.1778935111637177	0.3336187493793375	0.10385228601774597	0.4922127181436074	DTG_vs_RTVr	group	no
Dialister_invisus	Otu_474	221.14351180550108	0.14527772645479023	0.6432439511982708	0.10517365772299304	0.4922127181436074	DTG_vs_RTVr	group	no
Clostridium_clostridioforme	Otu_365	2042.4704683929117	-0.13841594477842445	0.42897558587766643	0.1080892201463531	0.4992015298864465	DTG_vs_RTVr	group	no
Streptococcus_mutans	Otu_260	315.07012011899747	-0.13072284892502076	0.4452525080896501	0.11668332993382988	0.531894140347718	DTG_vs_RTVr	group	no
Leuconostoc_citreum	Otu_232	6.550156566379768	-0.1722868789332188	0.9145170680018917	0.11848161269963044	0.533167257148337	DTG_vs_RTVr	group	no
Actinomyces_sp_oral_taxon_180	Otu_18	2.429598662908182	0.16855080317772086	0.9025004116428292	0.12168186041047162	0.5338791625509443	DTG_vs_RTVr	group	no
Streptococcus_sanguinis	Otu_265	294.7301589020648	-0.14252307053940239	0.3698144856834429	0.12092115473868835	0.5338791625509443	DTG_vs_RTVr	group	no
Blautia_wexlerae	Otu_344	104280.16463859974	0.19691668310297442	0.22905185897990837	0.12395672099873567	0.5368834043103636	DTG_vs_RTVr	group	no
Ruminococcus_callidus	Otu_424	1625.836992787943	0.1292846414579457	0.40741345812221963	0.1254257525739311	0.5368834043103636	DTG_vs_RTVr	group	no
Bacteroides_massiliensis	Otu_100	2051.013885958325	0.12181232943893625	0.5337597788975312	0.13177592365855828	0.5572692675199272	DTG_vs_RTVr	group	no
Eubacterium_coprostanoligenes	Otu_317	2.1708641093973235	0.15354120545107833	0.8522417365262934	0.13590603444141178	0.5612119775168887	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_791	Otu_456	33548.832658945335	0.1371402353685794	0.3582818505214721	0.13475772318723722	0.5612119775168887	DTG_vs_RTVr	group	no
Clostridium_lavalense	Otu_367	601.678573250868	-0.12130078893779025	0.3730038343792461	0.15147919392348702	0.6182464775249296	DTG_vs_RTVr	group	no
Bacteroides_faecis	Otu_94	587.5249024534862	-0.12114944088833265	0.6656332177811202	0.15678154256456245	0.6325324303466829	DTG_vs_RTVr	group	no
Streptococcus_infantis	Otu_254	69.334452388677	0.11107088160627186	0.40166805425124985	0.15997184832078698	0.6340569536125832	DTG_vs_RTVr	group	no
Ruminococcus_gnavus	Otu_345	27402.23712647417	-0.1371082816490435	0.3270244377056754	0.1607722759872362	0.6340569536125832	DTG_vs_RTVr	group	no
Actinomyces_viscosus	Otu_25	1.6348640471017963	0.12308421225579791	0.746391371312884	0.17619277272241943	0.6446252014340005	DTG_vs_RTVr	group	no
Bifidobacterium_bifidum	Otu_32	3939.7232248937494	0.1066349677087722	0.5873019110877571	0.17663073198284748	0.6446252014340005	DTG_vs_RTVr	group	no
Atopobium_deltae	Otu_66	21.67255214421371	-0.10642362671215005	0.5300692689011832	0.16646723799819932	0.6446252014340005	DTG_vs_RTVr	group	no
Clostridium_sp_CAG_413	Otu_294	374.2346551335606	0.12648869204880114	0.7573593781531204	0.17031400741264086	0.6446252014340005	DTG_vs_RTVr	group	no
Lawsonibacter_asaccharolyticus	Otu_312	4447.052299506346	0.14976152924057348	0.28955107974543687	0.1771513071012804	0.6446252014340005	DTG_vs_RTVr	group	no
Eubacterium_hallii	Otu_320	166706.01234584488	0.1675091846883749	0.22892814546023238	0.17998082547160127	0.6446252014340005	DTG_vs_RTVr	group	no
Blautia_coccoides	Otu_336	62.81381121090723	-0.10808982758873417	0.5706326211601702	0.16886615575907307	0.6446252014340005	DTG_vs_RTVr	group	no
Clostridium_symbiosum	Otu_370	454.10127640167775	-0.10651418389877636	0.37892731095570165	0.1787421872153783	0.6446252014340005	DTG_vs_RTVr	group	no
Anaeromassilibacillus_sp_An250	Otu_406	1026.7919543656838	0.12416060344190301	0.33135458128839906	0.1790897058215593	0.6446252014340005	DTG_vs_RTVr	group	no
Anaerostipes_caccae	Otu_333	3.8940484252315994	-0.11478697641103551	0.7164955688562615	0.19089386097661462	0.6761123520493754	DTG_vs_RTVr	group	no
Roseburia_inulinivorans	Otu_383	144543.90069731316	0.1518183609006641	0.266927605824376	0.1926246017234688	0.6761123520493754	DTG_vs_RTVr	group	no
Eubacterium_rectale	Otu_376	756248.9433585013	0.15250694694675265	0.26114782698519523	0.19557161537552323	0.6796597722456302	DTG_vs_RTVr	group	no
Leuconostoc_carnosum	Otu_231	2.2873551969739854	0.11099050866923693	0.7030236076183567	0.1984627014256442	0.6829451784353051	DTG_vs_RTVr	group	no
Alistipes_indistinctus	Otu_146	1689.2036928598784	-0.09939658398723139	0.37025942474776125	0.20112120689642754	0.6853742099091851	DTG_vs_RTVr	group	no
Eubacterium_sp_CAG_38	Otu_327	8429.524482657886	0.12443277843962243	0.3112960690314631	0.20314939367461587	0.6856292036518286	DTG_vs_RTVr	group	no
Bacteroides_eggerthii	Otu_92	2284.307718898983	0.09193621654066747	0.3996862334736606	0.2098406832913543	0.690270952926056	DTG_vs_RTVr	group	no
Parabacteroides_sp_CAG_409	Otu_158	656.4346809396659	0.09313394967208893	0.39342304262540784	0.20817938621902904	0.690270952926056	DTG_vs_RTVr	group	no
Streptococcus_sp_F0442	Otu_269	5.090820650077675	-0.10538941807462968	0.6826136056921573	0.21042447852731624	0.690270952926056	DTG_vs_RTVr	group	no
Corynebacterium_durum	Otu_51	4.49743106332866	0.1001152229561718	0.6635955668657897	0.22297029587375813	0.7114779441062646	DTG_vs_RTVr	group	no
Asaccharobacter_celatus	Otu_80	3295.8431703538936	-0.10723146508934722	0.3268762966032901	0.22180216010870388	0.7114779441062646	DTG_vs_RTVr	group	no
Dielma_fastidiosa	Otu_436	47.80209820098253	-0.08721390976931652	0.4436005100760914	0.2189965275091659	0.7114779441062646	DTG_vs_RTVr	group	no
[Collinsella]_massiliensis	Otu_78	523.4554222186034	0.13567866836472325	0.24957458619107958	0.2475669626233429	0.7148756152898864	DTG_vs_RTVr	group	no
Bacteroides_galacturonicus	Otu_98	409.79310183806956	0.0887516217279747	0.35700595004434726	0.24191710386664364	0.7148756152898864	DTG_vs_RTVr	group	no
Paraprevotella_clara	Otu_125	19.346613856035006	-0.09072141466789972	0.6292198719688287	0.2484752850865132	0.7148756152898864	DTG_vs_RTVr	group	no
Parabacteroides_distasonis	Otu_153	129160.93565489982	-0.14060243121963228	0.24018928221457944	0.2413358705547672	0.7148756152898864	DTG_vs_RTVr	group	no
Streptococcus_thermophilus	Otu_274	21042.89711783895	-0.12265846902665252	0.2882746298254042	0.23919181095004322	0.7148756152898864	DTG_vs_RTVr	group	no
Clostridium_sp_CAG_590	Otu_297	394.60837175340157	0.0919028840620042	0.6332750202624002	0.2448947420759259	0.7148756152898864	DTG_vs_RTVr	group	no
Intestinimonas_butyriciproducens	Otu_311	1810.1724419304626	0.10880736140378303	0.31576670437782467	0.23373844625526666	0.7148756152898864	DTG_vs_RTVr	group	no
Coprococcus_catus	Otu_349	47717.86463924564	0.137920624638015	0.2537898365473225	0.23758702582337946	0.7148756152898864	DTG_vs_RTVr	group	no
Lachnoclostridium_sp_An138	Otu_373	15.892591274768401	-0.08348894848092661	0.5066202089287168	0.23983355105058965	0.7148756152898864	DTG_vs_RTVr	group	no
Peptostreptococcus_anaerobius	Otu_398	38.34636406277489	0.08598219700037635	0.569838613966429	0.24690841458742174	0.7148756152898864	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_534	Otu_453	34.58162630399372	0.09231627606721385	0.6348924248961754	0.2437435535316266	0.7148756152898864	DTG_vs_RTVr	group	no
Mitsuokella_jalaludinii	Otu_469	5237.189060473942	0.10986925152081313	0.3121940336435976	0.23647139202820117	0.7148756152898864	DTG_vs_RTVr	group	no
Massiliomicrobiota_timonensis	Otu_445	43.69201706283783	0.07831849041649973	0.4423316472008336	0.25383290482959353	0.7243524357332303	DTG_vs_RTVr	group	no
Blautia_sp_CAG_257	Otu_342	3536.981052641049	-0.08806018839082723	0.3422791955737861	0.25835440695880707	0.7254591747403302	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_83	Otu_457	29011.994149499416	-0.12926697797509243	0.2586559539247785	0.2571618353772604	0.7254591747403302	DTG_vs_RTVr	group	no
Actinomyces_naeslundii	Otu_9	89.51097051932726	0.07847280701579779	0.3788309819766736	0.2654631659702753	0.7279497754341143	DTG_vs_RTVr	group	no
Actinomyces_odontolyticus	Otu_10	1443.1140597500191	0.12708042897025837	0.2602889521732192	0.2618058072875284	0.7279497754341143	DTG_vs_RTVr	group	no
Eubacterium_sp_CAG_180	Otu_324	103818.62165275271	0.11073692043267545	0.29359070108872326	0.2641631164006336	0.7279497754341143	DTG_vs_RTVr	group	no
Bacteroides_cellulosilyticus	Otu_87	2875.843880767184	0.07929664414182291	0.34847633678733	0.28385409467757733	0.7525335784928441	DTG_vs_RTVr	group	no
Bacteroides_ovatus	Otu_102	27196.67337150367	-0.10832139498907477	0.28958071607410574	0.2780561658052373	0.7525335784928441	DTG_vs_RTVr	group	no
Bacteroides_uniformis	Otu_111	148787.3475371733	0.12379229396213191	0.25286362326858447	0.27997545199697205	0.7525335784928441	DTG_vs_RTVr	group	no
Bacteroides_vulgatus	Otu_112	176147.72967216966	-0.11842440809831603	0.26305382327467247	0.2851480511098241	0.7525335784928441	DTG_vs_RTVr	group	no
Ruminococcus_torques	Otu_346	340430.28007749666	-0.12488944621533848	0.2472018433666817	0.2824064789917277	0.7525335784928441	DTG_vs_RTVr	group	no
Blautia_sp_An249	Otu_341	0.8710822694712091	0.07789325425947168	0.5842887085698893	0.2927579280965428	0.7668509907603471	DTG_vs_RTVr	group	no
Bifidobacterium_breve	Otu_33	12.115899768287118	0.07386107234469566	0.5692955576840291	0.3087830977293371	0.7698008022604289	DTG_vs_RTVr	group	no
Pediococcus_pentosaceus	Otu_230	33.87307607063775	0.07322566117471867	0.5669284995814247	0.31142938439025897	0.7698008022604289	DTG_vs_RTVr	group	no
Streptococcus_milleri	Otu_258	0.8252318436945303	0.07507669035316597	0.5743793576237145	0.3040663323337588	0.7698008022604289	DTG_vs_RTVr	group	no
Eubacterium_ventriosum	Otu_330	5100.405784372446	0.08574769945251241	0.3138966369286685	0.3093124530116369	0.7698008022604289	DTG_vs_RTVr	group	no
Dorea_longicatena	Otu_353	373136.5004426365	-0.1252221560298272	0.2255915957996626	0.30062945197713	0.7698008022604289	DTG_vs_RTVr	group	no
Fusicatenibacter_saccharivorans	Otu_359	272937.7143048319	0.1281626858459969	0.21616154157169787	0.2968508269003313	0.7698008022604289	DTG_vs_RTVr	group	no
Sellimonas_intestinalis	Otu_388	1248.0271559781713	-0.07398013483609427	0.34968120137248887	0.3049069610226396	0.7698008022604289	DTG_vs_RTVr	group	no
Veillonella_dispar	Otu_485	242.05939225831892	0.07085030655410729	0.36910051798236776	0.3040188829770689	0.7698008022604289	DTG_vs_RTVr	group	no
Prevotella_sp_AM42_24	Otu_136	77724.56066453388	0.09696433804314641	0.2906572035848693	0.3139282029791367	0.7705510436760629	DTG_vs_RTVr	group	no
Lactobacillus_gasseri	Otu_203	306.344006755791	-0.0653638027050936	0.412965974712706	0.31815714850946875	0.77550804949183	DTG_vs_RTVr	group	no
Veillonella_infantium	Otu_486	47.44270745155661	0.06428812040573184	0.3967306204596679	0.3265791278269887	0.790546716326021	DTG_vs_RTVr	group	no
Prevotella_bivia	Otu_127	49.3300377821436	0.06311738940049635	0.4848169748229736	0.34133748800421143	0.811960993128041	DTG_vs_RTVr	group	no
Streptococcus_anginosus_group	Otu_247	680.010235642116	0.0844480606499945	0.30022510673956443	0.3421351569487293	0.811960993128041	DTG_vs_RTVr	group	no
Firmicutes_bacterium_CAG_238	Otu_451	263.61725347735535	0.06120832455777714	0.4112931276477534	0.3423653190397438	0.811960993128041	DTG_vs_RTVr	group	no
Alloscardovia_omnicolens	Otu_28	0.7480484182948617	-0.0656346391648685	0.541706291133256	0.3472927652515364	0.8127590555109669	DTG_vs_RTVr	group	no
Clostridium_saccharolyticum	Otu_368	254.26172213805293	0.06317565130743066	0.362738133111161	0.34733292970554147	0.8127590555109669	DTG_vs_RTVr	group	no
Finegoldia_magna	Otu_495	10.118358507998368	0.06459344040848013	0.5375027101347531	0.3523075551887077	0.8189400786174597	DTG_vs_RTVr	group	no
Actinomyces_sp_ICM47	Otu_15	537.425201004958	0.08080760697983133	0.29955787912005055	0.3587988896096727	0.8242219115770693	DTG_vs_RTVr	group	no
Sanguibacteroides_justesenii	Otu_124	90.81770713801743	-0.06238133750742818	0.5247885370546059	0.3616244284412213	0.8242219115770693	DTG_vs_RTVr	group	no
Clostridium_bolteae_CAG_59	Otu_280	198.3246874359056	-0.0598454649872435	0.37349121830417636	0.3601813891221957	0.8242219115770693	DTG_vs_RTVr	group	no
Lachnoclostridium_sp_An118	Otu_371	4.916579769344319	0.06227768199557211	0.5299647940239861	0.36471048849370863	0.825892783621237	DTG_vs_RTVr	group	no
Lactobacillus_salivarius	Otu_224	852.7931249033111	-0.057306099061979185	0.3647985808295956	0.3805115224257033	0.8399971344114583	DTG_vs_RTVr	group	no
Oscillibacter_sp_57_20	Otu_393	25618.386121633506	0.09765239859447002	0.2492753958997763	0.3802990565821879	0.8399971344114583	DTG_vs_RTVr	group	no
Eubacterium_siraeum	Otu_419	56389.254555868916	0.08815212602492829	0.2753335594665865	0.37795800397248497	0.8399971344114583	DTG_vs_RTVr	group	no
Peptoniphilus_harei	Otu_501	3.658265402741472	0.060529272683896386	0.5242789146160152	0.374466655299688	0.8399971344114583	DTG_vs_RTVr	group	no
Bacteroides_dorei	Otu_91	73480.41048009622	0.07798447294715384	0.29322844180690605	0.3854882423908215	0.8456648317448647	DTG_vs_RTVr	group	no
Prevotella_sp_CAG_5226	Otu_141	66257.05558486302	0.06837615030854186	0.3120709289719463	0.38909607161182885	0.848277771029515	DTG_vs_RTVr	group	no
Gordonibacter_pamelaeae	Otu_83	5521.633685814499	0.08278988731483572	0.27501317047577456	0.4023845045357251	0.8718330931607376	DTG_vs_RTVr	group	no
Lactonifactor_longoviformis	Otu_303	6.797761281623532	-0.055352755462482715	0.5073969759068477	0.40541889807596004	0.8730186087402575	DTG_vs_RTVr	group	no
Actinomyces_sp_HMSC035G02	Otu_13	239.82222856912202	0.059043569005185585	0.28725052617514824	0.5002638802965875	0.8883166371197713	DTG_vs_RTVr	group	no
Actinomyces_turicensis	Otu_23	387.68891802055987	0.04199132295514691	0.3305016737141991	0.5250037390470713	0.8883166371197713	DTG_vs_RTVr	group	no
Bifidobacterium_pseudocatenulatum	Otu_39	6848.447321221996	0.04700035968704164	0.3112431340140559	0.5218891864352391	0.8883166371197713	DTG_vs_RTVr	group	no
Scardovia_wiggsiae	Otu_46	16.275871835590884	0.04102537836814567	0.33751705191857395	0.5237741821955568	0.8883166371197713	DTG_vs_RTVr	group	no
Rothia_dentocariosa	Otu_61	32.87446887439716	0.04751733724717916	0.3606421549475767	0.45100885281223224	0.8883166371197713	DTG_vs_RTVr	group	no
Rothia_mucilaginosa	Otu_62	1132.7584523224812	0.04257819666055241	0.2881743039037893	0.6096273813919602	0.8883166371197713	DTG_vs_RTVr	group	no
Propionibacterium_acidifaciens	Otu_63	12.374123617503841	0.03867283097720531	0.40786302882612074	0.5176535158938504	0.8883166371197713	DTG_vs_RTVr	group	no
Collinsella_aerofaciens	Otu_74	730359.6496082753	0.06972754025376217	0.22171066352574376	0.5514930065807577	0.8883166371197713	DTG_vs_RTVr	group	no
Eggerthella_lenta	Otu_81	13368.192166284314	-0.06845921128916997	0.2781712000282291	0.46731231549705743	0.8883166371197713	DTG_vs_RTVr	group	no
Enterorhabdus_caecimuris	Otu_82	20.25810239296681	-0.045322571603940924	0.3251213874031215	0.5071098216878098	0.8883166371197713	DTG_vs_RTVr	group	no
