Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Clostridioides_difficile	Otu_395	2.585740150295729	-22.47598103079995	3.0323128291566026	6.920351209756604e-14	5.734005288084043e-13	dw_50_vs_up_50	CD8diff_48	no
Atopobium_deltae	Otu_66	44.54328182940176	-4.059127687335386	3.8236171819767595	0.003208283591060372	0.025964713713697893	dw_50_vs_up_50	CD8diff_48	yes
Bacteroides_cellulosilyticus	Otu_87	1604.6076150738115	-1.863009005994339	2.681965827490692	0.006968877143316072	0.053892649908310955	dw_50_vs_up_50	CD8diff_48	no
Dorea_sp_CAG_317	Otu_354	186.2779554442305	3.294314542754527	4.046305741949416	0.006900951486897915	0.053892649908310955	dw_50_vs_up_50	CD8diff_48	no
Lactococcus_lactis	Otu_243	218.41507858104086	-2.2021550369275813	3.150917696823199	0.008172268380083569	0.06182498687541482	dw_50_vs_up_50	CD8diff_48	no
Collinsella_intestinalis	Otu_75	446.217352131022	0.44401480075024913	1.0653903605092012	0.012060748646907475	0.089300862321783	dw_50_vs_up_50	CD8diff_48	no
Eubacterium_sp_CAG_38	Otu_327	9502.567952320222	-0.33102466900971367	0.8972483424844788	0.014952828977829697	0.10619560172009662	dw_50_vs_up_50	CD8diff_48	no
Coprococcus_eutactus	Otu_351	54775.86419355117	-0.8092882815958755	1.7433512480537277	0.01488238482052565	0.10619560172009662	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_anginosus_group	Otu_247	723.6898822005044	-0.3427089631943377	0.959535846995994	0.018005640089006472	0.12531925501948504	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_crispatus	Otu_197	808.8536696688341	-1.6714182995463174	3.2666907973533994	0.022077082353045674	0.1506436207619587	dw_50_vs_up_50	CD8diff_48	no
Propionibacterium_freudenreichii	Otu_64	9.218001408982179	1.5605787011805157	3.189581364496945	0.0248362499649957	0.16621182668881737	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_sp_CAG_144	Otu_105	232.20663509172596	1.0669523282789735	2.437944366690921	0.02652898478901387	0.1737866442232031	dw_50_vs_up_50	CD8diff_48	no
Firmicutes_bacterium_CAG_83	Otu_457	29638.78186975962	-0.08349733059602389	0.35095840336145345	0.026966893069117724	0.1737866442232031	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_plebeius	Otu_103	625.9512552500958	-1.2395226738773917	2.855635984109378	0.03255604063267011	0.1987631954415649	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_gasseri	Otu_203	558.1663471795943	-0.885199833172141	2.211789609437148	0.03203413026681023	0.1987631954415649	dw_50_vs_up_50	CD8diff_48	no
Dielma_fastidiosa	Otu_436	46.582124259730676	-0.8189163006043858	2.0892017848373516	0.032198328432744595	0.1987631954415649	dw_50_vs_up_50	CD8diff_48	no
Butyricimonas_virosa	Otu_118	2915.094704787487	-0.19753193480647208	0.7280052365704748	0.034338298937934074	0.20602979362760443	dw_50_vs_up_50	CD8diff_48	no
Eisenbergiella_tayi	Otu_356	987.8344037143912	-0.4679042321614621	1.4692758373055919	0.043821401562132746	0.2584719956546135	dw_50_vs_up_50	CD8diff_48	no
Blautia_wexlerae	Otu_344	111369.36383740192	0.0281059306210258	0.14778324812645235	0.046752500319867205	0.2711645018552298	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_oris	Otu_210	277.50123826183506	-0.7160677135701075	2.0662678508970593	0.04847047803158802	0.27206010249988116	dw_50_vs_up_50	CD8diff_48	no
Clostridium_symbiosum	Otu_370	369.8896226643957	-0.33503091158292986	1.1671689084228407	0.04827577903120233	0.27206010249988116	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_massiliensis	Otu_100	1753.4550409783512	0.3962995214693801	1.374928925354672	0.05757460619784718	0.31803115804525106	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_sobrinus	Otu_267	7.909651377174972	-0.666070364220094	2.0844144515138208	0.06481097366878204	0.3524096693240023	dw_50_vs_up_50	CD8diff_48	no
Flavonifractor_plautii	Otu_410	35996.85809513191	-0.02393432794304015	0.1447078963905555	0.06940239649762195	0.371569753556499	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_fragilis	Otu_97	18106.22751296738	-0.138043567387677	0.6514093947654712	0.07297656335396033	0.38478551586633625	dw_50_vs_up_50	CD8diff_48	no
Flavonifractor_sp_An10	Otu_411	10.354817790800064	0.5820940076597226	1.9401276413648074	0.07434898416638212	0.38617084313285044	dw_50_vs_up_50	CD8diff_48	no
Prevotella_bivia	Otu_127	55.75374750885668	-0.551613979095393	1.8855556969216123	0.07858036630308621	0.40214658049226465	dw_50_vs_up_50	CD8diff_48	no
Ruminococcus_sp_CAG_488	Otu_430	2458.1436671276224	-0.45626378928221484	1.647475990134813	0.08158419784930233	0.4114681282834379	dw_50_vs_up_50	CD8diff_48	no
Gardnerella_vaginalis	Otu_44	6.060447973369343	-0.5105674188260464	1.8106942098031518	0.08528955506577694	0.41223284948458855	dw_50_vs_up_50	CD8diff_48	no
Lawsonibacter_asaccharolyticus	Otu_312	4099.032828108277	-0.0413433307513555	0.2594183646222124	0.08461876315998003	0.41223284948458855	dw_50_vs_up_50	CD8diff_48	no
Eubacterium_limosum	Otu_321	126.00218210901771	-0.3580264451876896	1.3808838061535122	0.08398194679991584	0.41223284948458855	dw_50_vs_up_50	CD8diff_48	no
Eubacterium_coprostanoligenes	Otu_317	2.7735111550636917	0.46494049076918403	1.7214716581957084	0.09353379339723639	0.4458871246881954	dw_50_vs_up_50	CD8diff_48	no
Clostridium_bolteae	Otu_363	6606.375745453269	-0.06028047830370765	0.36556752014652527	0.09771453892924903	0.4533954606317155	dw_50_vs_up_50	CD8diff_48	no
Ruminococcaceae_bacterium_D5	Otu_421	5.323277634994672	-0.4494602207571304	1.6913230530707741	0.09697233530992591	0.4533954606317155	dw_50_vs_up_50	CD8diff_48	no
Prevotella_sp_CAG_873	Otu_142	134.72058993523493	-0.4358323339892505	1.6619523484196554	0.09954256952208806	0.4558001867590348	dw_50_vs_up_50	CD8diff_48	no
Pediococcus_pentosaceus	Otu_230	4.99843812903983	-0.4227770550513416	1.6366525030836643	0.10306147244884946	0.46578431704155343	dw_50_vs_up_50	CD8diff_48	no
Butyrivibrio_crossotus	Otu_347	2042.9726599399835	-0.3643975077905233	1.5012954994274497	0.1159041402106683	0.5171107794014432	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_sp_oral_taxon_180	Otu_18	2.151052240083612	0.3634063244487705	1.5079226180205902	0.11931850156782872	0.5256055512101823	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_thermophilus	Otu_274	20598.642281089215	-0.028639877452497246	0.2143150207945262	0.13231501125285955	0.5755702989499389	dw_50_vs_up_50	CD8diff_48	no
Fusobacterium_gonidiaformans	Otu_506	3.6141968941062523	-0.31015593122814733	1.3850745259479835	0.139244817255926	0.5982369926550896	dw_50_vs_up_50	CD8diff_48	no
Gordonibacter_pamelaeae	Otu_83	4874.367535914565	0.027244006051165476	0.21261523025148438	0.14908815813543658	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_intestinalis	Otu_99	11700.066249644824	0.14100890266712554	0.7669705877410379	0.1426359299877375	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Sanguibacteroides_justesenii	Otu_124	117.63981947600664	-0.2860501309579576	1.324532269842598	0.1496115765760201	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_curvatus	Otu_198	3.298555172212511	-0.2847675575797736	1.3227763899346086	0.1509553189691266	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_parasanguinis	Otu_262	11847.147055702	-0.01901220432690127	0.1540312379948658	0.15080309254195134	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Clostridium_leptum	Otu_417	2324.512352626237	-0.027661245484018993	0.21492212368531483	0.14796193867162524	0.6038212758765064	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_ruminis	Otu_221	102576.69450154313	0.08169947545804565	0.523509172554531	0.16497086543672954	0.6523847860452486	dw_50_vs_up_50	CD8diff_48	no
Clostridium_bolteae_CAG_59	Otu_280	279.0106312264581	-0.12329317477134899	0.7358025518147208	0.18429824704187922	0.7116449262330017	dw_50_vs_up_50	CD8diff_48	no
Eubacterium_sp_OM08_24	Otu_329	2.594553442253374	-0.2277571812670151	1.1733677922248964	0.1855611314460487	0.7116449262330017	dw_50_vs_up_50	CD8diff_48	no
Fusobacterium_ulcerans	Otu_510	33.912831292571745	0.22583706281694418	1.1666880772459558	0.18609105829656078	0.7116449262330017	dw_50_vs_up_50	CD8diff_48	no
Bifidobacterium_longum	Otu_38	146632.68657751265	0.019248412703717712	0.16903717735083912	0.18875664954014157	0.7139925439127094	dw_50_vs_up_50	CD8diff_48	no
Brachyspira_pilosicoli	Otu_572	370.9450142320924	-0.18604152700631307	1.0152796992458333	0.19204083396663588	0.7186044109719277	dw_50_vs_up_50	CD8diff_48	no
Anaerostipes_hadrus	Otu_334	133042.46031464502	0.009738978304566315	0.07993524222570289	0.20229201880182257	0.74102760571615	dw_50_vs_up_50	CD8diff_48	no
Blautia_sp_An249	Otu_341	1.1877263205451218	0.20798395053820748	1.1175470454359688	0.20105082083555637	0.74102760571615	dw_50_vs_up_50	CD8diff_48	no
Bifidobacterium_adolescentis	Otu_29	309613.1822535301	0.022049810478228956	0.1974900523183947	0.21029595102657056	0.7467652138494546	dw_50_vs_up_50	CD8diff_48	no
Corynebacterium_durum	Otu_51	4.458753600316262	-0.19983130976900818	1.094363818978621	0.20851288239868382	0.7467652138494546	dw_50_vs_up_50	CD8diff_48	no
Pseudoflavonifractor_capillosus	Otu_415	2.2734242848330615	-0.20236839269921258	1.1019079939405498	0.2063472618990272	0.7467652138494546	dw_50_vs_up_50	CD8diff_48	no
Clostridium_asparagiforme	Otu_362	58.45511060323304	-0.19026705281668616	1.065367949134709	0.21693032704710521	0.7625429678019456	dw_50_vs_up_50	CD8diff_48	no
Scardovia_wiggsiae	Otu_46	10.565721325746575	-0.11091568542015483	0.7207919822207035	0.23243650427627502	0.8088790348814371	dw_50_vs_up_50	CD8diff_48	no
Methanosphaera_stadtmanae	Otu_3	1456.2749450386596	-0.08869783496975316	0.6120569001390301	0.23788590944995958	0.8196464998869895	dw_50_vs_up_50	CD8diff_48	no
Lactobacillus_sakei	Otu_223	273.77551212319185	-0.0805356050566856	0.5737835036053985	0.24560294639831198	0.8298041295787628	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_sanguinis	Otu_265	266.0456576659831	0.036618203279665244	0.3120542767065304	0.24412669847241394	0.8298041295787628	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_nordii	Otu_101	41.97597104052863	0.1598981155228391	0.9728758910439074	0.2519517727473406	0.8384239251588838	dw_50_vs_up_50	CD8diff_48	no
Firmicutes_bacterium_CAG_94	Otu_458	448.34363677653886	-0.046920998430222315	0.38249934897536814	0.25297273603931836	0.8384239251588838	dw_50_vs_up_50	CD8diff_48	no
Leuconostoc_mesenteroides	Otu_236	1.7059592071474787	-0.15610647018357532	0.9623138306180609	0.2583864786251365	0.8482876845429009	dw_50_vs_up_50	CD8diff_48	no
Oscillibacter_sp_CAG_241	Otu_394	53532.77729267648	0.014381151813599065	0.14741381392192618	0.2622765313397732	0.8530115224882343	dw_50_vs_up_50	CD8diff_48	no
Gemella_morbillorum	Otu_162	4.890610481282424	-0.14477970460111475	0.9256634409144789	0.2747704457461947	0.8603350550178603	dw_50_vs_up_50	CD8diff_48	no
Hungatella_hathewayi	Otu_302	474.30294925427336	-0.04511176441611947	0.38145428679211935	0.2768894429942539	0.8603350550178603	dw_50_vs_up_50	CD8diff_48	no
Eubacteriaceae_bacterium_CHKCI005	Otu_315	0.797957071388692	0.14628219792567557	0.9305685000722853	0.27247471800101664	0.8603350550178603	dw_50_vs_up_50	CD8diff_48	no
Clostridium_citroniae	Otu_364	883.5113824474653	-0.02266824929926379	0.22086847106987095	0.2736018966212426	0.8603350550178603	dw_50_vs_up_50	CD8diff_48	no
Phascolarctobacterium_faecium	Otu_463	3492.498106496288	0.05148714594793061	0.4201722048810853	0.27240215737026696	0.8603350550178603	dw_50_vs_up_50	CD8diff_48	no
Clostridium_disporicum	Otu_284	701.7671063368049	-0.06668079727790147	0.516557996107122	0.2800656012089313	0.8625029134575938	dw_50_vs_up_50	CD8diff_48	no
Blautia_producta	Otu_340	241.66132493662303	-0.10109839529791895	0.7119510502728338	0.2838573140516614	0.8642813163280488	dw_50_vs_up_50	CD8diff_48	no
Fusicatenibacter_saccharivorans	Otu_359	270716.92762358615	0.007156178378277809	0.06717043845258638	0.2880937721093496	0.8642813163280488	dw_50_vs_up_50	CD8diff_48	no
Ruminococcus_bicirculans	Otu_422	55989.588599775874	0.018701565957599156	0.19154745276480648	0.2856996761736364	0.8642813163280488	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_odontolyticus	Otu_10	1500.6584880847258	0.008851179166485566	0.09744888097677994	0.30029271411618713	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_clarus	Otu_88	604.0005325746653	-0.04216365633638333	0.37111085804626587	0.2986870949626907	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Odoribacter_splanchnicus	Otu_120	24907.155929834298	-0.008568901517723054	0.09684599445606308	0.3135957784016667	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Leuconostoc_carnosum	Otu_231	1.3645932994158922	-0.12799255541336685	0.870725037075215	0.30421852505245467	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Lactococcus_garvieae	Otu_242	4.036466694227132	0.12226855806174125	0.8504502313922423	0.3144703394681347	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_mutans	Otu_260	330.3917746094719	-0.04047777132504507	0.3629565488114556	0.30694078140295145	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Ruminococcus_callidus	Otu_424	525.2407004480616	-0.047050634922820925	0.40473608888000806	0.3007486166743701	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Firmicutes_bacterium_CAG_791	Otu_456	30491.339703460213	0.02650656276813983	0.25657433546162284	0.2930972844495108	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Fusobacterium_mortiferum	Otu_507	74.35787400404911	-0.12238769198642784	0.8504239169645446	0.3137629950531074	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Escherichia_coli	Otu_550	67973.40719390169	0.01092191957584143	0.12374749627084224	0.3109113827821013	0.8685371280548482	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_sp_HPA0247	Otu_14	102.56118544029442	-0.04461124502929114	0.397776353314409	0.32196042833335303	0.8822222760630462	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_turicensis	Otu_23	202.0414733490238	0.05080255792274766	0.4411448626832348	0.3254511595891278	0.8831447334763238	dw_50_vs_up_50	CD8diff_48	no
Erysipelatoclostridium_ramosum	Otu_439	3725.3112104868087	-0.01900737102034808	0.20485921157448034	0.32737261671967177	0.8831447334763238	dw_50_vs_up_50	CD8diff_48	no
Intestinimonas_butyriciproducens	Otu_311	1752.7672729621456	-0.019612319324439784	0.21271818874817103	0.33721725003434266	0.902704638553471	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_xylanisolvens	Otu_113	10525.230060244456	0.012154381230476418	0.14408053727885903	0.3453668570859404	0.9116920279242772	dw_50_vs_up_50	CD8diff_48	no
Clostridium_innocuum	Otu_437	6267.8366078722975	-0.010698071879811474	0.12911846081773004	0.34843402216646224	0.9116920279242772	dw_50_vs_up_50	CD8diff_48	no
Firmicutes_bacterium_CAG_145	Otu_449	123.58795369566886	-0.04709108906140347	0.426526076937471	0.34753994812365335	0.9116920279242772	dw_50_vs_up_50	CD8diff_48	no
Alloscardovia_omnicolens	Otu_28	1.040095220082432	-0.10151468395507811	0.7794580963321109	0.36394305871819127	0.9346017232185776	dw_50_vs_up_50	CD8diff_48	no
Bacteroides_finegoldii	Otu_96	800.9430454507832	0.04013805750576681	0.38482951433831525	0.3651031138766971	0.9346017232185776	dw_50_vs_up_50	CD8diff_48	no
Citrobacter_youngae	Otu_545	1.034376595439499	-0.10102771909098059	0.7777359294568374	0.36524665045323723	0.9346017232185776	dw_50_vs_up_50	CD8diff_48	no
Roseburia_sp_CAG_182	Otu_384	28.49041260051803	0.09845953572509686	0.7671367532880019	0.3705188889825944	0.9411720683645464	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_graevenitzii	Otu_6	141.8752068341335	0.026164904523039042	0.28593898125412454	0.3940808016017781	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Bifidobacterium_catenulatum	Otu_34	10204.30505024351	0.03132998971603863	0.3308879030382458	0.3996700301112229	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Propionibacterium_acidifaciens	Otu_63	15.94025523705306	-0.07169349513235425	0.621029252859809	0.3971199980923373	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Olsenella_uli	Otu_73	0.45542866842105734	0.09312959681361316	0.7493279656485123	0.3873369299284149	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Alistipes_shahii	Otu_150	7345.931435900659	-0.008000886739362573	0.10684508620716016	0.3984752361460034	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Gemella_haemolysans	Otu_161	3.2695178803289315	0.0915664059991104	0.7429692094616918	0.39118588734512644	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Blautia_coccoides	Otu_336	56.7975710480717	0.08928985556857055	0.7342213934001078	0.3976144842754582	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Clostridium_scindens	Otu_369	28.89755315953534	-0.07021142367889052	0.6049879080319133	0.38802609970995194	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Finegoldia_magna	Otu_495	28.611704594002305	-0.08934015040354237	0.734570751405388	0.39765628227323885	0.9526381539637367	dw_50_vs_up_50	CD8diff_48	no
Weissella_confusa	Otu_240	127.82906715558275	-0.08699991845782808	0.7259496652098298	0.40498132743899695	0.9587313057739519	dw_50_vs_up_50	CD8diff_48	no
Streptococcus_vestibularis	Otu_275	247.1460653361887	-0.03909448104626963	0.39960172095489704	0.4156516246119309	0.9773430092226483	dw_50_vs_up_50	CD8diff_48	no
Bifidobacterium_pseudocatenulatum	Otu_39	3965.471190349771	0.022294587543420633	0.2608671762086201	0.4214210339410442	0.9776967987432225	dw_50_vs_up_50	CD8diff_48	no
Anaerotruncus_colihominis	Otu_407	1283.9237778762513	-0.011608250985289644	0.1540989785493957	0.41991306651796023	0.9776967987432225	dw_50_vs_up_50	CD8diff_48	no
Methanobrevibacter_smithii	Otu_1	65943.03993843138	-0.002799977527402669	0.09577753859402818	0.7631476412971201	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinobaculum_sp_oral_taxon_183	Otu_4	186.5180626562875	-0.009091464723575098	0.23732754233137324	0.7518603085022826	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_johnsonii	Otu_7	13.380877504605756	-0.013362029502601017	0.4901055597640334	0.8612244091019468	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_naeslundii	Otu_9	47.53067298184323	-0.023305494320956764	0.3717142178801138	0.6365651241533825	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_oris	Otu_11	1666.0464943031295	-0.0016381002157158527	0.08630586209708942	0.8448145592749796	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_sp_HMSC035G02	Otu_13	252.5192995701957	0.012343866088742418	0.16506474844033286	0.432514551720136	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_sp_ICM47	Otu_15	579.827577655116	0.011777613844157922	0.16700149414605797	0.4681109805535403	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
Actinomyces_sp_S6_Spd3	Otu_16	0.7281905757518236	0.004676276435717857	0.4828364627850193	0.9508437301984157	0.9892551182383451	dw_50_vs_up_50	CD8diff_48	no
