Species	otu	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison	variable	significant
Eubacterium_limosum	Otu_321	139.75499382933626	-22.237502299901173	4.344224809647024	1.6654086569156386e-7	1.8534386665674043e-6	high_vs_low	CD4after_48	yes
Firmicutes_bacterium_CAG_424	Otu_452	23.92679207130413	27.891740378018305	5.559323123734876	1.946484904961281e-7	2.098554038161381e-6	high_vs_low	CD4after_48	yes
Klebsiella_variicola	Otu_556	356.2887503423859	-25.19893220326422	5.02265868503396	2.3576769697149957e-7	2.4648441047020412e-6	high_vs_low	CD4after_48	yes
Eubacterium_sp_An11	Otu_323	3.0455841091300093	27.517729355617696	5.560069437737811	2.831409583246268e-7	2.873047959470478e-6	high_vs_low	CD4after_48	no
Proteobacteria_bacterium_CAG_139	Otu_571	232.93882520736358	-21.70831178305653	4.327155863030284	2.9204145149907397e-7	2.878694307633729e-6	high_vs_low	CD4after_48	yes
Butyrivibrio_sp_CAG_318	Otu_348	2030.2483078316284	-27.072326784651857	5.578417777782186	4.7380516622299325e-7	4.540632842970352e-6	high_vs_low	CD4after_48	yes
Veillonella_infantium	Otu_486	39.783883210908535	-21.660485923354287	4.4116144821431496	5.048491507891194e-7	4.707377216817465e-6	high_vs_low	CD4after_48	yes
Harryflintia_acetispora	Otu_414	24.71097654182725	26.46646938330119	5.475700760033295	5.455254759147879e-7	4.952797083963207e-6	high_vs_low	CD4after_48	yes
Firmicutes_bacterium_CAG_238	Otu_451	102.69898633513867	-24.592553923658087	5.088682023075346	6.218470528492313e-7	5.500954698281662e-6	high_vs_low	CD4after_48	yes
Actinomyces_johnsonii	Otu_7	16.803584669182825	26.305396302781705	5.563237227725642	9.209988242312111e-7	7.943614858994196e-6	high_vs_low	CD4after_48	yes
Ruminococcus_sp_CAG_488	Otu_430	1599.3303593704009	-26.159578273501015	5.572660164214792	1.0962172404651471e-6	9.224267023426238e-6	high_vs_low	CD4after_48	yes
Alistipes_inops	Otu_147	375.9585066660648	-24.45368284574723	5.210432267012402	1.2367280489820824e-6	1.0158837545209963e-5	high_vs_low	CD4after_48	yes
Weissella_cibaria	Otu_239	226.32808844870954	-24.72947076847014	5.3839367258382165	1.946147249863002e-6	1.5614437237272924e-5	high_vs_low	CD4after_48	yes
Klebsiella_quasipneumoniae	Otu_555	240.77702315458475	-23.73126711023644	5.161765603267088	2.0334607263335444e-6	1.5944180695115292e-5	high_vs_low	CD4after_48	yes
Absiella_dolichum	Otu_433	20.96875413801713	25.409563696269736	5.5682664159101	2.1354493626670012e-6	1.6371778447113678e-5	high_vs_low	CD4after_48	yes
Faecalitalea_cylindroides	Otu_442	68.79397034329837	-25.4083155564754	5.584479891232938	2.2721251362641548e-6	1.7040938521981162e-5	high_vs_low	CD4after_48	yes
Bacteroides_pectinophilus	Otu_308	322.2928172337121	-25.095196849003376	5.586608495372506	3.018797853611668e-6	2.2159260840340964e-5	high_vs_low	CD4after_48	yes
Atopobium_deltae	Otu_66	38.283545403219186	-20.437949940635463	4.528858914552215	3.6159026590355953e-6	2.598930036181834e-5	high_vs_low	CD4after_48	yes
Actinomyces_sp_S6_Spd3	Otu_16	1.191402083439645	24.728685598572117	5.57388229934997	3.964491913066129e-6	2.7354994200156293e-5	high_vs_low	CD4after_48	no
Clostridium_sp_CAG_632	Otu_298	157.71897066083224	-24.793139381457927	5.589152558824595	3.9579904185916295e-6	2.7354994200156293e-5	high_vs_low	CD4after_48	yes
Anaerotruncus_sp_CAG_528	Otu_408	92.61575233126739	-24.280728448538213	5.594787822032738	6.219664423946248e-6	4.2074200514930496e-5	high_vs_low	CD4after_48	yes
Clostridium_scindens	Otu_369	35.22222932448006	-21.44818434736704	4.988281387798687	8.709215847346662e-6	5.7782297448742276e-5	high_vs_low	CD4after_48	yes
Clostridium_sp_CAG_167	Otu_289	42.716520490678306	-23.766494591174663	5.602608113759181	9.694965092132237e-6	6.310873503369097e-5	high_vs_low	CD4after_48	yes
Sanguibacteroides_justesenii	Otu_124	95.79944273148836	-23.655591781827177	5.604623808108613	1.0654468686678313e-5	6.807021660933366e-5	high_vs_low	CD4after_48	yes
Enterobacter_cloacae_complex	Otu_547	184.57905643445565	-23.52066766846996	5.607282009800722	1.194379013329732e-5	7.492013810886501e-5	high_vs_low	CD4after_48	yes
Roseburia_sp_CAG_309	Otu_386	44.312068953984365	-22.090214613743072	5.293107515636137	1.4128021682114914e-5	8.703870500588652e-5	high_vs_low	CD4after_48	yes
Prevotella_sp_CAG_873	Otu_142	134.72058993523493	-23.226598575083397	5.61386597082033	1.5283057033315353e-5	9.250271362269818e-5	high_vs_low	CD4after_48	yes
Roseburia_sp_CAG_182	Otu_384	67.415548871469	-23.187809276887783	5.614815562370091	1.5783948444742145e-5	9.388727954200069e-5	high_vs_low	CD4after_48	yes
Ruminococcus_sp_CAG_403	Otu_429	40.24284868017595	-23.091631236929928	5.617288898474007	1.709470630266024e-5	9.996057075284379e-5	high_vs_low	CD4after_48	yes
Clostridium_sp_CAG_590	Otu_297	669.8070957122806	-22.821024884746986	5.624974010716907	2.135152876883961e-5	1.2277129042082775e-4	high_vs_low	CD4after_48	yes
Bacteroides_coprocola	Otu_89	96.71477940100368	-22.74969197755183	5.627208526186344	2.2629683235684845e-5	1.261954064349235e-4	high_vs_low	CD4after_48	yes
Blautia_hydrogenotrophica	Otu_338	29.31246392850727	-22.747067133216614	5.627301175960737	2.2678594779609443e-5	1.261954064349235e-4	high_vs_low	CD4after_48	yes
Haemophilus_sp_HMSC71H05	Otu_566	26.36897749911219	-22.69072447717701	5.629131803428642	2.3740653996332133e-5	1.3000834331324738e-4	high_vs_low	CD4after_48	yes
Bifidobacterium_breve	Otu_33	10.81656954069979	-22.54590909359349	5.634172479734956	2.6693014564593272e-5	1.395316670421921e-4	high_vs_low	CD4after_48	yes
Propionibacterium_acidifaciens	Otu_63	23.803708354356086	-19.809529100673778	4.905224856052245	2.6655437812091957e-5	1.395316670421921e-4	high_vs_low	CD4after_48	yes
Bacteroides_sp_CAG_144	Otu_105	49.19097394507595	-22.565110124334627	5.633400669259451	2.6277114424874347e-5	1.395316670421921e-4	high_vs_low	CD4after_48	yes
Catabacter_hongkongensis	Otu_276	23.60370351360333	-22.262320244604552	5.592363475014138	2.9261024258212592e-5	1.5067243834452753e-4	high_vs_low	CD4after_48	yes
Dialister_invisus	Otu_474	185.61841832952922	-19.72590243646632	4.934147172895178	3.108252059963113e-5	1.5769808245401088e-4	high_vs_low	CD4after_48	yes
Dielma_fastidiosa	Otu_436	34.73861246514064	-20.651718866369496	5.225126371785934	3.515402146009911e-5	1.7337944706281202e-4	high_vs_low	CD4after_48	yes
Finegoldia_magna	Otu_495	21.94577597308345	-22.199545567769498	5.647630808936633	3.5178438534483596e-5	1.7337944706281202e-4	high_vs_low	CD4after_48	yes
Faecalicoccus_pleomorphus	Otu_441	12.904062870003871	-21.959020700336044	5.658613039157042	4.2491868902557236e-5	2.0647457424482037e-4	high_vs_low	CD4after_48	yes
Lactococcus_petauri	Otu_244	16.284967991441473	-21.90809417409589	5.661077327334036	4.420725700235035e-5	2.1182643980292878e-4	high_vs_low	CD4after_48	yes
Streptococcus_pasteurianus	Otu_263	78.66118314553417	-21.86139594160434	5.663406808727957	4.58378476162295e-5	2.1493207450261573e-4	high_vs_low	CD4after_48	yes
Clostridium_asparagiforme	Otu_362	29.478361142999695	-21.854008246068197	5.663785168336776	4.610137250201033e-5	2.1493207450261573e-4	high_vs_low	CD4after_48	yes
Lactobacillus_rogosae	Otu_220	956.277673293334	-9.416288955954478	2.4026000858791385	4.914196080359551e-5	2.2307863785842697e-4	high_vs_low	CD4after_48	yes
Streptococcus_sanguinis	Otu_265	234.7781124450153	-10.219003184003167	2.6050090224545737	4.8993792383871323e-05	2.2307863785842697e-4	high_vs_low	CD4after_48	yes
Eubacterium_sp_CAG_274	Otu_326	8.992348982964032	-21.708430009957105	5.6715528505243356	5.159170735214359e-5	2.3115764982453946e-4	high_vs_low	CD4after_48	no
Paraprevotella_clara	Otu_125	14.808410673542932	-21.649333760308394	5.674759719058605	5.3975051651554755e-5	2.377816092730133e-4	high_vs_low	CD4after_48	yes
Lactonifactor_longoviformis	Otu_303	14.554095675399752	-21.637931845168406	5.675406578145911	5.4448542413240724e-5	2.377816092730133e-4	high_vs_low	CD4after_48	yes
Victivallis_vadensis	Otu_513	22.952620477674436	-21.495948484217287	5.683715042921401	6.0667646301615e-5	2.616292246757147e-4	high_vs_low	CD4after_48	yes
Christensenella_minuta	Otu_277	16.86645445806585	-21.350096271810344	5.692858814989311	6.773179526749692e-5	2.8848727613933875e-4	high_vs_low	CD4after_48	yes
Bacteroides_nordii	Otu_101	24.85735422432134	-21.332818597534917	5.693979578215953	6.86162068340531e-5	2.886901385091258e-4	high_vs_low	CD4after_48	yes
Prevotella_bivia	Otu_127	12.205134019080637	-21.21582517897085	5.701839952511286	7.48937281983375e-5	3.1130525576417395e-4	high_vs_low	CD4after_48	yes
Enterococcus_gallinarum	Otu_185	8.601638419065432	-21.172670806032308	5.704874420398133	7.734327203052767e-5	3.176598672682386e-4	high_vs_low	CD4after_48	no
Firmicutes_bacterium_CAG_95	Otu_459	1395.6636781842176	-9.757652987957776	2.5982650955213016	8.130741806053665e-5	3.300124615398252e-4	high_vs_low	CD4after_48	yes
Peptostreptococcus_anaerobius	Otu_398	22.439933017534692	-21.06022275429004	5.712938553730511	8.40528111275686e-5	3.371886027791996e-4	high_vs_low	CD4after_48	yes
Eubacterium_dolichum_CAG_375	Otu_318	22.607054906214103	21.002058947098256	5.721709412855773	8.85034318710191e-5	3.5096188500576545e-4	high_vs_low	CD4after_48	yes
Propionibacterium_freudenreichii	Otu_64	34.28123944870005	-20.956044099139373	5.720808058405633	9.074335834877026e-5	3.5575521170824704e-4	high_vs_low	CD4after_48	yes
Flavonifractor_sp_An10	Otu_411	12.283779220326176	-20.85751989954354	5.728528729924852	9.750174037140375e-5	3.7795618458577856e-4	high_vs_low	CD4after_48	yes
Blautia_hansenii	Otu_337	64.18223418462127	-20.82543858185806	5.731186241210297	9.981278301293024e-5	3.826156682162326e-4	high_vs_low	CD4after_48	yes
Turicimonas_muris	Otu_518	22.362183371715023	-20.809028868155693	5.732531411348508	1.0100854870352362e-4	3.829444978320401e-4	high_vs_low	CD4after_48	yes
Weissella_confusa	Otu_240	41.95121888294693	-20.77302008595482	5.735508535406572	1.0367658177804745e-4	3.8878718166767795e-4	high_vs_low	CD4after_48	yes
Leuconostoc_mesenteroides	Otu_236	6.915867614016727	-20.740051172633503	5.738325467478826	1.0618537532700765e-4	3.9391348911631865e-4	high_vs_low	CD4after_48	no
Eisenbergiella_massiliensis	Otu_355	35.600838279995145	-20.706529723628403	5.741151916287276	1.0877658483333161e-4	3.9923321029254686e-4	high_vs_low	CD4after_48	yes
Cloacibacillus_porcorum	Otu_576	17.15432155152537	-20.68162540475585	5.743242720938373	1.1073135314690451e-4	4.021296509019164e-4	high_vs_low	CD4after_48	yes
Clostridium_perfringens	Otu_287	29.137969793756714	-20.59828877243222	5.750656042778318	1.1756052636774119e-4	4.224831416340699e-4	high_vs_low	CD4after_48	yes
Leuconostoc_citreum	Otu_232	6.518890326606398	-20.298161382893024	5.77921943215757	1.4533697823626552e-4	5.169201803248618e-4	high_vs_low	CD4after_48	no
Megasphaera_micronuciformis	Otu_481	2.7184826692670523	-20.05896463574946	5.804824638677826	1.716276757351285e-4	6.041994707001973e-4	high_vs_low	CD4after_48	no
Lactobacillus_plantarum	Otu_216	2.5917042496546	-19.811468205043987	5.833314959337649	2.030520639951653e-4	7.076056775589094e-4	high_vs_low	CD4after_48	no
Firmicutes_bacterium_CAG_170	Otu_450	11693.188759843748	-8.906322394218133	2.6505754717826204	2.1931540939045717e-4	7.566381623970772e-4	high_vs_low	CD4after_48	yes
Lactococcus_garvieae	Otu_242	4.036466694227132	-19.446139330903044	5.879763019639038	2.585918675960109e-4	8.833088546596412e-4	high_vs_low	CD4after_48	no
Clostridioides_difficile	Otu_395	2.585740150295729	-19.308249685507633	5.898872215095702	2.828111335734939e-4	9.565670694397588e-4	high_vs_low	CD4after_48	no
Enterococcus_avium	Otu_180	34.33531960117753	-19.04876967751035	5.936726269126318	3.3361702395012576e-4	0.001117455080221295	high_vs_low	CD4after_48	yes
Actinomyces_massiliensis	Otu_8	5.953826291697184	-18.8239958077595	5.971960621222324	3.838525403839869e-4	0.0012717447324939197	high_vs_low	CD4after_48	no
Anaerostipes_caccae	Otu_333	2.76439084189149	-18.810497492963513	5.974119534850382	3.8705274467206255e-4	0.0012717447324939197	high_vs_low	CD4after_48	no
Eubacterium_callanderi	Otu_316	106.94933224463894	-18.48020391425617	5.975338719591003	4.439011127015872e-4	0.0014447724894532789	high_vs_low	CD4after_48	yes
Eubacterium_siraeum	Otu_419	43490.499299493866	-5.258433217414359	1.9824259862336704	6.342888336569604e-4	0.002045136893566835	high_vs_low	CD4after_48	yes
Ruminococcus_bicirculans	Otu_422	55945.70006230508	-6.215122796008381	2.343324971598285	7.255344551064535e-4	0.002317679509367838	high_vs_low	CD4after_48	yes
Lachnoclostridium_sp_An118	Otu_371	18.277333546836523	-17.54126451220088	6.209148521968548	8.076101920330384e-4	0.002556197396801819	high_vs_low	CD4after_48	yes
Pseudopropionibacterium_propionicum	Otu_65	13.480928996653857	16.886891665604523	6.352338026698471	0.001141144119057281	0.003579042918861472	high_vs_low	CD4after_48	yes
Corynebacterium_durum	Otu_51	4.458753600316262	-16.431401075132214	6.451543624569661	0.00142555562884174	0.004430781008562165	high_vs_low	CD4after_48	no
Fusobacterium_ulcerans	Otu_510	2.455345301212603	-16.374662828107226	6.4644614398482165	0.0014649785070624758	0.00451265700836209	high_vs_low	CD4after_48	no
Lactobacillus_mucosae	Otu_209	122.097295418897	16.119169265659814	6.524826263537281	0.0016553947508095742	0.00505408131884339	high_vs_low	CD4after_48	yes
Oscillibacter_sp_CAG_241	Otu_394	42879.76936237588	-3.9040874463166055	2.206076038531316	0.002475818331000575	0.007492608106975424	high_vs_low	CD4after_48	yes
Intestinimonas_butyriciproducens	Otu_311	1543.5645509410333	-5.339322141339661	3.138424974970275	0.003876057814236677	0.01162817344271003	high_vs_low	CD4after_48	yes
Paraprevotella_xylaniphila	Otu_126	3308.6004889893225	-3.7162764807986806	2.930122122962827	0.007902273627884916	0.023502451738105997	high_vs_low	CD4after_48	yes
Desulfovibrionaceae_bacterium	Otu_522	10787.758604004495	-3.071114318585264	3.042867362747309	0.015171153862866804	0.04473545369819699	high_vs_low	CD4after_48	yes
Eubacterium_sp_CAG_38	Otu_327	9208.146948098738	-2.2203601856731083	2.5493141392570657	0.018907793687482143	0.05528126120492661	high_vs_low	CD4after_48	no
Anaerococcus_vaginalis	Otu_494	15.510487012595277	8.708752390277102	7.338527162853968	0.021368361439528364	0.06195029156838055	high_vs_low	CD4after_48	no
Prevotella_sp_CAG_279	Otu_139	56092.42698829332	-1.5885466770441892	2.1153219380560997	0.023621539614126694	0.06791192639061425	high_vs_low	CD4after_48	no
Eubacterium_sp_OM08_24	Otu_329	1.9611194280924278	7.089889163855586	7.069404714684006	0.033863881503589086	0.09576261572736258	high_vs_low	CD4after_48	no
Firmicutes_bacterium_CAG_110	Otu_448	7214.042243399483	-1.821038277000206	2.547759421660156	0.03376371336836841	0.09576261572736258	high_vs_low	CD4after_48	no
Enorma_massiliensis	Otu_77	127.1435037505161	-1.9000729294441232	2.7809946758429334	0.04268441087996673	0.1197245671023457	high_vs_low	CD4after_48	no
Clostridium_clostridioforme	Otu_365	1801.0544328238145	-2.3619518943791973	3.318732991396274	0.04569793262381606	0.12714344157432694	high_vs_low	CD4after_48	no
Turicibacter_sanguinis	Otu_447	701.7925211836143	-2.661542642657671	3.6564874330085964	0.047319476485413486	0.1306017550997412	high_vs_low	CD4after_48	no
Parabacteroides_distasonis	Otu_153	118101.70243055749	-0.38191114252883174	0.8937238988109826	0.05368037563520786	0.1469819809059263	high_vs_low	CD4after_48	no
Bacteroides_thetaiotaomicron	Otu_110	32591.610886944494	-1.013560620150795	1.889766120076788	0.0592144830108735	0.1608582412500107	high_vs_low	CD4after_48	no
Alistipes_putredinis	Otu_149	20407.564296860357	-0.9151190147296125	1.7732017195914052	0.06239278605590762	0.1681680561663135	high_vs_low	CD4after_48	no
Bacteroides_eggerthii	Otu_92	2307.0046439611397	-2.4137313849995565	3.7468036359893606	0.07030916712318509	0.18803614463177407	high_vs_low	CD4after_48	no
Bacteroides_fragilis	Otu_97	15936.555227697456	-1.3802116097796258	2.5352780318980535	0.07838229866366707	0.20801456183819336	high_vs_low	CD4after_48	no
Odoribacter_splanchnicus	Otu_120	24907.155929834298	-0.370817776369868	0.9538193081011825	0.079287788263359	0.20881135076991492	high_vs_low	CD4after_48	no
Dorea_sp_CAG_317	Otu_354	314.1019026881512	4.223149653337673	5.960930039604434	0.08154172802497602	0.2131204255198237	high_vs_low	CD4after_48	no
Actinomyces_sp_ICM47	Otu_15	430.6308276254209	-0.9555889660705209	1.9585389135723146	0.08371645240064807	0.21715921863326004	high_vs_low	CD4after_48	no
Desulfovibrio_piger	Otu_524	20783.2164942344	-0.8100166018653978	1.8286689052666538	0.10603427502134911	0.27299869315198094	high_vs_low	CD4after_48	no
Eubacterium_eligens	Otu_319	107844.11131451535	-0.2967851038012103	0.8710624559087122	0.11166101056477544	0.28535591588775944	high_vs_low	CD4after_48	no
Gemella_morbillorum	Otu_162	5.3098050255990366	3.216947096637227	5.342035582128944	0.11967411312457711	0.3013691169925482	high_vs_low	CD4after_48	no
Eubacterium_coprostanoligenes	Otu_317	238.00880702992166	3.2101886885228432	5.325344346601683	0.119018315071371	0.3013691169925482	high_vs_low	CD4after_48	no
Butyricimonas_virosa	Otu_118	4226.700128438308	-0.6758320887767795	1.6509342960332631	0.1222394771588074	0.30559869289701846	high_vs_low	CD4after_48	no
Pseudoflavonifractor_sp_An184	Otu_416	84.63005284988917	-1.7888972237732508	3.6517940265418267	0.15626758977155317	0.38785840626752405	high_vs_low	CD4after_48	no
Ruminococcaceae_bacterium_D16	Otu_420	536.7689371392349	1.655438345875354	3.5107918378732212	0.16821242861650407	0.4145234848049565	high_vs_low	CD4after_48	no
Lachnospira_pectinoschiza	Otu_378	63051.123256231884	-0.3508064122719705	1.091749373498573	0.1700173736599645	0.4159999568275727	high_vs_low	CD4after_48	no
Prevotella_sp_CAG_1092	Otu_137	33997.85573416452	-0.38611963927217996	1.1825516934885587	0.1752631139031654	0.42581531194783145	high_vs_low	CD4after_48	no
Roseburia_sp_CAG_471	Otu_387	26068.600561389216	0.1869713499530588	0.704317075343831	0.19798361072932041	0.4776527671441646	high_vs_low	CD4after_48	no
Asaccharobacter_celatus	Otu_80	4666.2972304831865	0.4933399816058229	1.4748711654855244	0.20167579476022043	0.4798493047743176	high_vs_low	CD4after_48	no
Fusobacterium_mortiferum	Otu_507	136.52295654361873	2.0843936342974487	4.407796965496754	0.2004394316231425	0.4798493047743176	high_vs_low	CD4after_48	no
Butyricicoccus_pullicaecorum	Otu_278	13.626931419174024	1.9739103075860633	4.301194895075459	0.2125541352488384	0.49885154191053915	high_vs_low	CD4after_48	no
Firmicutes_bacterium_CAG_534	Otu_453	43.37072998417753	1.974209661525038	4.301487894005424	0.21251977876282244	0.49885154191053915	high_vs_low	CD4after_48	no
Lachnoclostridium_sp_An131	Otu_372	70.29730676775023	1.4602946687911715	3.421776549125539	0.21560084440551971	0.4992100088584181	high_vs_low	CD4after_48	no
Ruminococcaceae_bacterium_D5	Otu_421	12.052485211243342	1.9588119946872649	4.2863874678682254	0.2142982938120227	0.4992100088584181	high_vs_low	CD4after_48	no
Slackia_isoflavoniconvertens	Otu_85	45363.120726052824	-0.12869868971260462	0.5425076021089799	0.21752953420508264	0.50031792867169	high_vs_low	CD4after_48	no
Bacteroides_sp_CAG_530	Otu_107	17884.329606243133	-0.3430583851747096	1.1472910996822747	0.21960668272751913	0.5017503678211529	high_vs_low	CD4after_48	no
Alistipes_shahii	Otu_150	8267.576140664514	-0.18445168119588137	0.7207055301016777	0.224022599121016	0.5084723466891482	high_vs_low	CD4after_48	no
Scardovia_wiggsiae	Otu_46	63.41133325450474	0.7898120099641844	2.180349298019689	0.22901507640021398	0.5164065448240119	high_vs_low	CD4after_48	no
Bacteroides_clarus	Otu_88	950.6561468175869	-0.6612271562298838	1.924431951721122	0.23680022101170362	0.5249895462979963	high_vs_low	CD4after_48	no
Anaerotruncus_colihominis	Otu_407	1439.8410617254806	0.29621037858494215	1.0493538845637653	0.23738657745648528	0.5249895462979963	high_vs_low	CD4after_48	no
Ruminococcus_sp_CAG_563	Otu_431	9.95504070965728	-1.7772241083248799	4.101442435097866	0.2367721159620669	0.5249895462979963	high_vs_low	CD4after_48	no
Actinomyces_graevenitzii	Otu_6	182.47370381581075	0.561821897495902	1.7327398942161372	0.25189043778276915	0.5481237791969177	high_vs_low	CD4after_48	no
Adlercreutzia_equolifaciens	Otu_79	3734.1445968265275	0.4270043247238239	1.409066121778783	0.25261356780379685	0.5481237791969177	high_vs_low	CD4after_48	no
Prevotella_stercorea	Otu_143	122827.03852381367	0.18625505490628386	0.7487865315042345	0.24953567712215707	0.5481237791969177	high_vs_low	CD4after_48	no
Enterorhabdus_caecimuris	Otu_82	46.100259083566634	0.6838497072279007	2.0225570738555962	0.25656145184943774	0.5497745396773666	high_vs_low	CD4after_48	no
Oscillibacter_sp_57_20	Otu_393	25214.230231988186	-0.11691080879392379	0.5281674453646659	0.2558714108260555	0.5497745396773666	high_vs_low	CD4after_48	no
Mitsuokella_multacida	Otu_470	1815.351824465694	-0.25574204745842355	0.9788561775236992	0.27297760454274794	0.5813411948595558	high_vs_low	CD4after_48	no
Clostridium_leptum	Otu_417	2324.512352626237	0.16889409870831265	0.7157701262411886	0.27485203170978334	0.5817420303059831	high_vs_low	CD4after_48	no
Clostridium_lavalense	Otu_367	717.5908914661725	-0.48968410295351034	1.6141418810692632	0.280003389300181	0.5890315201741612	high_vs_low	CD4after_48	no
Mitsuokella_jalaludinii	Otu_469	4661.430344869987	-0.23185005151855226	0.9201748208226683	0.28397862277937486	0.5937734839932383	high_vs_low	CD4after_48	no
Tyzzerella_nexilis	Otu_391	9.925560411709997	1.4521148422201713	3.7465302768227216	0.28742490540085247	0.5973589901403259	high_vs_low	CD4after_48	no
[Collinsella]_massiliensis	Otu_78	545.5373408226255	0.0780667241830235	0.4016318183953499	0.28951997765634935	0.5973744008058767	high_vs_low	CD4after_48	no
